priority_score,issuer_cik,issuer_name,tickers,exchanges,sic,country,fpi_evidence,financing_filing_count,f1_f3_424_count,financing_forms,latest_financing_date,small_cap_proxy,record_type,weiss_gate_status,post_act_section16_count,weiss_post_act_count,weiss_gate_evidence
0,0001809122,CureVac N.V.,,,2834,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001598110,CyberArk Software Ltd.,,,7372,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001793862,Dada Nexus Ltd,,,7370,China,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001844981,DIGIASIA CORP.,,,7372,Cayman Islands,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001542028,DOLLY VARDEN SILVER CORP,,,1040,"British Columbia, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001285786,EMX Royalty Corp,,,1000,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001786182,"First High-School Education Group Co., Ltd.",,,8200,China,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001490078,First Phosphate Corp.,,,1400,"British Columbia, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001786511,Fresh2 Group Ltd,,,8071,NY,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001757064,Genfit S.A.,,,2836,France,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001467808,Global Cord Blood Corp,,,8090,,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001291733,Gol Intelligent Airlines Inc.,,,4512,Brazil,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001564538,GRANITE REAL ESTATE INVESTMENT TRUST,,,6798,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001995194,Heramba Electric plc,,,3690,Ireland,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001853630,Hold Me Ltd,,,7372,Israel,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001140465,HSBC BANK PLC,,,6029,United Kingdom,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001680935,Huahui Education Group Ltd,,,8200,China,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001450123,JBS S.A.,,,2011,Brazil,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001616291,Jupai Holdings Ltd,,,6282,China,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001946746,Leet INC.,,,7372,Malaysia,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001167831,Lloyds Bank plc,,,6029,United Kingdom,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001472619,Loncor Gold Inc.,,,1040,"Ontario, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001230992,MAG SILVER CORP,,,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0000932782,MEXICAN PETROLEUM,,,1311,Mexico,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001874074,MultiMetaVerse Holdings Ltd,,,7372,China,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001850453,Mynaric AG,,,4899,Germany,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001964021,noco-noco Inc.,,,3690,Singapore,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001780531,"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD.",,,7370,China,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001815620,Opthea Ltd,,,2836,Australia,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001962845,"PIXIE DUST TECHNOLOGIES, INC.",,,3845,Japan,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001611852,"Roan Holdings Group Co., Ltd.",,,6159,China,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001434614,SANDSTORM GOLD LTD,,,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001087711,Santander UK plc,,,6029,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0000885740,SAPIENS INTERNATIONAL CORP N V,,,7372,Israel,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001834048,Sendas Distributor S.A.,,,5411,Brazil,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001659520,SilverCrest Metals Inc.,,,1040,"British Columbia, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0002021938,Sunrise Communications AG,,,4841,Switzerland,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001946216,"SYLA Technologies Co., Ltd.",,,6500,Japan,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001872812,TC BioPharm (Holdings) plc,,,2836,United Kingdom,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0000814052,TELEFONICA S A,,,4813,Spain,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001825155,TELUS International (Cda) Inc.,,,7374,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001792829,Vasta Platform Ltd,,,8200,Brazil,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001545851,Veren Inc.,,,1311,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0000890746,VIDEOTRON LTEE,,,4841,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001734902,Weidai Ltd.,,,6199,China,6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001472879,WHITECAP RESOURCES INC.,,,1311,"Alberta, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001640251,Wins Finance Holdings Inc.,,,6199,NY,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
0,0001954042,ZEEKR Intelligent Technology Holding Ltd,,,3711,China,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
,0001611746,SciSparc Ltd.,,,,,included_in_6-K/20-F/40-F_universe,,,,,,weiss_gate_audit,post_act_weiss_filing,19,2,live submissions=https://data.sec.gov/submissions/CIK0001611746.json | candidate_feed_rows=19 | off_target_feed_rows=0 | matching_section16=2026-03-18 3 0001213900-26-030642; 2026-03-18 3 0001213900-26-030643; 2026-03-18 3 0001213900-26-030644; 2026-03-18 3 0001213900-26-030646; 2026-03-18 3 0001213900-26-030647; 2026-03-18 3 0001213900-26-030648; 2026-03-18 3 0001213900-26-030649; 2026-03-18 3 0001213900-26-030650; 2026-03-23 3 0001213900-26-032907; 2026-06-03 4 0001213900-26-064445; 2026-07-13 3/A 0001213900-26-077338; 2026-07-13 3/A 0001213900-26-077339; 2026-07-13 3/A 0001213900-26-077341; 2026-07-13 3/A 0001213900-26-077342; 2026-07-13 3/A 0001213900-26-077344; 2026-07-13 3/A 0001213900-26-077346; 2026-07-13 3/A 0001213900-26-077347; 2026-07-13 3/A 0001213900-26-077348; 2026-07-13 3/A 0001213900-26-077349 | weiss_filings=2026-03-18 3 0001213900-26-030644; 2026-07-13 3/A 0001213900-26-077342 | all candidate ownership XML issuer CIKs validated against the resolved issuer
,0001789192,"N2OFF, Inc. / Save Foods, Inc.",,,,,outside_6-K/20-F/40-F_universe,,,,,,weiss_gate_audit,post_act_section16_but_no_weiss_filing,2,0,live submissions=https://data.sec.gov/submissions/CIK0001789192.json | candidate_feed_rows=2 | off_target_feed_rows=0 | matching_section16=2026-03-23 3 0000897069-26-000730; 2026-03-26 4 0000897069-26-000736 | weiss_filings=none | all candidate ownership XML issuer CIKs validated against the resolved issuer
,0001885408,Nexera Technologies Ltd / Jeffs' Brands Ltd,,,,,included_in_6-K/20-F/40-F_universe,,,,,,weiss_gate_audit,post_act_weiss_filing,18,2,live submissions=https://data.sec.gov/submissions/CIK0001885408.json | candidate_feed_rows=18 | off_target_feed_rows=0 | matching_section16=2026-03-18 3 0001213900-26-031236; 2026-03-18 3 0001213900-26-031238; 2026-03-18 3 0001213900-26-031242; 2026-03-18 3 0001213900-26-031244; 2026-03-18 3 0001213900-26-031247; 2026-03-18 3 0001213900-26-031249; 2026-03-19 3 0001213900-26-031554; 2026-03-26 3 0001213900-26-034349; 2026-05-07 3 0001213900-26-053306; 2026-05-07 3/A 0001213900-26-053307; 2026-05-07 3/A 0001213900-26-053308; 2026-05-07 3/A 0001213900-26-053309; 2026-05-07 3/A 0001213900-26-053310; 2026-05-07 3/A 0001213900-26-053311; 2026-05-07 3/A 0001213900-26-053312; 2026-05-07 3/A 0001213900-26-053313; 2026-05-07 3/A 0001213900-26-053315; 2026-05-07 3 0001213900-26-053316 | weiss_filings=2026-03-18 3 0001213900-26-031244; 2026-05-07 3/A 0001213900-26-053307 | all candidate ownership XML issuer CIKs validated against the resolved issuer
,0001872964,Maris Tech Ltd.,,,,,included_in_6-K/20-F/40-F_universe,,,,,,weiss_gate_audit,post_act_weiss_filing,11,1,live submissions=https://data.sec.gov/submissions/CIK0001872964.json | candidate_feed_rows=11 | off_target_feed_rows=0 | matching_section16=2026-03-18 3 0001213900-26-030812; 2026-03-18 3 0001213900-26-030815; 2026-03-18 3 0001213900-26-030818; 2026-03-18 3 0001213900-26-030829; 2026-03-18 3 0001213900-26-030832; 2026-03-18 3 0001213900-26-030836; 2026-03-18 3 0001213900-26-030840; 2026-04-01 3 0001213900-26-038222; 2026-07-10 4 0001213900-26-077123; 2026-07-10 4 0001213900-26-077125; 2026-07-10 4 0001213900-26-077126 | weiss_filings=2026-03-18 3 0001213900-26-030812 | all candidate ownership XML issuer CIKs validated against the resolved issuer
,0001916241,ParaZero Technologies Ltd.,,,,,included_in_6-K/20-F/40-F_universe,,,,,,weiss_gate_audit,post_act_weiss_filing,10,1,live submissions=https://data.sec.gov/submissions/CIK0001916241.json | candidate_feed_rows=10 | off_target_feed_rows=0 | matching_section16=2026-03-18 3 0001213900-26-029444; 2026-03-18 3 0001213900-26-029447; 2026-03-18 3 0001213900-26-029448; 2026-03-18 3 0001213900-26-029450; 2026-03-18 3 0001213900-26-029453; 2026-03-18 3 0001213900-26-029455; 2026-03-18 3 0001213900-26-029457; 2026-03-18 3 0001213900-26-029459; 2026-03-18 3 0001213900-26-029463; 2026-06-02 4 0001213900-26-064176 | weiss_filings=2026-03-18 3 0001213900-26-029463 | all candidate ownership XML issuer CIKs validated against the resolved issuer
,0000797542,Viewbix Inc.,,,,,outside_6-K/20-F/40-F_universe,,,,,,weiss_gate_audit,post_act_weiss_filing,6,1,live submissions=https://data.sec.gov/submissions/CIK0000797542.json | candidate_feed_rows=6 | off_target_feed_rows=0 | matching_section16=2026-04-01 4 0001493152-26-014649; 2026-06-01 3 0001493152-26-026621; 2026-06-01 4 0001493152-26-026632; 2026-06-01 3 0001493152-26-026633; 2026-06-01 3 0001493152-26-026634; 2026-06-01 4 0001493152-26-026636 | weiss_filings=2026-04-01 4 0001493152-26-014649 | all candidate ownership XML issuer CIKs validated against the resolved issuer
,0001892500,Clearmind Medicine Inc.,,,,,included_in_6-K/20-F/40-F_universe,,,,,,weiss_gate_audit,post_act_section16_but_no_weiss_filing,5,0,live submissions=https://data.sec.gov/submissions/CIK0001892500.json | candidate_feed_rows=5 | off_target_feed_rows=0 | matching_section16=2026-06-12 3 0001475597-26-000079; 2026-06-12 4 0001475597-26-000080; 2026-06-16 4 0001475597-26-000082; 2026-06-17 4 0001475597-26-000091; 2026-06-18 4 0001475597-26-000092 | weiss_filings=none | all candidate ownership XML issuer CIKs validated against the resolved issuer
,0001782265,Gix Internet Ltd.,,,,,outside_6-K/20-F/40-F_universe,,,,,,weiss_gate_audit,no_post_act_section16_filing,0,0,live submissions=https://data.sec.gov/submissions/CIK0001782265.json | candidate_feed_rows=0 | off_target_feed_rows=0 | matching_section16=none | weiss_filings=none | all candidate ownership XML issuer CIKs validated against the resolved issuer
,0001743905,Rail Vision Ltd.,,,,,included_in_6-K/20-F/40-F_universe,,,,,,weiss_gate_audit,post_act_section16_but_no_weiss_filing,12,0,live submissions=https://data.sec.gov/submissions/CIK0001743905.json | candidate_feed_rows=12 | off_target_feed_rows=0 | matching_section16=2026-03-18 3 0001493152-26-010723; 2026-03-18 3 0001493152-26-010724; 2026-03-18 3 0001493152-26-010725; 2026-03-18 3 0001493152-26-010726; 2026-03-18 3 0001493152-26-010727; 2026-03-18 3 0001493152-26-010728; 2026-03-18 3 0001493152-26-010729; 2026-03-18 3 0001493152-26-010730; 2026-03-18 3 0001493152-26-010731; 2026-03-18 3 0001493152-26-010732; 2026-03-18 3 0001493152-26-010733; 2026-06-02 4 0001493152-26-026872 | weiss_filings=none | all candidate ownership XML issuer CIKs validated against the resolved issuer
