candidate_id,source_id,source_url,source_sha256,archive_date,page_start,page_end,item_number,item_text,date,document_vote_date,license_number,license_num,normalized_license_num,outcome,disposition,outcome_text,board_granted_application,decision_bearing,completed_sale_verified,ambiguity_notes,review_status,event_id,event_type,event_subtype,actions,entity_name,entity_dba,license_scope,parties_before,parties_after,equity_change_completion_verified,entity_conversion_explicit,entity_before,entity_after,ownership_subject_entity,ownership_subject_scope,parties,entity_change_source_quote
BLB-2021-07-01-c016,BLB-2021-07-01,https://www.boston.gov/sites/default/files/file/2021/07/Board%20Voting%20Agenda%207.1.21.pdf,defca947e89e320c7bd80858d24a5cf9c19cfa7bd30de18910ad80eea21abcfb,2021-07-01,4,4,8,"8. Urban Grape South End, LLC
    Doing business as: THE URBAN GRAPE SOUTH END
    303 Columbus Ave., Boston, MA 02116
    License #: LB-102000
    Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned for a
    change of Officer /Directors/LLC
    Managers. Lastly, has petitioned for a change of Ownership Interest.
    Attorney: John B. Shinn

   Granted",2021-07-01,2021-07-01,LB-102000,LB102000,LB102000,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-07-01-c016-ownership,ownership_interest,ownership_application_disposition,"[""ownership_interest_change""]","Urban Grape South End, LLC",THE URBAN GRAPE SOUTH END,explicit_alcohol,[],[],False,False,,,"Urban Grape South End, LLC",licensee_entity,"{""licensee"": ""Urban Grape South End, LLC""}",
BLB-2021-09-02-c010,BLB-2021-09-02,https://www.boston.gov/sites/default/files/file/2021/09/Voting%20Agenda%20%28Corrected%29%209-2-21_0.pdf,6ab44779bd4b1cb8ea4c6ee3010618855c201d59466798aa230d14c3d7696fe9,2021-09-02,3,3,10,"10. South Boston Market, Inc.

 Doing business as: K AND EIGHTH MARKET
 362 K St., South Boston, MA 02127
 License #: LB-140277
 Holder of a Retail Package Store Wines and Malt Beverages License has petitioned to change the manager of the
licensed business - From: Arian Liton To: Mst Naher. Secondly, has petitioned for a change of Officer/Director. Lastly, has
petitioned for a change of Stock/Ownership Interest.
 Attorney: Nelson C. Chang


GRANTED",2021-09-02,2021-09-02,LB-140277,LB140277,LB140277,granted,granted,GRANTED,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-09-02-c010-ownership,ownership_interest,ownership_application_disposition,"[""ownership_interest_change"", ""stock_interest_change""]","South Boston Market, Inc.",K AND EIGHTH MARKET,explicit_alcohol,[],[],False,False,,,"South Boston Market, Inc.",licensee_entity,"{""licensee"": ""South Boston Market, Inc.""}",
BLB-2021-09-02-c011,BLB-2021-09-02,https://www.boston.gov/sites/default/files/file/2021/09/Voting%20Agenda%20%28Corrected%29%209-2-21_0.pdf,6ab44779bd4b1cb8ea4c6ee3010618855c201d59466798aa230d14c3d7696fe9,2021-09-02,3,3,11,"11. Korean Fusion, Inc.

Doing business as: KOY
16 - 18 North St., Boston, MA 02109
License #: LB-99168
Holder of a Common Victualler 7-Day All-Alcoholic Beverages License has petitioned for a change of Officers/Directors.
Lastly, has petitioned for a change in Stock Interest.
Attorney: Jon D. Aieta

GRANTED",2021-09-02,2021-09-02,LB-99168,LB99168,LB99168,granted,granted,GRANTED,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-09-02-c011-ownership,ownership_interest,ownership_application_disposition,"[""stock_interest_change""]","Korean Fusion, Inc.",KOY,explicit_alcohol,[],[],False,False,,,"Korean Fusion, Inc.",licensee_entity,"{""licensee"": ""Korean Fusion, Inc.""}",
BLB-2021-09-30-c051,BLB-2021-09-30,https://www.boston.gov/sites/default/files/file/2021/09/Maria%27s%20Copy%20of%20Final%20Voting%20Agenda%209_30_21%20.pdf,a83435a43328c2fae9231e05e63f935f5f9032be40e1d406a8b96f2c30006776,2021-09-30,14,14,2,"2. Huangs Restaurant, Inc. d/b/a New Hong Kong Restaurant, 14 Tremont Street,
   Allston, MA 02325 has petitioned to change the owner/manager of the licensed business:
   From – Jianrong Huang To – Hong Chan.

GRANTED",2021-09-30,2021-09-30,,,,granted,granted,GRANTED,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""This item is in the Common Victualler changes section and does not state an alcohol license; no linkage to another alcohol record is assumed.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-09-30-c051-ownership,ownership_interest,ownership_application_disposition,"[""owner_manager_change""]","Huangs Restaurant, Inc.",New Hong Kong Restaurant,common_victualler_no_alcohol_stated,"[{""name"": ""Jianrong Huang"", ""role_as_stated"": ""owner/manager""}]","[{""name"": ""Hong Chan"", ""role_as_stated"": ""owner/manager""}]",False,False,,,"Huangs Restaurant, Inc.",licensee_entity,"{""licensee"": ""Huangs Restaurant, Inc.""}",
BLB-2021-09-30-c060,BLB-2021-09-30,https://www.boston.gov/sites/default/files/file/2021/09/Maria%27s%20Copy%20of%20Final%20Voting%20Agenda%209_30_21%20.pdf,a83435a43328c2fae9231e05e63f935f5f9032be40e1d406a8b96f2c30006776,2021-09-30,16,16,11,"11. Air Ventures, LLC, d/b/a N.E. Mkt, Logan Airport, Term. B, East Boston, MA 02128. Has
    applied to change the officers. From - George H. Walker - President 51 Shares, Heather
    Claxton - Manager, William R. Newlin. To - AV Holdings 75. Shares, George H. Walker
    President 12.25 Shares, Black Dog, LLC/William R Newlin Exec. VP 12.25 Shares,
    Airmall Boston, Inc - Sub lessor, MASSport Authority - Lessor.

GRANTED",2021-09-30,2021-09-30,,,,granted,granted,GRANTED,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""The source calls this an officers change but explicitly lists before/after share figures. Shares are not relabeled percentages. The after figures total 99.5 as printed; completeness and the basis are not inferred."", ""Heather Claxton, William R. Newlin, Airmall Boston, Inc., and MASSport Authority also appear in the source, but only parties with stated shares are listed as shareholders; manager, sub-lessor and lessor are distinct roles."", ""This item is in the Common Victualler changes section and does not state an alcohol license; no linkage to another alcohol record is assumed.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-09-30-c060-ownership,ownership_interest,ownership_application_disposition,"[""shareholding_change""]","Air Ventures, LLC",N.E. Mkt,common_victualler_no_alcohol_stated,"[{""name"": ""George H. Walker"", ""role_as_stated"": ""President"", ""shares_as_stated"": ""51 Shares""}]","[{""name"": ""AV Holdings"", ""shares_as_stated"": ""75. Shares""}, {""name"": ""George H. Walker"", ""role_as_stated"": ""President"", ""shares_as_stated"": ""12.25 Shares""}, {""name"": ""Black Dog, LLC/William R Newlin"", ""role_as_stated"": ""Exec. VP"", ""shares_as_stated"": ""12.25 Shares""}]",False,False,,,"Air Ventures, LLC",licensee_entity,"{""licensee"": ""Air Ventures, LLC""}",
BLB-2021-10-07-c018,BLB-2021-10-07,https://www.boston.gov/sites/default/files/file/2021/10/FINAL%20VOTING%20AGENDA%2010-7-2021.pdf,98ee56e601793c3c8a85cd15cde14452b764fafe9dc78f51537458ad8f41e8ab,2021-10-07,4,4,11,"11. Rosa's Liquors, Inc.

        Doing business as: Rosa's Liquors
        1568 Dorchester Ave., Dorchester, MA 02122
        License #: LB 101965
        Holder of a Retail Package Store All Alcoholic Beverages License has petitioned for a change in
        Officers/Directors/LLC
        Manager of the corporation. Secondly has petitioned for a change in Stock Ownership/Interest.
        Attorney: Jennifer Allen

        GRANTED",2021-10-07,2021-10-07,LB-101965,LB101965,LB101965,granted,granted,GRANTED,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-10-07-c018-ownership,ownership_interest,ownership_application_disposition,"[""ownership_interest_change"", ""stock_interest_change""]","Rosa's Liquors, Inc.",Rosa's Liquors,explicit_alcohol,[],[],False,False,,,"Rosa's Liquors, Inc.",licensee_entity,"{""licensee"": ""Rosa's Liquors, Inc.""}",
BLB-2021-10-28-c016,BLB-2021-10-28,https://www.boston.gov/sites/default/files/file/2021/10/Voting%20agenda%2010-28-21.pdf,238aa983d92dab83e35abc37c6ad2c5a502c5bbbf9023b7f3a90e36535e0d125,2021-10-28,5,5,13,"13. Ssp America Bos, LLC

   Doing business as: Wahlburgers
   Logan Airport 300 Terminal C East Boston, MA 02128
   License #: LB 410009
   Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages license has
   petitioned for change of Ownership Interest.

Granted",2021-10-28,2021-10-28,LB-410009,LB410009,LB410009,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-10-28-c016-ownership,ownership_interest,ownership_application_disposition,"[""ownership_interest_change""]","Ssp America Bos, LLC",Wahlburgers,explicit_alcohol,[],[],False,False,,,"Ssp America Bos, LLC",licensee_entity,"{""licensee"": ""Ssp America Bos, LLC""}",
BLB-2021-10-28-c017,BLB-2021-10-28,https://www.boston.gov/sites/default/files/file/2021/10/Voting%20agenda%2010-28-21.pdf,238aa983d92dab83e35abc37c6ad2c5a502c5bbbf9023b7f3a90e36535e0d125,2021-10-28,6,6,14,"14. Ssp America Bos, LLC

   Doing business as: Shojo
   300 Logan Airport Terminal C East Boston, MA 02128
   License #: LB 379141
   Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages license has
   petitioned for change of Ownership Interest.

Granted",2021-10-28,2021-10-28,LB-379141,LB379141,LB379141,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-10-28-c017-ownership,ownership_interest,ownership_application_disposition,"[""ownership_interest_change""]","Ssp America Bos, LLC",Shojo,explicit_alcohol,[],[],False,False,,,"Ssp America Bos, LLC",licensee_entity,"{""licensee"": ""Ssp America Bos, LLC""}",
BLB-2021-10-28-c018,BLB-2021-10-28,https://www.boston.gov/sites/default/files/file/2021/10/Voting%20agenda%2010-28-21.pdf,238aa983d92dab83e35abc37c6ad2c5a502c5bbbf9023b7f3a90e36535e0d125,2021-10-28,6,6,15,"15. Ssp America Bos, LLC

   Doing business as: Temazcal
   300 Logan Airport Terminal B East Boston, MA 02128
   License #: LB 390565
   Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages license has
   petitioned for change of Ownership Interest.

Granted",2021-10-28,2021-10-28,LB-390565,LB390565,LB390565,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-10-28-c018-ownership,ownership_interest,ownership_application_disposition,"[""ownership_interest_change""]","Ssp America Bos, LLC",Temazcal,explicit_alcohol,[],[],False,False,,,"Ssp America Bos, LLC",licensee_entity,"{""licensee"": ""Ssp America Bos, LLC""}",
BLB-2021-10-28-c033,BLB-2021-10-28,https://www.boston.gov/sites/default/files/file/2021/10/Voting%20agenda%2010-28-21.pdf,238aa983d92dab83e35abc37c6ad2c5a502c5bbbf9023b7f3a90e36535e0d125,2021-10-28,11,11,1,"1. Papantoniadis Pizza, Inc. d/b/a Stash’s Pizza has petitioned to change the
   owner/manager From: Gregory Papantoniadis To: Stavros Papantoniadis.

  Granted",2021-10-28,2021-10-28,,,,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""This item is in the Common Victualler changes section and does not state an alcohol license; no linkage to another alcohol record is assumed.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-10-28-c033-ownership,ownership_interest,ownership_application_disposition,"[""owner_manager_change""]","Papantoniadis Pizza, Inc.",Stash’s Pizza,common_victualler_no_alcohol_stated,"[{""name"": ""Gregory Papantoniadis"", ""role_as_stated"": ""owner/manager""}]","[{""name"": ""Stavros Papantoniadis"", ""role_as_stated"": ""owner/manager""}]",False,False,,,"Papantoniadis Pizza, Inc.",licensee_entity,"{""licensee"": ""Papantoniadis Pizza, Inc.""}",
BLB-2021-11-18-c010,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,4,4,10,"10. Rhubarb, Inc.

   Doing business as: O’BRIENS
   3 Harvard Ave., Allston, MA 02134
   License #: LB‑99094
   Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned for a
   change of Officers/Directors and a change of Stock. Lastly, has petitioned to change the
   manager of the licensed business – From: Frank Strenk Jr. To: Timothy Philbin.
   Attorney: Carolyn M. Conway

Granted",2021-11-18,2021-11-18,LB-99094,LB99094,LB99094,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c010-ownership,ownership_interest,ownership_application_disposition,"[""stock_interest_change""]","Rhubarb, Inc.",O’BRIENS,explicit_alcohol,[],[],False,False,,,"Rhubarb, Inc.",licensee_entity,"{""licensee"": ""Rhubarb, Inc.""}",
BLB-2021-11-18-c011,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,4,4,11,"11. Lansdowne Boston Restaurant, LLC

   Doing business as: HOUSE OF BLUES
   15 ‑ 41 Lansdowne Boston, MA 02215
   License #: LB‑99120
   Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
   change the manager of the licensed business‑ From P. Declan Mehigan To: Nick Byer.
   Lastly, has petitioned for a change of Ownership Interest.
   Attorney: Dennis Quilty, Esq.

Granted",2021-11-18,2021-11-18,LB-99120,LB99120,LB99120,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c011-ownership,ownership_interest,ownership_application_disposition,"[""ownership_interest_change""]","Lansdowne Boston Restaurant, LLC",HOUSE OF BLUES,explicit_alcohol,[],[],False,False,,,"Lansdowne Boston Restaurant, LLC",licensee_entity,"{""licensee"": ""Lansdowne Boston Restaurant, LLC""}",
BLB-2021-11-18-c012,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,5,5,12,"12. Malt LLC

    Doing business as: PICCO
    530 Tremont St., Boston, MA 02116
    License #: LB‑99648
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
    for a change of Ownership Interest.
    Attorney: Andrew F. Upton

Granted",2021-11-18,2021-11-18,LB-99648,LB99648,LB99648,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c012-ownership,ownership_interest,ownership_application_disposition,"[""ownership_interest_change""]",Malt LLC,PICCO,explicit_alcohol,[],[],False,False,,,Malt LLC,licensee_entity,"{""licensee"": ""Malt LLC""}",
BLB-2021-11-18-c019,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,8,8,19,"19. Y&Y Enterprises, Inc.

    Doing business as: THAI BASIL RESTAURANT
    132 Newbury St., Boston, MA 02116
    License #: LB‑99572
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned for
    a change of Officers/Directors/LLC Managers, a change of Ownership & Stock Interest.
    Secondly, has petitioned to change the manager of the licensed business – From: Yee Yang
    To: Settha Daranuwat. Lastly, has petitioned to Pledge the License and Stock to Yee Yang.
    Attorney: Andrew F. Upton

Granted",2021-11-18,2021-11-18,LB-99572,LB99572,LB99572,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c019-ownership,ownership_interest,ownership_application_disposition,"[""ownership_interest_change"", ""stock_interest_change""]","Y&Y Enterprises, Inc.",THAI BASIL RESTAURANT,explicit_alcohol,[],[],False,False,,,"Y&Y Enterprises, Inc.",licensee_entity,"{""licensee"": ""Y&Y Enterprises, Inc.""}",
BLB-2021-11-18-c030,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,11,11,3,"3. Flat Black Coffee Company Ltd., d/b/a Flat Black Coffee Company, 1170 Washington Street,
Dorchester, MA 02124 has petitioned to remove officer Jeffrey G. Chatlos, and secondly, has
petitioned to change the shared From: David House - 49 shared, Jeffrey G. Chatlos - 24.5 shares
and Jennifer House - 24.5 shares To: David House - 51 shares and Jennifer House - 49 shares.

Granted",2021-11-18,2021-11-18,,,,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""The printed typo 'shared' is retained in the quoted first share figure; share units are not converted into percentages."", ""This item is in the Common Victualler changes section and does not state an alcohol license; no linkage to another alcohol record is assumed.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c030-ownership,ownership_interest,ownership_application_disposition,"[""shareholding_change""]",Flat Black Coffee Company Ltd.,Flat Black Coffee Company,common_victualler_no_alcohol_stated,"[{""name"": ""David House"", ""shares_as_stated"": ""49 shared""}, {""name"": ""Jeffrey G. Chatlos"", ""shares_as_stated"": ""24.5 shares""}, {""name"": ""Jennifer House"", ""shares_as_stated"": ""24.5 shares""}]","[{""name"": ""David House"", ""shares_as_stated"": ""51 shares""}, {""name"": ""Jennifer House"", ""shares_as_stated"": ""49 shares""}]",False,False,,,Flat Black Coffee Company Ltd.,licensee_entity,"{""licensee"": ""Flat Black Coffee Company Ltd.""}",
BLB-2021-11-18-c031,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,11,11,4,"4. Raluca Inc., d/b/a Caffe Lil Italy, 178 Salem Street, Boston, MA 02113 has petitioned to
change the manager From: Cheryl Cervasio To: Lucretia Preda, and, secondly, has petitioned to
change the owner From: Carla Gomes To: Luretia Preda.

Granted",2021-11-18,2021-11-18,,,,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""Source spells the proposed manager 'Lucretia Preda' and proposed owner 'Luretia Preda'; the owner spelling is preserved rather than silently reconciled."", ""This item is in the Common Victualler changes section and does not state an alcohol license; no linkage to another alcohol record is assumed.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c031-ownership,ownership_interest,ownership_application_disposition,"[""owner_change""]",Raluca Inc.,Caffe Lil Italy,common_victualler_no_alcohol_stated,"[{""name"": ""Carla Gomes"", ""role_as_stated"": ""owner""}]","[{""name"": ""Luretia Preda"", ""role_as_stated"": ""owner""}]",False,False,,,Raluca Inc.,licensee_entity,"{""licensee"": ""Raluca Inc.""}",
BLB-2021-11-18-c032,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,12,12,5,"5. Athenian Enterprises, Inc. d/b/a Stash’s, 612 Blue Hill Avenue, Dorchester, MA 02121 has
petitioned to change the manager/owner From: Gregory Papantoniadis To: Stavros Papantoniadis

Granted",2021-11-18,2021-11-18,,,,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""This item is in the Common Victualler changes section and does not state an alcohol license; no linkage to another alcohol record is assumed.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c032-ownership,ownership_interest,ownership_application_disposition,"[""owner_manager_change""]","Athenian Enterprises, Inc.",Stash’s,common_victualler_no_alcohol_stated,"[{""name"": ""Gregory Papantoniadis"", ""role_as_stated"": ""manager/owner""}]","[{""name"": ""Stavros Papantoniadis"", ""role_as_stated"": ""manager/owner""}]",False,False,,,"Athenian Enterprises, Inc.",licensee_entity,"{""licensee"": ""Athenian Enterprises, Inc.""}",
BLB-2021-12-02-c017,BLB-2021-12-02,https://www.boston.gov/sites/default/files/file/2021/12/BLB%20Voting%20Agenda%2012-2-21.pdf,b65e9d88182f00b6d9963ddbff89fb8b7d3db9738d703bc1a5a4b091f880b1bd,2021-12-02,6,6,17,"17. Davisarrowsmith, Inc.

Doing business as: INDUSTRY
750 ‑ 754 Adams St., Dorchester, MA 02122
License #: LB‑99031
Holder of a Common Victualler 7‑Day All‑Alcoholic Beverages License has petitioned for a
change of Officers/Directors. Secondly, has petitioned for a change of Stock Interest. Lastly, has
petitioned to change the manager of the licensed business – From: Martin Davis To: David
Arrowsmith.
Attorney: Carolyn M Conway

Granted",2021-12-02,2021-12-02,LB-99031,LB99031,LB99031,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-12-02-c017-ownership,ownership_interest,ownership_application_disposition,"[""stock_interest_change""]","Davisarrowsmith, Inc.",INDUSTRY,explicit_alcohol,[],[],False,False,,,"Davisarrowsmith, Inc.",licensee_entity,"{""licensee"": ""Davisarrowsmith, Inc.""}",
BLB-2021-12-02-c033,BLB-2021-12-02,https://www.boston.gov/sites/default/files/file/2021/12/BLB%20Voting%20Agenda%2012-2-21.pdf,b65e9d88182f00b6d9963ddbff89fb8b7d3db9738d703bc1a5a4b091f880b1bd,2021-12-02,11,11,2,"2. Rosas Group, LLC, d/b/a La Casa De Pandebono, 271 Meridian Street, East Boston, MA
02128 has petitioned to remove officer Berta Rosas and Joan Gross, and, secondly, has petitioned
to change the shares From: Berta Rosas – 20 shares, Joan Gross – 39 shares and Manuel
Fernando Rosas 41shares To: Erin Rosas – 51 shares and Manuel Fernando Rosas – 49 shares.

Granted",2021-12-02,2021-12-02,,,,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""This item is in the Common Victualler changes section and does not state an alcohol license; no linkage to another alcohol record is assumed.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-12-02-c033-ownership,ownership_interest,ownership_application_disposition,"[""shareholding_change""]","Rosas Group, LLC",La Casa De Pandebono,common_victualler_no_alcohol_stated,"[{""name"": ""Berta Rosas"", ""shares_as_stated"": ""20 shares""}, {""name"": ""Joan Gross"", ""shares_as_stated"": ""39 shares""}, {""name"": ""Manuel Fernando Rosas"", ""shares_as_stated"": ""41shares""}]","[{""name"": ""Erin Rosas"", ""shares_as_stated"": ""51 shares""}, {""name"": ""Manuel Fernando Rosas"", ""shares_as_stated"": ""49 shares""}]",False,False,,,"Rosas Group, LLC",licensee_entity,"{""licensee"": ""Rosas Group, LLC""}",
BLB-2021-12-02-c034,BLB-2021-12-02,https://www.boston.gov/sites/default/files/file/2021/12/BLB%20Voting%20Agenda%2012-2-21.pdf,b65e9d88182f00b6d9963ddbff89fb8b7d3db9738d703bc1a5a4b091f880b1bd,2021-12-02,11,11,3,"3. TeaMoji, LLC d/b/a TeaMoji 3 North Beacon St, Allston, MA 02134. Has applied to change
the shares From - King Do 45 shares, Thu Huong Nguyen 45 shares & Wenting Ye 10 shares. To
- King Do 50 shares, Thu Huong Nguyen 50 shares & Wenting Ye 0 shares.

Granted",2021-12-02,2021-12-02,,,,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""This item is in the Common Victualler changes section and does not state an alcohol license; no linkage to another alcohol record is assumed.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-12-02-c034-ownership,ownership_interest,ownership_application_disposition,"[""shareholding_change""]","TeaMoji, LLC",TeaMoji,common_victualler_no_alcohol_stated,"[{""name"": ""King Do"", ""shares_as_stated"": ""45 shares""}, {""name"": ""Thu Huong Nguyen"", ""shares_as_stated"": ""45 shares""}, {""name"": ""Wenting Ye"", ""shares_as_stated"": ""10 shares""}]","[{""name"": ""King Do"", ""shares_as_stated"": ""50 shares""}, {""name"": ""Thu Huong Nguyen"", ""shares_as_stated"": ""50 shares""}, {""name"": ""Wenting Ye"", ""shares_as_stated"": ""0 shares""}]",False,False,,,"TeaMoji, LLC",licensee_entity,"{""licensee"": ""TeaMoji, LLC""}",
BLB-2021-12-16-c011,BLB-2021-12-16,https://www.boston.gov/sites/default/files/file/2021/12/Copy%20of%20Voting%20Agenda%20Dec%2016%202021.pdf,c3136520ba8be78cf7c7c5fbacd3acfa798156915be8de45fd25d2e5dd9af755,2021-12-16,4,4,5,"5. Luna's Restaurant, LLC

Doing business as: Luna's Restaurant
945 Saratoga St., East Boston, MA 02128
License #: LB‑349943
Holder of a Common Victualler 7 Day All‑Alcoholic (Neighborhood Restricted) Beverages
License has petitioned to change the Corporate Structure of the licensed business – From: Lunas
Restaurant LLC To: Lunas Restaurant Corporation.

Granted",2021-12-16,2021-12-16,LB-349943,LB349943,LB349943,granted,granted,Granted,True,True,False,"[""Board approval alone does not establish a completed equity transaction, current ownership/control, or private-equity sponsorship."", ""No shareholder/beneficial-owner names or ownership percentages are stated for this action; manager names are not substituted."", ""Entity-form conversion is explicit; no change of beneficial control is inferred.""]",reviewed_against_full_candidate_and_source_context,BLB-2021-12-16-c011-ownership,ownership_interest,ownership_application_disposition,"[""corporate_structure_change""]","Luna's Restaurant, LLC",Luna's Restaurant,explicit_alcohol,[],[],False,True,Lunas Restaurant LLC,Lunas Restaurant Corporation,"Luna's Restaurant, LLC",licensee_entity_form_conversion,"{""licensee"": ""Luna's Restaurant, LLC""}",Corporate Structure of the licensed business – From: Lunas Restaurant LLC To: Lunas Restaurant Corporation.
