candidate_id,source_id,source_url,source_sha256,archive_date,page_start,page_end,item_number,item_text,date,document_vote_date,license_number,license_num,normalized_license_num,outcome,disposition,outcome_text,board_granted_application,decision_bearing,completed_sale_verified,ambiguity_notes,review_status,event_id,event_type,action_subtype,transferor,transferor_dba,transferee,transferee_dba,from_address,to_address,pledge_recipient,parties,licensee,licensee_dba,collateral_as_stated
BLB-2021-04-29-c016,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,5,5,10,"10. Legal Sea Foods LLC
D/B/A: LEGAL TEST KITCHEN
  LOGAN AIRPORT F 2 TERMINAL A
  EAST BOSTON, MA 02128
  License #: LB-123506
  Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: LSF Logan Airport, LLC d/b/a
Legal Test Kitchen (at the same location). Leonardo F. Leite, Manager. Closing hour
2:00 AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust
Company.
  Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-123506,LB123506,LB123506,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c016-transfer,license_transfer,transfer_application_disposition,Legal Sea Foods LLC,LEGAL TEST KITCHEN,"LSF Logan Airport, LLC",Legal Test Kitchen,"LOGAN AIRPORT F 2 TERMINAL A EAST BOSTON, MA 02128","LOGAN AIRPORT F 2 TERMINAL A EAST BOSTON, MA 02128",,"{""transferor"": ""Legal Sea Foods LLC"", ""transferee"": ""LSF Logan Airport, LLC""}",,,
BLB-2021-04-29-c016,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,5,5,10,"10. Legal Sea Foods LLC
D/B/A: LEGAL TEST KITCHEN
  LOGAN AIRPORT F 2 TERMINAL A
  EAST BOSTON, MA 02128
  License #: LB-123506
  Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: LSF Logan Airport, LLC d/b/a
Legal Test Kitchen (at the same location). Leonardo F. Leite, Manager. Closing hour
2:00 AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust
Company.
  Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-123506,LB123506,LB123506,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c016-pledge,license_pledge,pledge_application_disposition,,,,,"LOGAN AIRPORT F 2 TERMINAL A EAST BOSTON, MA 02128",,Northern Bank & Trust Company,"{""licensee"": ""LSF Logan Airport, LLC"", ""pledge_recipient"": ""Northern Bank & Trust Company""}","LSF Logan Airport, LLC",Legal Test Kitchen,"[""license""]"
BLB-2021-04-29-c017,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,5,5,11,"11. Legal Sea Foods, LLC
D/B/A: Legal Sea Foods
  LOGAN AIRPORT, TERMINAL E
  EAST BOSTON, MA 02128
  License #: LB-318030
  Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: LSF Logan Airport, LLC d/b/a
Legal Sea Food (at the same location). Leonardo F. Leite, Manager. Closing hour 2:00
AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
  Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-318030,LB318030,LB318030,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c017-transfer,license_transfer,transfer_application_disposition,"Legal Sea Foods, LLC",Legal Sea Foods,"LSF Logan Airport, LLC",Legal Sea Food,"LOGAN AIRPORT, TERMINAL E EAST BOSTON, MA 02128","LOGAN AIRPORT, TERMINAL E EAST BOSTON, MA 02128",,"{""transferor"": ""Legal Sea Foods, LLC"", ""transferee"": ""LSF Logan Airport, LLC""}",,,
BLB-2021-04-29-c017,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,5,5,11,"11. Legal Sea Foods, LLC
D/B/A: Legal Sea Foods
  LOGAN AIRPORT, TERMINAL E
  EAST BOSTON, MA 02128
  License #: LB-318030
  Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: LSF Logan Airport, LLC d/b/a
Legal Sea Food (at the same location). Leonardo F. Leite, Manager. Closing hour 2:00
AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
  Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-318030,LB318030,LB318030,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c017-pledge,license_pledge,pledge_application_disposition,,,,,"LOGAN AIRPORT, TERMINAL E EAST BOSTON, MA 02128",,Northern Bank & Trust Company,"{""licensee"": ""LSF Logan Airport, LLC"", ""pledge_recipient"": ""Northern Bank & Trust Company""}","LSF Logan Airport, LLC",Legal Sea Food,"[""license""]"
BLB-2021-04-29-c018,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,5,5,12,"12. LEGAL SEA FOODS, LLC
D/B/A: LEGAL SEA FOODS
        LOGAN AIRPORT, TERMINAL C
  EAST BOSTON, MA 02128
  License #: LB-98873
  Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: LSF Logan Airport, LLC d/b/a
Legal Sea Foods (at the same location). Leonardo F. Leite, Manager. Closing hour 2:00
AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
  Attorney: Patricia L. Farnsworth
 Granted",2021-04-29,2021-04-29,LB-98873,LB98873,LB98873,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c018-transfer,license_transfer,transfer_application_disposition,"LEGAL SEA FOODS, LLC",LEGAL SEA FOODS,"LSF Logan Airport, LLC",Legal Sea Foods,"LOGAN AIRPORT, TERMINAL C EAST BOSTON, MA 02128","LOGAN AIRPORT, TERMINAL C EAST BOSTON, MA 02128",,"{""transferor"": ""LEGAL SEA FOODS, LLC"", ""transferee"": ""LSF Logan Airport, LLC""}",,,
BLB-2021-04-29-c018,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,5,5,12,"12. LEGAL SEA FOODS, LLC
D/B/A: LEGAL SEA FOODS
        LOGAN AIRPORT, TERMINAL C
  EAST BOSTON, MA 02128
  License #: LB-98873
  Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: LSF Logan Airport, LLC d/b/a
Legal Sea Foods (at the same location). Leonardo F. Leite, Manager. Closing hour 2:00
AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
  Attorney: Patricia L. Farnsworth
 Granted",2021-04-29,2021-04-29,LB-98873,LB98873,LB98873,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c018-pledge,license_pledge,pledge_application_disposition,,,,,"LOGAN AIRPORT, TERMINAL C EAST BOSTON, MA 02128",,Northern Bank & Trust Company,"{""licensee"": ""LSF Logan Airport, LLC"", ""pledge_recipient"": ""Northern Bank & Trust Company""}","LSF Logan Airport, LLC",Legal Sea Foods,"[""license""]"
BLB-2021-04-29-c019,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,5,6,13,"13. LEGAL SEA FOODS, LLC
D/B/A: LEGAL SEA FOODS
      LOGAN AIRPORT, TERMINAL B
  EAST BOSTON, MA 02128
  License #: LB-126408

  Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: LSF Logan Airport, LLC d/b/a
Legal Sea Foods (at the same location). Leonardo F. Leite, Manager. Closing hour 2:00
AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
  Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-126408,LB126408,LB126408,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c019-transfer,license_transfer,transfer_application_disposition,"LEGAL SEA FOODS, LLC",LEGAL SEA FOODS,"LSF Logan Airport, LLC",Legal Sea Foods,"LOGAN AIRPORT, TERMINAL B EAST BOSTON, MA 02128","LOGAN AIRPORT, TERMINAL B EAST BOSTON, MA 02128",,"{""transferor"": ""LEGAL SEA FOODS, LLC"", ""transferee"": ""LSF Logan Airport, LLC""}",,,
BLB-2021-04-29-c019,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,5,6,13,"13. LEGAL SEA FOODS, LLC
D/B/A: LEGAL SEA FOODS
      LOGAN AIRPORT, TERMINAL B
  EAST BOSTON, MA 02128
  License #: LB-126408

  Holder of an (Airport) Common Victualler 7 Day All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: LSF Logan Airport, LLC d/b/a
Legal Sea Foods (at the same location). Leonardo F. Leite, Manager. Closing hour 2:00
AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
  Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-126408,LB126408,LB126408,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c019-pledge,license_pledge,pledge_application_disposition,,,,,"LOGAN AIRPORT, TERMINAL B EAST BOSTON, MA 02128",,Northern Bank & Trust Company,"{""licensee"": ""LSF Logan Airport, LLC"", ""pledge_recipient"": ""Northern Bank & Trust Company""}","LSF Logan Airport, LLC",Legal Sea Foods,"[""license""]"
BLB-2021-04-29-c020,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,6,6,14,"14. LEGAL SEA FOODS, LLC
D/B/A: LEGAL HARBORSIDE
   270 NORTHERN AVE
   BOSTON, MA 02210
   License #: LB-99184
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above -To: LSF Harborside, LLC d/b/a Legal Sea Foods
(at the same location). Joanna K. ShalekBriski, Manager. Closing hour 2:00 AM.
Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
   Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-99184,LB99184,LB99184,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c020-transfer,license_transfer,transfer_application_disposition,"LEGAL SEA FOODS, LLC",LEGAL HARBORSIDE,"LSF Harborside, LLC",Legal Sea Foods,"270 NORTHERN AVE BOSTON, MA 02210","270 NORTHERN AVE BOSTON, MA 02210",,"{""transferor"": ""LEGAL SEA FOODS, LLC"", ""transferee"": ""LSF Harborside, LLC""}",,,
BLB-2021-04-29-c020,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,6,6,14,"14. LEGAL SEA FOODS, LLC
D/B/A: LEGAL HARBORSIDE
   270 NORTHERN AVE
   BOSTON, MA 02210
   License #: LB-99184
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above -To: LSF Harborside, LLC d/b/a Legal Sea Foods
(at the same location). Joanna K. ShalekBriski, Manager. Closing hour 2:00 AM.
Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
   Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-99184,LB99184,LB99184,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c020-pledge,license_pledge,pledge_application_disposition,,,,,"270 NORTHERN AVE BOSTON, MA 02210",,Northern Bank & Trust Company,"{""licensee"": ""LSF Harborside, LLC"", ""pledge_recipient"": ""Northern Bank & Trust Company""}","LSF Harborside, LLC",Legal Sea Foods,"[""license""]"
BLB-2021-04-29-c021,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,6,6,15,"15. LEGAL SEA FOODS, LLC
D/B/A: LEGAL SEA FOODS
   100 HUNTINGTON AVE
   BOSTON, MA 02116
   License #: LB-99091
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above - To: LSF Copley Square, LLC d/b/a Legal Sea
Foods (at the same location). Sean P. Donnelly, Manager. Closing hour 2:00 AM.
Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
   Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-99091,LB99091,LB99091,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c021-transfer,license_transfer,transfer_application_disposition,"LEGAL SEA FOODS, LLC",LEGAL SEA FOODS,"LSF Copley Square, LLC",Legal Sea Foods,"100 HUNTINGTON AVE BOSTON, MA 02116","100 HUNTINGTON AVE BOSTON, MA 02116",,"{""transferor"": ""LEGAL SEA FOODS, LLC"", ""transferee"": ""LSF Copley Square, LLC""}",,,
BLB-2021-04-29-c021,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,6,6,15,"15. LEGAL SEA FOODS, LLC
D/B/A: LEGAL SEA FOODS
   100 HUNTINGTON AVE
   BOSTON, MA 02116
   License #: LB-99091
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above - To: LSF Copley Square, LLC d/b/a Legal Sea
Foods (at the same location). Sean P. Donnelly, Manager. Closing hour 2:00 AM.
Secondly, has petitioned to Pledge the License to Northern Bank & Trust Company.
   Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-99091,LB99091,LB99091,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c021-pledge,license_pledge,pledge_application_disposition,,,,,"100 HUNTINGTON AVE BOSTON, MA 02116",,Northern Bank & Trust Company,"{""licensee"": ""LSF Copley Square, LLC"", ""pledge_recipient"": ""Northern Bank & Trust Company""}","LSF Copley Square, LLC",Legal Sea Foods,"[""license""]"
BLB-2021-04-29-c022,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,6,6,16,"16. LEGAL SEA FOODS, LLC
D/B/A: LEGAL SEA FOODS
   255 STATE ST
   BOSTON, MA 02109
   License #: LB-98916
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above - To: LSF Long Wharf, LLC d/b/a Legal Sea Foods
(at the same location). Thomas Lowry, Manager. Closing hour 2:00 AM. Secondly, has
petitioned to Pledge the License to Northern Bank & Trust Company.
   Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-98916,LB98916,LB98916,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c022-transfer,license_transfer,transfer_application_disposition,"LEGAL SEA FOODS, LLC",LEGAL SEA FOODS,"LSF Long Wharf, LLC",Legal Sea Foods,"255 STATE ST BOSTON, MA 02109","255 STATE ST BOSTON, MA 02109",,"{""transferor"": ""LEGAL SEA FOODS, LLC"", ""transferee"": ""LSF Long Wharf, LLC""}",,,
BLB-2021-04-29-c022,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,6,6,16,"16. LEGAL SEA FOODS, LLC
D/B/A: LEGAL SEA FOODS
   255 STATE ST
   BOSTON, MA 02109
   License #: LB-98916
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above - To: LSF Long Wharf, LLC d/b/a Legal Sea Foods
(at the same location). Thomas Lowry, Manager. Closing hour 2:00 AM. Secondly, has
petitioned to Pledge the License to Northern Bank & Trust Company.
   Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-98916,LB98916,LB98916,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c022-pledge,license_pledge,pledge_application_disposition,,,,,"255 STATE ST BOSTON, MA 02109",,Northern Bank & Trust Company,"{""licensee"": ""LSF Long Wharf, LLC"", ""pledge_recipient"": ""Northern Bank & Trust Company""}","LSF Long Wharf, LLC",Legal Sea Foods,"[""license""]"
BLB-2021-04-29-c023,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,6,7,17,"17. LEGAL SEA FOODS, LLC
D/B/A: LEGAL CROSSING or LX
   558 WASHINGTON ST
   BOSTON, MA 02111
   License #: LB-98915
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above - To: LSF Legal Crossing, LLC d/b/a Legal

Crossing or LX (at the same location). Maura Cavanaugh Daniel, Manager. Closing hour
2:00 AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust
Company.
  Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-98915,LB98915,LB98915,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c023-transfer,license_transfer,transfer_application_disposition,"LEGAL SEA FOODS, LLC",LEGAL CROSSING or LX,"LSF Legal Crossing, LLC",Legal Crossing or LX,"558 WASHINGTON ST BOSTON, MA 02111","558 WASHINGTON ST BOSTON, MA 02111",,"{""transferor"": ""LEGAL SEA FOODS, LLC"", ""transferee"": ""LSF Legal Crossing, LLC""}",,,
BLB-2021-04-29-c023,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,6,7,17,"17. LEGAL SEA FOODS, LLC
D/B/A: LEGAL CROSSING or LX
   558 WASHINGTON ST
   BOSTON, MA 02111
   License #: LB-98915
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above - To: LSF Legal Crossing, LLC d/b/a Legal

Crossing or LX (at the same location). Maura Cavanaugh Daniel, Manager. Closing hour
2:00 AM. Secondly, has petitioned to Pledge the License to Northern Bank & Trust
Company.
  Attorney: Patricia L. Farnsworth
Granted",2021-04-29,2021-04-29,LB-98915,LB98915,LB98915,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c023-pledge,license_pledge,pledge_application_disposition,,,,,"558 WASHINGTON ST BOSTON, MA 02111",,Northern Bank & Trust Company,"{""licensee"": ""LSF Legal Crossing, LLC"", ""pledge_recipient"": ""Northern Bank & Trust Company""}","LSF Legal Crossing, LLC",Legal Crossing or LX,"[""license""]"
BLB-2021-04-29-c024,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,7,7,18,"18. BKW PARTNERS, INC.
D/B/A: CONOR LARKIN'S
   329 HUNTINGTON AVE
   BOSTON, MA 02115
   License #: LB-99766
   Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs
License has petitioned to transfer the license and the location from the above – To:
Teetotal, LLC d/b/a Beacon Hill Books & Cafe 71 Charles Street Boston, MA, 02114.
The premises consist of one large room on ground floor comprised of café space with
dining area and banquet seating (30), service counter and kitchen located in rear (3,822
sf), and annual outdoor patio located on private property at rear of the building with
seating for approximately 15 patrons. Indoor and outdoor closing hour 10:00 PM. Melissa
Fetter, Manager.
   Attorney: Dennis A. Quilty
Granted",2021-04-29,2021-04-29,LB-99766,LB99766,LB99766,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c024-transfer,license_transfer,transfer_application_disposition,"BKW PARTNERS, INC.",CONOR LARKIN'S,"Teetotal, LLC",Beacon Hill Books & Cafe,"329 HUNTINGTON AVE BOSTON, MA 02115","71 Charles Street Boston, MA, 02114",,"{""transferor"": ""BKW PARTNERS, INC."", ""transferee"": ""Teetotal, LLC""}",,,
BLB-2021-04-29-c025,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,7,7,19,"19. KERASOTES SHOWPLACE THEATRES,LLC
D/B/A: SHOWPLACE ICON
   0 BLOCK C SEAPORT SQ (60 Seaport Blvd)
   BOSTON, MA 02210
   License #: LB-98958
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above - To: Theater License Holding LLC (at the same
location). Richard A. Marks, Manager. Closing hour 2:00 AM.
   Attorney: Dennis A. Quilty
Granted",2021-04-29,2021-04-29,LB-98958,LB98958,LB98958,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c025-transfer,license_transfer,transfer_application_disposition,"KERASOTES SHOWPLACE THEATRES,LLC",SHOWPLACE ICON,Theater License Holding LLC,,"0 BLOCK C SEAPORT SQ (60 Seaport Blvd) BOSTON, MA 02210","0 BLOCK C SEAPORT SQ (60 Seaport Blvd) BOSTON, MA 02210",,"{""transferor"": ""KERASOTES SHOWPLACE THEATRES,LLC"", ""transferee"": ""Theater License Holding LLC""}",,,
BLB-2021-04-29-c026,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,7,7,20,"20. PAINTED HOUSE LLC
D/B/A: WONDER BAR
   178 188 HARVARD AVE
   ALLSTON, MA 02134
   License #: LB-99093
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license from the above - To: 186 Harvard Ave Bar LLC d/b/a HAN (at the
same location). Henry Wong, Manager. Closing hour 2:00 AM.
   Attorney: Dennis A. Quilty
Granted",2021-04-29,2021-04-29,LB-99093,LB99093,LB99093,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c026-transfer,license_transfer,transfer_application_disposition,PAINTED HOUSE LLC,WONDER BAR,186 Harvard Ave Bar LLC,HAN,"178 188 HARVARD AVE ALLSTON, MA 02134","178 188 HARVARD AVE ALLSTON, MA 02134",,"{""transferor"": ""PAINTED HOUSE LLC"", ""transferee"": ""186 Harvard Ave Bar LLC""}",,,
BLB-2021-04-29-c027,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,7,8,21,"21. BOSTON CULINARY GROUP, INC.
D/B/A: CENTERPLATE
  290 NORTHERN AVE
  BOSTON, MA 02210
  License #: LB-99522
  Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs

      License has petitioned to transfer the license and the location from the above – To: The
      Balance Patch 1031, Inc. d/b/a Balance Patch; 1031 Commonwealth Avenue Boston,
      MA, 02215. The premises consist of one large room on ground floor with video game
      stations, dining and café area with kitchen and bar, storage and office space, restrooms in
      hear; separate event space and three private gaming rooms. Total sf 6,357 with a seating
      capacity of 112. Closing hour 2:00 AM. Peter Lind, Manager.
         Attorney: Dennis A. Quilty
      Granted",2021-04-29,2021-04-29,LB-99522,LB99522,LB99522,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c027-transfer,license_transfer,transfer_application_disposition,"BOSTON CULINARY GROUP, INC.",CENTERPLATE,"The Balance Patch 1031, Inc.",Balance Patch,"290 NORTHERN AVE BOSTON, MA 02210","1031 Commonwealth Avenue Boston, MA, 02215",,"{""transferor"": ""BOSTON CULINARY GROUP, INC."", ""transferee"": ""The Balance Patch 1031, Inc.""}",,,
BLB-2021-05-06-c006,BLB-2021-05-06,https://www.boston.gov/sites/default/files/file/2021/05/Board%27s%20Voting%20Agenda%205.6.21_0.pdf,42745310e43ed14a61babd15ed8043d2e6a037eac8565c9c8b44a15c2de5b9b2,2021-05-06,2,2,5,"5. CALLEJAS, INC.
          D/B/A: LA HACIENDA
         144 150 MERIDIAN ST
         EAST BOSTON, MA 02128
         License #: LB-98894
         Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
      to transfer the license from the above- To: AM Callejas LLC d/b/a La Hacienda
      Restaurant & Bar (at the same location). Aldo A Callejas, Manager. 2:00 AM Closing
      Hour.
         Attorney: John S. Day
Granted",2021-05-06,2021-05-06,LB-98894,LB98894,LB98894,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-05-06-c006-transfer,license_transfer,transfer_application_disposition,"CALLEJAS, INC.",LA HACIENDA,AM Callejas LLC,La Hacienda Restaurant & Bar,"144 150 MERIDIAN ST EAST BOSTON, MA 02128","144 150 MERIDIAN ST EAST BOSTON, MA 02128",,"{""transferor"": ""CALLEJAS, INC."", ""transferee"": ""AM Callejas LLC""}",,,
