entity_key,ohio_entity_number,legal_name,snow_export_member,discovery_channel,reported_epstein_role_or_claim,primary_document_id,primary_filing_date,primary_review_state,confirmed_epstein_capacity,terminal_action,next_action,evidence_refs,notes
OH:720360,720360,"FORMAN FARMS, INC.",yes,snow_agent_date_cohort_review,None; candidate reviewed to test for Epstein officer presence,G532_1054,1988-12-28,primary_confirmed_bounded_negative,,dissolved,property_recorder_search,OH-SOS:720360:G343_0224;OH-SOS:720360:G532_1054;FINDING:14586,"Complete current live exact-charter history reviewed: two packets, 13 pages. Epstein and Wexner absent; no merger. This does not cover extrinsic property or archival records."
OH:720362,720362,SAREN INVESTMENTS INCORPORATED,yes,snow_agent_date_cohort_review,None; candidate reviewed to test for Epstein officer presence,G532_1216,1988-12-28,primary_confirmed_bounded_negative,,dissolved,property_recorder_search,OH-SOS:720362:G343_0238;OH-SOS:720362:G532_1216;FINDING:14586;OH-SOS:728764:G532_0974,"Complete current live exact-charter history reviewed: two packets, 13 pages. Epstein and Wexner absent; no merger. This does not cover extrinsic property or archival records. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:720363,720363,TANDEM INVESTMENTS INCORPORATED,yes,snow_agent_date_cohort_review,None; candidate reviewed to test for Epstein officer presence,G532_1222,1988-12-28,primary_confirmed_bounded_negative,,dissolved,property_recorder_search,OH-SOS:720363:G343_0245;OH-SOS:720363:G532_1222;FINDING:14586;OH-SOS:728764:G532_0974,"Complete current live exact-charter history reviewed: two packets, 13 pages. Epstein and Wexner absent; no merger. This does not cover extrinsic property or archival records. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:720365,720365,"VILLAGE ACRES, INC.",yes,snow_agent_date_cohort_review,None; candidate reviewed to test for Epstein officer presence,G532_1240,1988-12-28,primary_confirmed_bounded_negative,,dissolved,property_recorder_search,OH-SOS:720365:G343_0259;OH-SOS:720365:G532_1240;FINDING:14586;OH-SOS:728764:G532_0974,"Complete current live exact-charter history reviewed: two packets, 13 pages. Epstein and Wexner absent; no merger. This does not cover extrinsic property or archival records. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:724612,724612,Bluffton Holding Corporation,yes,full_cohort_exact_history_audit,No Epstein officer role in reviewed articles/MEX; New Albany Company return-address clue,5422_1200,1995-12-29,primary_articles_and_mex_status_reviewed_survivor_unresolved,,merged_out,obtain merger agreement or survivor-side filing; request unavailable 1993 rows; search official Franklin recorder name index,OH-SOS:724612:G379_0198;OH-SOS:724612:5422_1200;FINDING:14585,The return recipient is not proof of ownership or survivor status. The three-page status packet names no other constituent.
OH:724613,724613,Diamond Development Company,yes,full_cohort_exact_history_audit,No Epstein or Wexner role in reviewed articles/dissolution,G532_1024,1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official Franklin recorder party-name index; identify unnamed sole shareholder through contemporaneous primary records,OH-SOS:724613:G379_0205;OH-SOS:724613:G532_1024;FINDING:14585;OH-SOS:728764:G532_0974,"Packet-level absence is bounded; no-personal-property affidavit does not address real property. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:724614,724614,"Doncaster Development, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in reviewed articles/dissolution,G532_1030,1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official Franklin recorder party-name index; identify unnamed sole shareholder through contemporaneous primary records,OH-SOS:724614:G379_0211;OH-SOS:724614:G532_1030;FINDING:14585;OH-SOS:728764:G532_0974,"Packet-level absence is bounded; no-personal-property affidavit does not address real property. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:724616,724616,"Farmington Developers, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in reviewed articles/dissolution,G532_1042,1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official Franklin recorder party-name index; identify unnamed sole shareholder through contemporaneous primary records,OH-SOS:724616:G379_0223;OH-SOS:724616:G532_1042;FINDING:14585;OH-SOS:728764:G532_0974,"Packet-level absence is bounded; no-personal-property affidavit does not address real property. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:724619,724619,Melleric Corporation,yes,full_cohort_exact_history_audit,No Epstein or Wexner role in reviewed articles/dissolution,G532_1138,1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official Franklin recorder party-name index; identify unnamed sole shareholder through contemporaneous primary records,OH-SOS:724619:G379_0241;OH-SOS:724619:G532_1138;FINDING:14585;OH-SOS:728764:G532_0974,"Packet-level absence is bounded; no-personal-property affidavit does not address real property. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:724621,724621,Union Holding Corporation,yes,full_cohort_exact_history_audit,No Epstein officer role in reviewed articles/MEX; New Albany Company return-address clue,5422_1206,1995-12-29,primary_articles_and_mex_status_reviewed_survivor_unresolved,,merged_out,obtain merger agreement or survivor-side filing; request unavailable 1993 rows; search official Franklin recorder name index,OH-SOS:724621:G379_0253;OH-SOS:724621:5422_1206;FINDING:14585,The return recipient is not proof of ownership or survivor status. The three-page status packet names no other constituent.
OH:731360,731360,Jetner Corporation,yes,full_cohort_exact_history_audit,No Epstein or Wexner role in reviewed articles/dissolution,G532_1114,1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official Franklin recorder party-name index; identify unnamed sole shareholder through contemporaneous primary records,OH-SOS:731360:G456_0331;OH-SOS:731360:G532_1114;FINDING:14587;OH-SOS:728764:G532_0974,"Packet-level absence is bounded; no-personal-property affidavit does not address real property. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:731361,731361,"Mentin Products, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in reviewed articles/dissolution,G532_1144,1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official Franklin recorder party-name index; identify unnamed sole shareholder through contemporaneous primary records,OH-SOS:731361:G456_0338;OH-SOS:731361:G532_1144;FINDING:14587;OH-SOS:728764:G532_0974,"Packet-level absence is bounded; no-personal-property affidavit does not address real property. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:731362,731362,Chatten Marketing Company,yes,full_cohort_exact_history_audit,No Epstein or Wexner role in reviewed articles/dissolution,G532_1006,1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official Franklin recorder party-name index; identify unnamed sole shareholder through contemporaneous primary records,OH-SOS:731362:G456_0344;OH-SOS:731362:G532_1006;FINDING:14587;OH-SOS:728764:G532_0974,"All six out-of-order microfilm pages were reviewed. Packet-level absence is bounded; no-personal-property affidavit does not address real property. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:731363,731363,Fantel Products Company,yes,full_cohort_exact_history_audit,No Epstein or Wexner role in reviewed articles/dissolution,G532_1036,1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official Franklin recorder party-name index; identify unnamed sole shareholder through contemporaneous primary records,OH-SOS:731363:G456_0350;OH-SOS:731363:G532_1036;FINDING:14587;OH-SOS:728764:G532_0974,"Packet-level absence is bounded; no-personal-property affidavit does not address real property. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:731365,731365,"Indico Investments, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in reviewed articles/dissolution,G532_1102,1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,prioritize official Franklin recorder party-name search; identify unnamed sole shareholder through contemporaneous primary records,OH-SOS:731365:G456_0362;OH-SOS:731365:G532_1102;FINDING:14587;OH-SOS:728764:G532_0974,"Investments is a name signal only. Packet-level absence is bounded; no-personal-property affidavit does not address real property. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:686610,686610,"London Kitchens, Inc.",yes,full_exact_history_audit,No Epstein or Wexner role in available articles,G015_1204,1986-10-09,primary_available_articles_reviewed_terminal_image_unavailable,,cancelled_tax_department,request unavailable cancellation record; search official Franklin recorder under exact name,OH-SOS:686610:G015_1204;OH-SOS:686610:000000061029;FINDING:14588,Snow appears only as agent; cancellation row has no image.
OH:706947,706947,"London Kitchens Insurance Agency, Inc.",yes,full_exact_history_audit,No Epstein or Wexner role in complete exact-charter packets,G636_0276,1989-05-31,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official Franklin recorder for 3910 Groves Road and exact corporate name,OH-SOS:706947:G222_0344;OH-SOS:706947:G636_0276;FINDING:14588,Parker was sole incorporator; Snow appears only as statutory agent.
OH:785297,785297,First Columbus Land Company,yes,full_exact_history_audit,No Epstein or Wexner role in available formation packet,H016_0917,1990-11-28,primary_available_articles_reviewed_two_later_images_unavailable,,cancelled_tax_department,high-priority official Franklin recorder/auditor exact-name search; request unavailable later records,OH-SOS:785297:H016_0917;OH-SOS:785297:000000695996;OH-SOS:785297:000000695997;FINDING:14588,Land-name signal is a lead only; Snow appears only as original agent.
OH:993710,993710,BREWHO! LLC,yes,full_exact_history_audit,Unable to assess; sole organization filing image unavailable,6162_0568,1997-10-07,portal_history_enumerated_primary_image_unavailable_http_404,,active,request certified organization record before any person or property assessment,OH-SOS:993710:6162_0568;FINDING:14588,Do not code an Epstein/Wexner negative from unavailable primary content.
OH:713924,713924,"Oakfield Enterprises, Inc.",yes,full_cohort_audit,No Epstein officer or director role in the complete live filing history,G532_1168,1988-12-28,primary_complete_negative,,dissolved,search recorder and auditor indexes under the exact name and punctuation variants; preserve the pre-dissolution cutoff,OH-SOS:713924:G288_0306;OH-SOS:713924:G532_1168;FINDING:14589;OH-SOS:728764:G532_0974,"No Wexner role appears either. The unnamed sole shareholder and no-personal-property affidavit do not establish ownership or absence of real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:713926,713926,"Wildwood Acres, Inc.",yes,full_cohort_audit,No Epstein officer or director role in the complete live filing history,G532_1252,1988-12-28,primary_complete_negative,,dissolved,search recorder and auditor indexes under the exact name and punctuation variants; preserve the pre-dissolution cutoff,OH-SOS:713926:G288_0318;OH-SOS:713926:G532_1252;FINDING:14589;OH-SOS:728764:G532_0974,"No Wexner role appears either. The separately labeled directors were Schwartz, Warren, and Rubenstein; the sole shareholder was unnamed. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:733246,733246,Cristah Corporation,yes,full_cohort_audit,No Epstein officer or director role in the complete live filing history,G532_1018,1988-12-28,primary_complete_negative,,dissolved,search recorder and auditor indexes under CRISTAH CORPORATION and punctuation variants; treat Cristah Development Corporation only as an unverified noisy search string,OH-SOS:733246:G472_1825;OH-SOS:733246:G532_1018;FINDING:14589;OH-SOS:728764:G532_0974,"No Wexner role appears either. The primary packets and export agree on CRISTAH CORPORATION; the sole shareholder was unnamed. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:733247,733247,Rettlin Investment Company,yes,full_cohort_audit,No Epstein officer or director role in the complete live filing history,G532_1198,1988-12-28,primary_complete_negative,,dissolved,search recorder and auditor indexes under RETTLIN INVESTMENT COMPANY and punctuation variants; treat Rettlin Investment Corporation only as an unverified noisy search string,OH-SOS:733247:G472_1832;OH-SOS:733247:G532_1198;FINDING:14589;OH-SOS:728764:G532_0974,"No Wexner role appears either. The primary packets and export agree on RETTLIN INVESTMENT COMPANY; the sole shareholder was unnamed. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:728763,728763,Wheaton Company,yes,full_cohort_audit_and_explicit_dissolution_batch,No Epstein officer role in the complete live filing history,G532_1246,1988-12-28,primary_complete_negative,,dissolved,search county recorder/auditor indexes under exact name and variants; preserve pre-dissolution cutoff,OH-SOS:728763:G423_1517;OH-SOS:728763:G532_1246;OH-SOS:728764:G532_0974;FINDING:14590,"No Wexner role either. Argotron page 7 proves a common filing batch, not ownership. The unnamed sole shareholder and no-personal-property affidavit do not establish ownership or absence of real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:728764,728764,Argotron Corporation,yes,full_cohort_audit_and_explicit_dissolution_batch,No Epstein officer role in the complete live filing history,G532_0974,1988-12-28,primary_complete_negative,,dissolved,search county recorder/auditor indexes under exact name and variants; preserve pre-dissolution cutoff; use page 7 to prioritize remaining batch entities,OH-SOS:728764:G423_1524;OH-SOS:728764:G532_0974;FINDING:14590,"No Wexner role either. Page 7 proves a 46-corporation filing batch, not ownership. The unnamed sole shareholder and no-personal-property affidavit do not establish ownership or absence of real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:728766,728766,Mackinaw Marketing Co.,yes,full_cohort_audit_and_explicit_dissolution_batch,No Epstein officer role in the complete live filing history,G532_1126,1988-12-28,primary_complete_negative,,dissolved,search county recorder/auditor indexes under exact name and variants; preserve pre-dissolution cutoff,OH-SOS:728766:G423_1536;OH-SOS:728766:G532_1126;OH-SOS:728764:G532_0974;FINDING:14590,"No Wexner role either. Argotron page 7 proves a common filing batch, not ownership. The unnamed sole shareholder and no-personal-property affidavit do not establish ownership or absence of real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:728768,728768,"Scripton Products, Inc.",yes,full_cohort_audit_and_explicit_dissolution_batch,No Epstein officer role in the complete live filing history,G532_1228,1988-12-28,primary_complete_negative,,dissolved,search county recorder/auditor indexes under exact name and variants; preserve pre-dissolution cutoff,OH-SOS:728768:G423_1548;OH-SOS:728768:G532_1228;OH-SOS:728764:G532_0974;FINDING:14590,"No Wexner role either. Argotron page 7 proves a common filing batch, not ownership. The unnamed sole shareholder and no-personal-property affidavit do not establish ownership or absence of real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:364648,364648,"Urban Improvement of Columbus, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in 28 available pages; four live rows and one embedded resignation instrument remain unavailable,B521_2010;E233_1442;G266_1966;G575_1397;G575_1401;G575_1404;9458_0560;199831801417;199907400518,1967-09-21 to 1999-03-15,primary_available_history_negative_with_source_gaps,,permanently_cancelled,search official Franklin County recorder/auditor indexes; identify the club/property behind the 1967 and 1989 purposes; obtain four no-image rows and the failed resignation page,OH-SOS:364648:B521_2010;OH-SOS:364648:E233_1442;OH-SOS:364648:000000132619;OH-SOS:364648:000000132620;OH-SOS:364648:G266_1966;OH-SOS:364648:G575_1401;OH-SOS:364648:G575_1404;OH-SOS:364648:G575_1397;OH-SOS:364648:000000132621;OH-SOS:364648:9458_0560;OH-SOS:364648:199831801417;OH-SOS:364648:199907400518;OH-SOS:364648:PERMCAN;FINDING:14591,"Snow's reviewed role is statutory agent only. The explicit property-holding purpose is a property lead, not evidence of a particular parcel or Wexner/Epstein relationship."
OH:713613,713613,"Blacksheep Farms, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in 14 available pages; Snow is expressly secretary and agent in 1993,G285_0677;H703_1584;5422_1221,1987-12-07 to 1995-12-29,primary_available_history_negative_survivor_unresolved,,merged_out,obtain merger agreement or reciprocal survivor-side filing; search recorder instruments for successor-by-merger language; request the two unavailable continued-existence rows,OH-SOS:713613:G285_0677;OH-SOS:713613:000000077412;OH-SOS:713613:H703_1584;OH-SOS:713613:000000077413;OH-SOS:713613:5422_1221;FINDING:14592,"The New Albany Company return recipient is not ownership, constituent, or survivor proof. The farm name is a property lead only; no parcel appears."
OH:769248,769248,Wesleyan Conservation Corp.,yes,full_cohort_exact_history_audit,No Jeffrey Epstein or Wexner role in 11 available pages; Jeffrey J. Smith is the named vice president and secretary in 1994,G825_1992;4132_0290,1990-03-21 to 1994-05-17,primary_available_history_negative_with_two_unavailable_rows,,active,search official Franklin County recorder/auditor indexes and conservation-easement records; resolve Jeffrey J. Smith against canonical identities; request two unavailable 1993 rows,OH-SOS:769248:G825_1992;OH-SOS:769248:000000400892;OH-SOS:769248:000000400893;OH-SOS:769248:4132_0290;FINDING:14592,"Snow is the incoming statutory agent, not the officer who signed. The entity name does not establish ownership of conservation land."
OH:713548,713548,"Architonics, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history,G284_0971;G774_0107;G805_0277,1987-12-07 to 1989-12-29,primary_full_history_merger_and_dissolution_no_epstein_role,,survived_merger_then_dissolved,"retrieve instruments 198712080212780, 198912280188790, and 198912290189094; compare legal descriptions against all 23 predecessors and code merger language only if express",OH-SOS:713548:G284_0971;OH-SOS:713548:G774_0107;OH-SOS:713548:G805_0277;FINDING:14558;FINDING:14593;FINDING:14602,The company survived 23 predecessors for seven days. The dissolution names an unnamed sole shareholder and no final asset recipient. Official recorder index hits now establish a pre-merger acquisition and two post-merger New Albany Co. conveyances; deed contents remain pending.
OH:713839,713839,"Plain Designs, Incorporated",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in the complete exact-charter history,G287_0729;G532_1174,1987-12-10 to 1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official county recorder/auditor indexes under the exact name; identify the unnamed sole shareholder only through primary records,OH-SOS:713839:G287_0729;OH-SOS:713839:G532_1174;FINDING:14574;OH-SOS:728764:G532_0974,"Snow was incorporator/original agent and later secretary; Schwartz and Rubenstein were officers. Shared counsel and templates do not establish ownership. The no-personal-property affidavit does not address real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:713840,713840,"Hareck Enterprises, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in the complete exact-charter history,G287_0735;G532_1090,1987-12-10 to 1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official county recorder/auditor indexes under the exact name; identify the unnamed sole shareholder only through primary records,OH-SOS:713840:G287_0735;OH-SOS:713840:G532_1090;FINDING:14574;OH-SOS:728764:G532_0974,"Snow was incorporator/original agent and later secretary; Schwartz and Rubenstein were officers. Shared counsel and templates do not establish ownership. The no-personal-property affidavit does not address real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:713841,713841,"Maplegrove Properties, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in the complete exact-charter history,G287_0741;G532_1132,1987-12-10 to 1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official county recorder/auditor indexes under the exact name; identify the unnamed sole shareholder only through primary records,OH-SOS:713841:G287_0741;OH-SOS:713841:G532_1132;FINDING:14574;OH-SOS:728764:G532_0974,"Snow was incorporator/original agent and later secretary; Schwartz and Rubenstein were officers. Shared counsel and templates do not establish ownership. The no-personal-property affidavit does not address real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:713842,713842,"Redwood Stables, Inc.",yes,full_cohort_exact_history_audit,No Epstein or Wexner role in the complete exact-charter history,G287_0747;G532_1192,1987-12-10 to 1988-12-28,primary_articles_and_dissolution_reviewed_no_epstein_role,,dissolved,search official county recorder/auditor indexes under the exact name; identify the unnamed sole shareholder only through primary records,OH-SOS:713842:G287_0747;OH-SOS:713842:G532_1192;FINDING:14574;OH-SOS:728764:G532_0974,"Snow was incorporator/original agent and later secretary; Schwartz and Rubenstein were officers. Shared counsel and templates do not establish ownership. The no-personal-property affidavit does not address real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
OH:713925,713925,"Snowberry Hills, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G288_0312;G774_0107;G774_0167,1987-12-07 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Snowberry through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:713925:G288_0312;OH-SOS:713548:G774_0107;OH-SOS:713925:G774_0167;FINDING:14558;FINDING:14594,Snow is confirmed as incorporator/original agent and merger-date secretary; Rubenstein is merger-date vice president. Those capacities and the common administrative pattern do not identify the beneficial owner.
OH:713843,713843,"Briarpatch Fields, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G287_0753;G774_0107;G774_0119,1987-12-10 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Briarpatch through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:713843:G287_0753;OH-SOS:713548:G774_0107;OH-SOS:713843:G774_0119;FINDING:14558;FINDING:14594,The party-specific stub confirms MEX status but does not name Architonics; the substantive agreement supplies the survivor edge. Fields is a property lead only.
OH:713838,713838,"Candleberry Cove, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G287_0722;G774_0107;G774_0125,1987-12-10 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Candleberry through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:713838:G287_0722;OH-SOS:713548:G774_0107;OH-SOS:713838:G774_0125;FINDING:14558;FINDING:14594,"The Len Loraditch cover is administrative/counsel evidence only. Snow's officer and agent capacities do not establish ownership, and Cove is only a property-search signal."
OH:713922,713922,"Frontier Traders, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G288_0294;G774_0107;G774_0137,1987-12-11 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Frontier through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:713922:G288_0294;OH-SOS:713548:G774_0107;OH-SOS:713922:G774_0137;FINDING:14558;FINDING:14594,All exact-charter pages are available and reviewed. The negative is bounded to corporate filings and the merger packet; it does not cover unfiled or beneficial interests.
OH:713923,713923,"Kitzmiller Properties, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G288_0300;G774_0107;G774_0143,1987-12-11 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Kitzmiller through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:713923:G288_0300;OH-SOS:713548:G774_0107;OH-SOS:713923:G774_0143;FINDING:14558;FINDING:14594,Properties in the name is not proof of title. The merger agreement transfers any property to Architonics but identifies no parcel or beneficial owner.
OH:710873,710873,"Blacklick Properties, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G290_1418;G774_0107;G774_0116,1987-12-14 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Blacklick through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:710873:G290_1418;OH-SOS:713548:G774_0107;OH-SOS:710873:G774_0116;FINDING:14558;FINDING:14594,Blacklick/Properties is a strong search signal but not title evidence. The party-specific stub independently proves MEX status only; G774_0107 supplies the survivor.
OH:720364,720364,Villa Development Corp.,yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G343_0252;G774_0107;G774_0182,1988-03-09 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Villa Development Corp. through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:720364:G343_0252;OH-SOS:713548:G774_0107;OH-SOS:720364:G774_0182;FINDING:14598,"Snow is confirmed as incorporator/original agent and merger-date secretary; Rubenstein is merger-date vice president. Those capacities, common counsel, dates, and templates do not identify the beneficial owner. The party-specific stub confirms MEX status but not the survivor."
OH:724615,724615,Donner Development Company,yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G379_0217;G774_0107;G774_0134,1988-05-13 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Donner Development Company through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:724615:G379_0217;OH-SOS:713548:G774_0107;OH-SOS:724615:G774_0134;FINDING:14598,"Snow is confirmed as incorporator/original agent and merger-date secretary; Rubenstein is merger-date vice president. Those capacities, common counsel, dates, and templates do not identify the beneficial owner. The party-specific stub confirms MEX status but not the survivor."
OH:724620,724620,"Summit Holding, Inc.",yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G379_0247;G774_0107;G774_0173,1988-05-13 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,"search recorder/auditor under Summit Holding, Inc. through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records",OH-SOS:724620:G379_0247;OH-SOS:713548:G774_0107;OH-SOS:724620:G774_0173;FINDING:14598,"Snow is confirmed as incorporator/original agent and merger-date secretary; Rubenstein is merger-date vice president. Those capacities, common counsel, dates, and templates do not identify the beneficial owner. The party-specific stub confirms MEX status but not the survivor."
OH:728765,728765,Currant Corporation,yes,full_cohort_exact_history_and_merger_audit,No Epstein or Wexner role in the complete exact-charter history or substantive Architonics merger instrument,G423_1530;G774_0107;G774_0131,1988-07-15 to 1989-12-22,primary_complete_exact_history_and_merger_negative,,merged_out,search recorder/auditor under Currant Corporation through 1989-12-22 and Architonics afterward; trace the unnamed sole shareholder only through additional primary records,OH-SOS:728765:G423_1530;OH-SOS:713548:G774_0107;OH-SOS:728765:G774_0131;FINDING:14598,"Snow is confirmed as incorporator/original agent and merger-date secretary; Rubenstein is merger-date vice president. Those capacities, common counsel, dates, and templates do not identify the beneficial owner. The party-specific stub confirms MEX status but not the survivor."
