charter_num,business_name,filing_type,filing_date,document_id,img_status,image_url,acquisition_note
689664,"BREWER FARMS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1986-12-02,G043_1710,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G043_1710,"All 8 pages visually reviewed; Hatfield incorporator and CT Corporation System original agent; no officer, director, shareholder, parcel, Epstein, or Wexner."
689664,"BREWER FARMS, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-12-17,G296_1205,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G296_1205,"All 3 pages visually reviewed; Snow succeeds CT Corporation System; Coppel signs, but his exact corporate capacity is illegible; no Epstein or Wexner."
689664,"BREWER FARMS, INC.",MERGED OUT OF EXISTENCE,1987-12-31,G313_0675,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G313_0675,"All 3 pages visually reviewed; MEX status confirmed; packet names no survivor, other constituent, officer, shareholder, parcel, Epstein, or Wexner."
689663,"CARLISLE MEADOWS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1986-12-02,G043_1702,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G043_1702,All 8 pages visually reviewed; Hatfield incorporator and CT original agent; no officer director shareholder parcel Epstein or Wexner
689663,"CARLISLE MEADOWS, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-12-17,G296_1208,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G296_1208,All 4 pages visually reviewed; Snow succeeds CT and Coppel signs as secretary; no Epstein or Wexner
689663,"CARLISLE MEADOWS, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_0994,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_0994,All 6 pages visually reviewed; voluntary dissolution and sole shareholder unnamed; no merger survivor parcel asset recipient Epstein or Wexner
689666,"CENTRAL FALLS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1986-12-02,G043_1726,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G043_1726,"All 8 pages visually reviewed; Hatfield incorporator and CT Corporation System original agent; no officer, director, shareholder, parcel, Epstein, or Wexner."
689666,"CENTRAL FALLS, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-12-17,G296_1211,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G296_1211,"All 3 pages visually reviewed; Snow succeeds CT Corporation System; Coppel signs, but his exact corporate capacity is illegible; no Epstein or Wexner."
689666,"CENTRAL FALLS, INC.",MERGED OUT OF EXISTENCE,1987-12-31,G313_0685,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G313_0685,"All 3 pages visually reviewed; MEX status confirmed; packet names no survivor, other constituent, officer, shareholder, parcel, Epstein, or Wexner."
689454,"DAISEYLAND FARMS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1986-12-01,G041_1751,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G041_1751,All 9 pages visually reviewed; Record incorporator and CT original agent; Schwartz and Kelm return route; no officer director shareholder parcel Epstein or Wexner
689454,"DAISEYLAND FARMS, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-12-17,G296_1214,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G296_1214,All 3 pages visually reviewed; Snow succeeds CT and Coppel signs as secretary; no Epstein or Wexner
689454,"DAISEYLAND FARMS, INC.",DOMESTIC/DISSOLUTION,1990-12-28,H052_1510,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/H052_1510,All 5 pages visually reviewed; packet uses Daisyland spelling; Snow vice president and agent Coppel secretary Levin president treasurer sole director; shareholder unnamed; no Epstein or Wexner
689908,"EASTSIDE INDUSTRIAL, INC.",DOMESTIC ARTICLES/FOR PROFIT,1986-12-05,G046_1780,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G046_1780,All 8 pages visually reviewed; Hatfield incorporator and CT original agent; cover letter batches Gahanna Great Eastern and Eastside
689908,"EASTSIDE INDUSTRIAL, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-12-17,G296_1217,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G296_1217,All 3 pages visually reviewed; Snow succeeds CT and Coppel signs as secretary; no Epstein or Wexner
689908,"EASTSIDE INDUSTRIAL, INC.",MERGER/DOMESTIC,1989-12-22,G769_0688,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G769_0688,All 7 pages visually reviewed; Eastside expressly survives Great Eastern; generic property succession and no parcel; no Epstein Wexner or Snow
689908,"EASTSIDE INDUSTRIAL, INC.",DOMESTIC/DISSOLUTION,1989-12-29,G805_0338,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G805_0338,All 7 pages visually reviewed; Eastside dissolves one week after merger; sole shareholder and asset recipient unnamed; no Epstein or Wexner
689662,"FRONTIER HILLS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1986-12-02,G043_1694,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G043_1694,All 8 pages visually reviewed; Hatfield incorporator and CT original agent; no officer director shareholder parcel Epstein or Wexner
689662,"FRONTIER HILLS, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-12-17,G296_1195,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G296_1195,All 4 pages visually reviewed; Snow succeeds CT and Coppel signs as secretary; no Epstein or Wexner
689662,"FRONTIER HILLS, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1066,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1066,All 6 pages visually reviewed; voluntary dissolution and sole shareholder unnamed; no merger survivor parcel asset recipient Epstein or Wexner
689906,"GAHANNA TRUCKING, INC.",DOMESTIC ARTICLES/FOR PROFIT,1986-12-05,G046_1764,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G046_1764,All 8 pages visually reviewed; Hatfield incorporator and CT original agent; cover letter batches Gahanna Great Eastern and Eastside; no Epstein or Wexner
689906,"GAHANNA TRUCKING, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-12-17,G296_1220,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G296_1220,All 3 pages visually reviewed; Snow succeeds CT and Coppel signs as secretary; no Epstein or Wexner
689906,"GAHANNA TRUCKING, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1072,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1072,All 6 pages visually reviewed; voluntary dissolution and sole shareholder unnamed; no merger survivor parcel asset recipient Epstein or Wexner
689907,GREAT EASTERN FASTENING CORP.,DOMESTIC ARTICLES/FOR PROFIT,1986-12-05,G046_1772,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G046_1772,All 8 pages visually reviewed; Hatfield incorporator and CT original agent; cover letter batches Gahanna Great Eastern and Eastside
689907,GREAT EASTERN FASTENING CORP.,DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-12-17,G296_1223,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G296_1223,All 3 pages visually reviewed; Snow succeeds CT and Coppel signs as secretary; no Epstein or Wexner
689907,GREAT EASTERN FASTENING CORP.,MERGED OUT OF EXISTENCE,1989-12-22,G769_0695,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G769_0695,All 3 pages visually reviewed; exact-charter MEX omits survivor; reciprocal G769_0688 expressly names Eastside
689446,"GREYSTONE ACRES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1986-11-28,G041_1688,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G041_1688,All 8 pages visually reviewed; Hatfield incorporator and CT original agent; no officer director shareholder parcel Epstein or Wexner
689446,"GREYSTONE ACRES, INC.",DOMESTIC AGENT SUBSEQUENT APPOINTMENT,1987-12-17,G296_1199,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G296_1199,All 3 pages visually reviewed; Snow succeeds CT and Coppel signs as secretary; no Epstein or Wexner
689446,"GREYSTONE ACRES, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1084,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1084,All 6 pages visually reviewed; voluntary dissolution and sole shareholder unnamed; no merger survivor parcel asset recipient Epstein or Wexner
714670,"BLUEBERRY RIDGE PROPERTIES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-22,G294_1082,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G294_1082,All 6 pages visually reviewed; Snow is incorporator/original agent; no Epstein or Wexner; SHA-256 4baa98b95e4c90aea61cffdc164304d6d94a0830dce3c8b2a7e9efd704271b2a
714670,"BLUEBERRY RIDGE PROPERTIES, INC.",DOMESTIC CONTINUED EXISTENCE LETTER,1993-09-09,000000690803,UNAVAILABLE,,"Live portal metadata preserved; no image available, so the underlying contents were not reviewed"
714670,"BLUEBERRY RIDGE PROPERTIES, INC.",DOMESTIC CONTINUED EXISTENCE,1993-11-08,000000690804,UNAVAILABLE,,"Live portal metadata preserved; no image available, so the underlying contents were not reviewed"
714670,"BLUEBERRY RIDGE PROPERTIES, INC.",MERGED OUT OF EXISTENCE,1995-12-29,5422_1209,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/5422_1209,All 3 pages visually reviewed; MEX status and New Albany Company return routing confirmed; survivor unresolved; SHA-256 9bf8cd22e28c60d722ea3ea31c999e2af757ffaa2f893baeb79d2d954faed838
714673,"CEDAR CANYON PROPERTIES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-22,G294_1100,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G294_1100,All 6 pages visually reviewed; Snow is incorporator/original agent; no Epstein or Wexner; SHA-256 1d9f1c49c9f6e0b4cf1fbfe38b6adff3631261eaa5c2777e34dcd9d88c3565e5
714673,"CEDAR CANYON PROPERTIES, INC.",DOMESTIC CONTINUED EXISTENCE LETTER,1993-09-09,000000311880,UNAVAILABLE,,"Live portal metadata preserved; no image available, so the underlying contents were not reviewed"
714673,"CEDAR CANYON PROPERTIES, INC.",DOMESTIC CONTINUED EXISTENCE,1993-12-07,000000311881,UNAVAILABLE,,"Live portal metadata preserved; no image available, so the underlying contents were not reviewed"
714673,"CEDAR CANYON PROPERTIES, INC.",MERGED OUT OF EXISTENCE,1995-12-29,5422_1215,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/5422_1215,All 3 pages visually reviewed; MEX status and New Albany Company return routing confirmed; survivor unresolved; SHA-256 19e26b7ff5e9ec285e3c2a25131fb138e0babdf8f2eb5b0094213006003327a2
714674,CHESTNUT HEIGHTS CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1987-12-22,G294_1106,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G294_1106,All 6 pages visually reviewed; Snow is incorporator/original agent; no Epstein or Wexner; SHA-256 d0ef4db3529f8e7a164ed2527b77cae06a799c66a10d1eb5e4c3fd2d1520f912
714674,CHESTNUT HEIGHTS CORPORATION,DOMESTIC/DISSOLUTION,1988-12-28,G532_1012,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1012,All 6 pages visually reviewed; dissolution roster and unnamed sole shareholder confirmed; no Epstein or Wexner; SHA-256 0b0d7d7ce646acd50be48cd318e873f4ea980868fa15202fdc52786603b15f06
714672,PLATEAU ACRES INCORPORATED,DOMESTIC ARTICLES/FOR PROFIT,1987-12-22,G294_1094,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G294_1094,All 6 pages visually reviewed; Snow is incorporator/original agent; no Epstein or Wexner; SHA-256 6ca47c5e7f667aeff54215ecc918eaa47a0588c3f2ff1d40aa8885920ab7f321
714672,PLATEAU ACRES INCORPORATED,DOMESTIC/DISSOLUTION,1988-12-28,G532_1186,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1186,All 6 pages visually reviewed; dissolution roster and unnamed sole shareholder confirmed; no Epstein or Wexner; SHA-256 8f864a8c5c8fd27b298523d68c0a56a1c5acdf74b5253c1a0682201ec6926587
719941,"FORDHAM INVESTMENT, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-04,G339_1075,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G339_1075,"All 7 pages downloaded, rendered at 250 DPI, and visually reviewed"
719941,"FORDHAM INVESTMENT, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1048,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1048,"All 6 pages downloaded, rendered at 250 DPI, and visually reviewed"
719942,"LINDEN ACRES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-04,G339_1082,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G339_1082,"All 7 pages downloaded, rendered at 250 DPI, and visually reviewed"
719942,"LINDEN ACRES, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1120,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1120,"All 6 pages downloaded, rendered at 250 DPI, and visually reviewed"
719944,"ROCKFORD DEVELOPMENT, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-04,G339_1096,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G339_1096,"All 7 pages downloaded, rendered at 250 DPI, and visually reviewed"
719944,"ROCKFORD DEVELOPMENT, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1204,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1204,"All 6 pages downloaded, rendered at 250 DPI, and visually reviewed"
719945,"TUDOR PROPERTIES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-04,G339_1103,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G339_1103,"All 7 pages downloaded, rendered at 250 DPI, and visually reviewed"
719945,"TUDOR PROPERTIES, INC.",DOMESTIC CONTINUED EXISTENCE LETTER,1993-09-09,000000622988,UNAVAILABLE,,Live portal row reports no downloadable image; contents not inferred
719945,"TUDOR PROPERTIES, INC.",DOMESTIC CONTINUED EXISTENCE,1993-11-08,000000622989,UNAVAILABLE,,Live portal row reports no downloadable image; contents not inferred
719945,"TUDOR PROPERTIES, INC.",MERGED OUT OF EXISTENCE,1995-12-29,5422_1212,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/5422_1212,"All 3 pages downloaded, rendered at 250 DPI, and visually reviewed; New Albany Company is only the return recipient and no survivor is named"
719946,"FORREST FARMS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-04,G339_1110,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G339_1110,"All 7 pages downloaded, rendered at 250 DPI, and visually reviewed"
719946,"FORREST FARMS, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1060,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1060,"All 6 pages downloaded, rendered at 250 DPI, and visually reviewed"
720246,CASELIN DEVELOPMENT CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1988-03-09,G342_0153,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G342_0153,7 pages; all pages visually reviewed; SHA-256 4272bdad6016ca4eac29eadfe516740768b6c497c039083f3db6ac1dfc2f7583
720246,CASELIN DEVELOPMENT CORPORATION,DOMESTIC/DISSOLUTION,1988-12-28,G532_1000,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1000,6 pages; all pages visually reviewed; SHA-256 bb0e8c9ad778db6af4ead2a561f03e383db4f04f83c04913092bba9061a6f389
720360,"FORMAN FARMS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-09,G343_0224,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G343_0224,7 pages; all pages visually reviewed; SHA-256 47198712597d146d09b19b9a3ac3200bad9377315abf48f62a7f41106f989886
720360,"FORMAN FARMS, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1054,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1054,6 pages; all pages visually reviewed; SHA-256 5a9ef63724edf5d73aaf3b0d49b513185177c53feebed70f714e11a0e8065891
720362,SAREN INVESTMENTS INCORPORATED,DOMESTIC ARTICLES/FOR PROFIT,1988-03-09,G343_0238,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G343_0238,7 pages; all pages visually reviewed; SHA-256 a77cea2d112a64bd09241e1425d8d81226c5719bd993580bd690c76a324fd6c8
720362,SAREN INVESTMENTS INCORPORATED,DOMESTIC/DISSOLUTION,1988-12-28,G532_1216,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1216,6 pages; all pages visually reviewed; SHA-256 0fc455e06fcc93cff24fbae2f98ad4bd314777b7e84b3e8bb394148e6114099a
720363,TANDEM INVESTMENTS INCORPORATED,DOMESTIC ARTICLES/FOR PROFIT,1988-03-09,G343_0245,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G343_0245,7 pages; all pages visually reviewed; SHA-256 3d0addb4b156a5ab961810370ca36e702f967119951c21f2378547c1e38ce09f
720363,TANDEM INVESTMENTS INCORPORATED,DOMESTIC/DISSOLUTION,1988-12-28,G532_1222,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1222,6 pages; all pages visually reviewed; SHA-256 10bca023322408579acd5577c9dbdae71e261b487dcc26dea2a25872c19ca040
720365,"VILLAGE ACRES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-03-09,G343_0259,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G343_0259,7 pages; all pages visually reviewed; SHA-256 4d378039932976b061bb80a9116d80862eb209aa90d6c051a9b7a4af1f4d5df2
720365,"VILLAGE ACRES, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1240,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1240,6 pages; all pages visually reviewed; SHA-256 7c2c94570ccb8666a1bb233ac40ce9865207e4199f00c5dc00097558a672122d
724612,BLUFFTON HOLDING CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1988-05-13,G379_0198,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G379_0198,All 7 pages visually reviewed; Snow is incorporator and original statutory agent
724612,BLUFFTON HOLDING CORPORATION,DOMESTIC CONTINUED EXISTENCE LETTER,1993-09-09,000000397890,UNAVAILABLE,,Live portal row; no downloadable image
724612,BLUFFTON HOLDING CORPORATION,DOMESTIC CONTINUED EXISTENCE,1993-11-08,000000397891,UNAVAILABLE,,Live portal row; no downloadable image
724612,BLUFFTON HOLDING CORPORATION,MERGED OUT OF EXISTENCE,1995-12-29,5422_1200,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/5422_1200,All 3 pages visually reviewed; New Albany Company is the return recipient but no survivor or other constituent is named
724613,DIAMOND DEVELOPMENT COMPANY,DOMESTIC ARTICLES/FOR PROFIT,1988-05-13,G379_0205,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G379_0205,All 6 pages visually reviewed; Snow is incorporator and original statutory agent
724613,DIAMOND DEVELOPMENT COMPANY,DOMESTIC/DISSOLUTION,1988-12-28,G532_1024,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1024,All 6 pages visually reviewed; Schwartz Rubenstein and Snow are officers and directors; no Epstein or Wexner
724614,"DONCASTER DEVELOPMENT, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-05-13,G379_0211,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G379_0211,All 6 pages visually reviewed; Snow is incorporator and original statutory agent
724614,"DONCASTER DEVELOPMENT, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1030,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1030,All 6 pages visually reviewed; Schwartz Rubenstein and Snow are officers and directors; no Epstein or Wexner
724616,"FARMINGTON DEVELOPERS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-05-13,G379_0223,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G379_0223,All 6 pages visually reviewed; Snow is incorporator and original statutory agent
724616,"FARMINGTON DEVELOPERS, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1042,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1042,All 6 pages visually reviewed; Schwartz Rubenstein and Snow are officers and directors; no Epstein or Wexner
724619,MELLERIC CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1988-05-13,G379_0241,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G379_0241,All 6 pages visually reviewed; Snow is incorporator and original statutory agent
724619,MELLERIC CORPORATION,DOMESTIC/DISSOLUTION,1988-12-28,G532_1138,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1138,All 6 pages visually reviewed; Schwartz Rubenstein and Snow are officers and directors; no Epstein or Wexner
724621,UNION HOLDING CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1988-05-13,G379_0253,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G379_0253,All 6 pages visually reviewed; Snow is incorporator and original statutory agent
724621,UNION HOLDING CORPORATION,DOMESTIC CONTINUED EXISTENCE LETTER,1993-09-09,000000734166,UNAVAILABLE,,Live portal row; no downloadable image
724621,UNION HOLDING CORPORATION,DOMESTIC CONTINUED EXISTENCE,1993-11-08,000000734167,UNAVAILABLE,,Live portal row; no downloadable image
724621,UNION HOLDING CORPORATION,MERGED OUT OF EXISTENCE,1995-12-29,5422_1206,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/5422_1206,All 3 pages visually reviewed; New Albany Company is the return recipient but no survivor or other constituent is named
731360,JETNER CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1988-08-24,G456_0331,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G456_0331,All 7 pages visually reviewed; Snow is incorporator and original statutory agent
731360,JETNER CORPORATION,DOMESTIC/DISSOLUTION,1988-12-28,G532_1114,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1114,All 6 pages visually reviewed; roster identifies Schwartz Rubenstein and Snow; neither Epstein nor Wexner appears
731361,"MENTIN PRODUCTS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-08-24,G456_0338,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G456_0338,All 6 pages visually reviewed; Snow is incorporator and original statutory agent
731361,"MENTIN PRODUCTS, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1144,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1144,All 6 pages visually reviewed; roster identifies Schwartz Rubenstein and Snow; neither Epstein nor Wexner appears
731362,CHATTEN MARKETING COMPANY,DOMESTIC ARTICLES/FOR PROFIT,1988-08-24,G456_0344,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G456_0344,All 6 pages visually reviewed; Snow is incorporator and original statutory agent
731362,CHATTEN MARKETING COMPANY,DOMESTIC/DISSOLUTION,1988-12-28,G532_1006,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1006,All 6 out-of-order microfilm pages visually reviewed; neither Epstein nor Wexner appears
731363,FANTEL PRODUCTS COMPANY,DOMESTIC ARTICLES/FOR PROFIT,1988-08-24,G456_0350,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G456_0350,All 6 pages visually reviewed; Snow is incorporator and original statutory agent
731363,FANTEL PRODUCTS COMPANY,DOMESTIC/DISSOLUTION,1988-12-28,G532_1036,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1036,All 6 pages visually reviewed; roster identifies Schwartz Rubenstein and Snow; neither Epstein nor Wexner appears
731365,"INDICO INVESTMENTS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1988-08-24,G456_0362,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G456_0362,All 6 pages visually reviewed; Snow is incorporator and original statutory agent
731365,"INDICO INVESTMENTS, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1102,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1102,All 6 pages visually reviewed; roster identifies Schwartz Rubenstein and Snow; neither Epstein nor Wexner appears
686610,"LONDON KITCHENS, INC.",DOMESTIC ARTICLES/FOR PROFIT,1986-10-09,G015_1204,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G015_1204,All 7 pages visually reviewed; Gordon W. Brown incorporator and Snow original agent; SHA-256 628d8c6e41c4054aceb4e4f3233c383a1711046fd42daa7908e058df6e5adc3e
686610,"LONDON KITCHENS, INC.",CANCELLED BY TAX DEPT W/NOTIFICATION,1991-12-16,000000061029,UNAVAILABLE,,Live portal metadata preserved; no image available
706947,"LONDON KITCHENS INSURANCE AGENCY, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-08-13,G222_0344,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G222_0344,All 6 pages visually reviewed; John H. Parker incorporator and Snow original agent; SHA-256 9b8af31c36069170cc1c3eae293fcfe974b922218e332d8f350be4bb1981a8f6
706947,"LONDON KITCHENS INSURANCE AGENCY, INC.",DOMESTIC/DISSOLUTION,1989-05-31,G636_0276,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G636_0276,All 6 pages visually reviewed; dissolution by sole incorporator; SHA-256 4a47de6962ac672bac13d13aec0d045e608d094b0a55d45431cb7899e4b0d7ec
785297,FIRST COLUMBUS LAND COMPANY,DOMESTIC ARTICLES/FOR PROFIT,1990-11-28,H016_0917,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/H016_0917,All 7 pages visually reviewed; Ted B. Hipsher incorporator and Snow original agent; no parcel; SHA-256 131e55a0766e76c8bc9e337deef0ccbdf16f4c42db71dfe01ac60706cc0586c5
785297,FIRST COLUMBUS LAND COMPANY,DOMESTIC CONTINUED EXISTENCE LETTER,1993-09-09,000000695996,UNAVAILABLE,,Live portal metadata preserved; no image available
785297,FIRST COLUMBUS LAND COMPANY,CANCELLED BY TAX DEPT W/NOTIFICATION,1993-12-15,000000695997,UNAVAILABLE,,Live portal metadata preserved; no image available
993710,BREWHO! LLC,DOMESTIC LLC - ARTICLES OF ORGANIZATION,1997-10-07,6162_0568,UNAVAILABLE,,Live portal row has no download; exact bizimage endpoint returned HTTP 404
713924,"OAKFIELD ENTERPRISES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-11,G288_0306,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G288_0306,All 6 pages downloaded and visually reviewed; SHA-256 d168278eb98bd6a7c6a2030c18163e732ae8310e8f276814dc3e9531876614ae
713924,"OAKFIELD ENTERPRISES, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1168,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1168,All 6 pages downloaded and visually reviewed; SHA-256 537a1098f1944fdfcbcfe117a0747ff7ae5ef7248789d33672dd3f3c7e4ab5d6
713926,"WILDWOOD ACRES, INC.",DOMESTIC ARTICLES/FOR PROFIT,1987-12-11,G288_0318,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G288_0318,All 6 pages downloaded and visually reviewed; SHA-256 d9870a1df3f07b0bf639ca16c6d4b804b0da9fc81be3bc99ec81edad45c57a72
713926,"WILDWOOD ACRES, INC.",DOMESTIC/DISSOLUTION,1988-12-28,G532_1252,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G532_1252,All 6 pages downloaded and visually reviewed; SHA-256 ff22afb3be029b2e69a47b68dc57de37700aa2b8d5447a22a94de779f423b91e
733246,CRISTAH CORPORATION,DOMESTIC ARTICLES/FOR PROFIT,1988-09-23,G472_1825,STANDARD,https://bizimage.ohiosos.gov/api/image/pdf/G472_1825,All 7 pages downloaded and visually reviewed; SHA-256 00b359f71aef495eca289354340a070940b2d0281d228e0c68dd8cfbbef85583
