event_id,source_id,source_sha256,source_url,license_num,license_number,date,archive_date,document_vote_date,page_start,page_end,item_number,event_type,action_subtype,event_subtype,outcome,outcome_text,decision_bearing,board_granted_application,completed_sale_verified,actions,address,alcohol_license_explicit,ambiguity_notes,ancillary_stock_pledge_recipient,candidate_id,canonical_source_id,dba_after,dba_before,disposition,entity_after,entity_before,entity_change_source_quote,entity_conversion_explicit,entity_dba,entity_name,equity_change_completion_verified,equity_percentage_stated,from_address,heading,item,item_text,item_text_sha256,license_category_scope,license_id_raw,license_num_as_supplied,license_number_raw,license_numbers,license_scope,licensee,licensee_dba,licensee_heading,new_equity_holders,normalized_license_num,original_year_artifact,ownership_actions,ownership_scope,ownership_subject_entity,ownership_subject_scope,page,parties,parties_after,parties_before,prior_equity_holders,private_equity_control_inferred,review_status,share_count,source_hash,source_quote,source_urls,source_window,stock_action_wording,stock_pledge_recipient,to_address,transferee,transferee_dba,transferor,transferor_dba
BLB-2022-05-26-023-ownership,BLB-2022-05-26,2d5d5d1811bb4c6c95eabadfb94e74c53ddb49e9c3bb30c1af5fd216e4799fe6,https://www.boston.gov/sites/default/files/file/2022/06/Voting%20Minutes%205-26-22.docx.pdf,LB99081,LB-99081,2022-05-26,2022-05-26,2022-05-26,6,6,10,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted with a d/b/a of JM Curley/Bogie’s Place/The Wig Shop Lounge,True,True,False,"[""ownership_interest_change"", ""stock_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership."", ""Decision changes proposed Wig Lounge DBA to Wig Shop Lounge.""]",,BLB-2022-05-26-023,BLB-2022-05-26,JM Curley/Bogie’s Place/The Wig Shop Lounge,JM Curley,granted,,,,False,JM Curley,"Da Crossing, LLC",False,False,"21 - 27 Temple Pl., Boston, MA 02111","Da Crossing, LLC",10,"10. Da Crossing, LLC
Doing business as: JM Curley
21 - 27 Temple Pl., Boston, MA 02111
License #: LB-99081
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to amend the
description of the licensed business - From: A RESTAURANT LOCATED ON THE FIRST FLOOR
AND BASEMENT LEVEL WITH ONE MAIN ENTRANCE/EXIT AND ADDITIONAL SIDE
EXIT ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN THE BASEMENT AND
WITH A SEASONAL OUTDOOR PATIO LOCATED ON PUBLIC PROPERTY WITH SEATING
FOR 8 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT. To: Plan I: A restaurant
on two floors, first floor consisting of two dining areas, one dining area with seating for 73 and a bar
with seating for 14, and dining area two with seating for 31, and restrooms. Basement with kitchen,
storage, and small dining room for 10 patrons, and seasonal outdoor patio located on public property
with seating for 8 patrons between the hours of 11 :00am and Midnight. Plan 2: A restaurant on two
floors, first floor consisting of one dining area with seating for 73 and a bar with seating for 14,
another dining area for private events, and restrooms. Basement with kitchen, storage, and small
dining room for 10 patrons, and seasonal outdoor patio located on public property with seating for 8
patrons between the hours of 11 :00am and Midnight. Secondly, has petitioned for a change of
Officer/Director/LLC Manager, a change in Ownership Interest, and change of Stock. Lastly, has
petitioned to change the d/b/a of the licensed business –From: JM Curley To: JM Curley/Bogie’s
Place/The Wig Lounge.
Attorney: Marci Costa

Granted with a d/b/a of JM Curley/Bogie’s Place/The Wig Shop Lounge
________________________________________________________________________________",632f4eae48d01a62ee205829198ab5402dd457a744de70f88eed34cda86aaaa6,alcohol_explicit,,LB99081,LB-99081,"[""LB-99081""]",explicit_alcohol,"Da Crossing, LLC",JM Curley,,[],LB99081,2022/ownership-interest-events.json,"[""ownership_interest_change"", ""stock_interest_change""]",,,,6,"{""licensee"": ""Da Crossing, LLC"", ""licensee_dba"": ""JM Curley"", ""from_address"": ""21 - 27 Temple Pl., Boston, MA 02111"", ""transferor"": ""Da Crossing, LLC"", ""transferor_dba"": ""JM Curley"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,2d5d5d1811bb4c6c95eabadfb94e74c53ddb49e9c3bb30c1af5fd216e4799fe6,"10. Da Crossing, LLC
Doing business as: JM Curley
21 - 27 Temple Pl., Boston, MA 02111
License #: LB-99081
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to amend the
description of the licensed business - From: A RESTAURANT LOCATED ON THE FIRST FLOOR
AND BASEMENT LEVEL WITH ONE MAIN ENTRANCE/EXIT AND ADDITIONAL SIDE
EXIT ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN THE BASEMENT AND
WITH A SEASONAL OUTDOOR PATIO LOCATED ON PUBLIC PROPERTY WITH SEATING
FOR 8 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT. To: Plan I: A restaurant
on two floors, first floor consisting of two dining areas, one dining area with seating for 73 and a bar
with seating for 14, and dining area two with seating for 31, and restrooms. Basement with kitchen,
storage, and small dining room for 10 patrons, and seasonal outdoor patio located on public property
with seating for 8 patrons between the hours of 11 :00am and Midnight. Plan 2: A restaurant on two
floors, first floor consisting of one dining area with seating for 73 and a bar with seating for 14,
another dining area for private events, and restrooms. Basement with kitchen, storage, and small
dining room for 10 patrons, and seasonal outdoor patio located on public property with seating for 8
patrons between the hours of 11 :00am and Midnight. Secondly, has petitioned for a change of
Officer/Director/LLC Manager, a change in Ownership Interest, and change of Stock. Lastly, has
petitioned to change the d/b/a of the licensed business –From: JM Curley To: JM Curley/Bogie’s
Place/The Wig Lounge.
Attorney: Marci Costa

Granted with a d/b/a of JM Curley/Bogie’s Place/The Wig Shop Lounge
________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/06/Voting%20Minutes%205-26-22.docx.pdf""]",2020-2023,,,,,,"Da Crossing, LLC",JM Curley
BLB-2022-06-08-017-ownership,BLB-2022-06-08,3d895dfbe4207165aed9df5929f191496a7ea9ac016d7aec37f95c58de5c0078,https://www.boston.gov/sites/default/files/file/2022/06/Voting%20Minutes%206_8_22.docx%20%282%29.pdf,LB99270,LB-99270,2022-06-08,2022-06-08,2022-06-08,5,5,8,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted,True,True,False,"[""ownership_interest_change"", ""stock_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership.""]",,BLB-2022-06-08-017,BLB-2022-06-08,,,granted,,,,False,PKL,"PKL Boston, LLC",False,False,"64 C St., South Boston,, MA 02127","PKL Boston, LLC",8,"8. PKL Boston, LLC

Doing business as: PKL
64 C St., South Boston,, MA 02127
License #: LB-99270
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned for a change
of Stock Interest. Secondly, has petitioned for a change in Ownership Interest.
Attorney: Nicholas J. Zozula

Granted
_________________________________________________________________________________",c803822ee3c70a6cd23e22af3421f773225ee07921d9522cc779dc9369558331,alcohol_explicit,,LB99270,LB-99270,"[""LB-99270""]",explicit_alcohol,"PKL Boston, LLC",PKL,,[],LB99270,2022/ownership-interest-events.json,"[""ownership_interest_change"", ""stock_interest_change""]",,,,5,"{""licensee"": ""PKL Boston, LLC"", ""licensee_dba"": ""PKL"", ""from_address"": ""64 C St., South Boston,, MA 02127"", ""transferor"": ""PKL Boston, LLC"", ""transferor_dba"": ""PKL"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,3d895dfbe4207165aed9df5929f191496a7ea9ac016d7aec37f95c58de5c0078,"8. PKL Boston, LLC

Doing business as: PKL
64 C St., South Boston,, MA 02127
License #: LB-99270
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned for a change
of Stock Interest. Secondly, has petitioned for a change in Ownership Interest.
Attorney: Nicholas J. Zozula

Granted
_________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/06/Voting%20Minutes%206_8_22.docx%20%282%29.pdf""]",2020-2023,,,,,,"PKL Boston, LLC",PKL
BLB-2022-06-08-018-ownership,BLB-2022-06-08,3d895dfbe4207165aed9df5929f191496a7ea9ac016d7aec37f95c58de5c0078,https://www.boston.gov/sites/default/files/file/2022/06/Voting%20Minutes%206_8_22.docx%20%282%29.pdf,LB102017,LB-102017,2022-06-08,2022-06-08,2022-06-08,5,5,9,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted,True,True,False,"[""ownership_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership.""]",,BLB-2022-06-08-018,BLB-2022-06-08,,,granted,,,,False,Get-N-Go,Jwalaji Corp.,False,False,"563 Columbus Ave., Roxbury, MA 02118",Jwalaji Corp.,9,"9. Jwalaji Corp.

Doing business as: Get-N-Go
563 Columbus Ave., Roxbury, MA 02118
License #: LB-102017
Holder of a Retail Package Wines and Malt Beverages License has petitioned for a change in
Officers /Directors of the corporation. Secondly has petitioned for a change in Ownership Interest.
Attorney: Andrew F. Upton

Granted
_________________________________________________________________________________",e596f0ab4f634924612dd6bad964feefa8b9257a1e884938698cf0d6f2fdc84c,alcohol_explicit,,LB102017,LB-102017,"[""LB-102017""]",explicit_alcohol,Jwalaji Corp.,Get-N-Go,,[],LB102017,2022/ownership-interest-events.json,"[""ownership_interest_change""]",,,,5,"{""licensee"": ""Jwalaji Corp."", ""licensee_dba"": ""Get-N-Go"", ""from_address"": ""563 Columbus Ave., Roxbury, MA 02118"", ""transferor"": ""Jwalaji Corp."", ""transferor_dba"": ""Get-N-Go"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,3d895dfbe4207165aed9df5929f191496a7ea9ac016d7aec37f95c58de5c0078,"9. Jwalaji Corp.

Doing business as: Get-N-Go
563 Columbus Ave., Roxbury, MA 02118
License #: LB-102017
Holder of a Retail Package Wines and Malt Beverages License has petitioned for a change in
Officers /Directors of the corporation. Secondly has petitioned for a change in Ownership Interest.
Attorney: Andrew F. Upton

Granted
_________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/06/Voting%20Minutes%206_8_22.docx%20%282%29.pdf""]",2020-2023,,,,,,Jwalaji Corp.,Get-N-Go
BLB-2022-06-30-023-ownership,BLB-2022-06-30,6dc7d6527610766219024162660c5822db7dae38ef5ce3199397693afdb7b4db,https://www.boston.gov/sites/default/files/file/2022/06/6-30-22%20-%20Voting%20Minutes_0.pdf,LB101910,LB-101910,2022-06-30,2022-06-30,2022-06-30,7,7,12,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted,True,True,False,"[""stock_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership.""]",,BLB-2022-06-30-023,BLB-2022-06-30,,,granted,,,,False,Fuentes Market and Liquor Store,"New Mission Hill Market, Inc.",False,False,"678 Parker St., Roxbury, MA 02120","New Mission Hill Market, Inc.",12,"12. New Mission Hill Market, Inc.

Doing business as: Fuentes Market and Liquor Store
678 Parker St., Roxbury, MA 02120
License #: LB 101910
Holder of a Retail Package Store All Alcoholic Beverages License has petitioned for a change of
Officers/Directors/LLC Managers of the Corporation. Secondly, has petitioned for a change of Stock
Interest. Lastly, has petitioned to change the manager of the licensed business – From: Priyankkumar
Patel To: Bhavya Patel.
Attorney: John Mooradian

Granted",2a1a2a1493508c155f3e41a92025fca653fe76d1699fc024a6a506be087375a2,alcohol_explicit,,LB101910,LB 101910,"[""LB-101910""]",explicit_alcohol,"New Mission Hill Market, Inc.",Fuentes Market and Liquor Store,,[],LB101910,2022/ownership-interest-events.json,"[""stock_interest_change""]",,,,7,"{""licensee"": ""New Mission Hill Market, Inc."", ""licensee_dba"": ""Fuentes Market and Liquor Store"", ""from_address"": ""678 Parker St., Roxbury, MA 02120"", ""transferor"": ""New Mission Hill Market, Inc."", ""transferor_dba"": ""Fuentes Market and Liquor Store"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,6dc7d6527610766219024162660c5822db7dae38ef5ce3199397693afdb7b4db,"12. New Mission Hill Market, Inc.

Doing business as: Fuentes Market and Liquor Store
678 Parker St., Roxbury, MA 02120
License #: LB 101910
Holder of a Retail Package Store All Alcoholic Beverages License has petitioned for a change of
Officers/Directors/LLC Managers of the Corporation. Secondly, has petitioned for a change of Stock
Interest. Lastly, has petitioned to change the manager of the licensed business – From: Priyankkumar
Patel To: Bhavya Patel.
Attorney: John Mooradian

Granted","[""https://www.boston.gov/sites/default/files/file/2022/06/6-30-22%20-%20Voting%20Minutes_0.pdf""]",2020-2023,,,,,,"New Mission Hill Market, Inc.",Fuentes Market and Liquor Store
BLB-2022-06-30-024-ownership,BLB-2022-06-30,6dc7d6527610766219024162660c5822db7dae38ef5ce3199397693afdb7b4db,https://www.boston.gov/sites/default/files/file/2022/06/6-30-22%20-%20Voting%20Minutes_0.pdf,LB102044,LB-102044,2022-06-30,2022-06-30,2022-06-30,7,7,13,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted,True,True,False,"[""ownership_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership.""]",,BLB-2022-06-30-024,BLB-2022-06-30,,,granted,,,,False,Foodie’s Urban Market,"Foodie's Urban Market, LLC",False,False,"1421 Washington St., Roxbury, MA 02118","Foodie's Urban Market, LLC",13,"13. Foodie's Urban Market, LLC

Doing business as: Foodie’s Urban Market
1421 Washington St., Roxbury, MA 02118
License #: LB 102044
Holder of a Retail Package Store Wines and Malt Beverages License has petitioned for a change of
Officers/Directors/LLC Managers of the Corporation. Secondly, has petitioned for a change of
Ownership Interest. Lastly, has petitioned to change the manager of the licensed business – From:
Victor J. Leon To: Victor G. Leon.
Attorney: Kristen Scanlon

Granted",5f0cc887badf02d8f84c66291d33364022bf5c127001d443d78c5edffff8c2a3,alcohol_explicit,,LB102044,LB 102044,"[""LB-102044""]",explicit_alcohol,"Foodie's Urban Market, LLC",Foodie’s Urban Market,,[],LB102044,2022/ownership-interest-events.json,"[""ownership_interest_change""]",,,,7,"{""licensee"": ""Foodie's Urban Market, LLC"", ""licensee_dba"": ""Foodie’s Urban Market"", ""from_address"": ""1421 Washington St., Roxbury, MA 02118"", ""transferor"": ""Foodie's Urban Market, LLC"", ""transferor_dba"": ""Foodie’s Urban Market"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,6dc7d6527610766219024162660c5822db7dae38ef5ce3199397693afdb7b4db,"13. Foodie's Urban Market, LLC

Doing business as: Foodie’s Urban Market
1421 Washington St., Roxbury, MA 02118
License #: LB 102044
Holder of a Retail Package Store Wines and Malt Beverages License has petitioned for a change of
Officers/Directors/LLC Managers of the Corporation. Secondly, has petitioned for a change of
Ownership Interest. Lastly, has petitioned to change the manager of the licensed business – From:
Victor J. Leon To: Victor G. Leon.
Attorney: Kristen Scanlon

Granted","[""https://www.boston.gov/sites/default/files/file/2022/06/6-30-22%20-%20Voting%20Minutes_0.pdf""]",2020-2023,,,,,,"Foodie's Urban Market, LLC",Foodie’s Urban Market
BLB-2022-06-30-025-ownership,BLB-2022-06-30,6dc7d6527610766219024162660c5822db7dae38ef5ce3199397693afdb7b4db,https://www.boston.gov/sites/default/files/file/2022/06/6-30-22%20-%20Voting%20Minutes_0.pdf,LB101927,LB-101927,2022-06-30,2022-06-30,2022-06-30,7,7,14,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted,True,True,False,"[""ownership_interest_change"", ""stock_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership.""]",,BLB-2022-06-30-025,BLB-2022-06-30,,,granted,,,,False,Gary’s Liquors,"S & S Package Store, Inc.",False,False,"655 659 Vfw Pkwy., Boston, MA 02467","S & S Package Store, Inc.",14,"14. S & S Package Store, Inc.

Doing business as: Gary’s Liquors
655 659 Vfw Pkwy., Boston, MA 02467
License #: LB 101927
Holder of a Retail Package All Alcoholic Beverages License has petitioned for a change of
Ownership and Stock Interest of the Corporation.
Attorney: Thomas P. Miller

Granted",84af36ceb819a40b056f8adb998704c47f0936a3420ba86220185465af6894b4,alcohol_explicit,,LB101927,LB 101927,"[""LB-101927""]",explicit_alcohol,"S & S Package Store, Inc.",Gary’s Liquors,,[],LB101927,2022/ownership-interest-events.json,"[""ownership_interest_change"", ""stock_interest_change""]",,,,7,"{""licensee"": ""S & S Package Store, Inc."", ""licensee_dba"": ""Gary’s Liquors"", ""from_address"": ""655 659 Vfw Pkwy., Boston, MA 02467"", ""transferor"": ""S & S Package Store, Inc."", ""transferor_dba"": ""Gary’s Liquors"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,6dc7d6527610766219024162660c5822db7dae38ef5ce3199397693afdb7b4db,"14. S & S Package Store, Inc.

Doing business as: Gary’s Liquors
655 659 Vfw Pkwy., Boston, MA 02467
License #: LB 101927
Holder of a Retail Package All Alcoholic Beverages License has petitioned for a change of
Ownership and Stock Interest of the Corporation.
Attorney: Thomas P. Miller

Granted","[""https://www.boston.gov/sites/default/files/file/2022/06/6-30-22%20-%20Voting%20Minutes_0.pdf""]",2020-2023,,,,,,"S & S Package Store, Inc.",Gary’s Liquors
BLB-2022-06-30-026-ownership,BLB-2022-06-30,6dc7d6527610766219024162660c5822db7dae38ef5ce3199397693afdb7b4db,https://www.boston.gov/sites/default/files/file/2022/06/6-30-22%20-%20Voting%20Minutes_0.pdf,LB101976,LB-101976,2022-06-30,2022-06-30,2022-06-30,8,8,15,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted,True,True,False,"[""stock_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership.""]",,BLB-2022-06-30-026,BLB-2022-06-30,,,granted,,,,False,Ruggiero’s Market,"New Jamaica Plain Market, Inc.",False,False,"3345 Washington St., Jamaica Plain, MA 02130","New Jamaica Plain Market, Inc.",15,"15. New Jamaica Plain Market, Inc.

Doing business as: Ruggiero’s Market
3345 Washington St., Jamaica Plain, MA 02130
License #: LB 101976
Holder of a Retail Package Store All Alcoholic Beverages License has petitioned for a Change in
Stock Interest.
Attorney: John M. Mooradian

Granted
_________________________________________________________________________________",ecd316097cbf0d5193fa7551e3b94421db050b486a1197b1cf9f7bddc1ec2602,alcohol_explicit,,LB101976,LB 101976,"[""LB-101976""]",explicit_alcohol,"New Jamaica Plain Market, Inc.",Ruggiero’s Market,,[],LB101976,2022/ownership-interest-events.json,"[""stock_interest_change""]",,,,8,"{""licensee"": ""New Jamaica Plain Market, Inc."", ""licensee_dba"": ""Ruggiero’s Market"", ""from_address"": ""3345 Washington St., Jamaica Plain, MA 02130"", ""transferor"": ""New Jamaica Plain Market, Inc."", ""transferor_dba"": ""Ruggiero’s Market"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,6dc7d6527610766219024162660c5822db7dae38ef5ce3199397693afdb7b4db,"15. New Jamaica Plain Market, Inc.

Doing business as: Ruggiero’s Market
3345 Washington St., Jamaica Plain, MA 02130
License #: LB 101976
Holder of a Retail Package Store All Alcoholic Beverages License has petitioned for a Change in
Stock Interest.
Attorney: John M. Mooradian

Granted
_________________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/06/6-30-22%20-%20Voting%20Minutes_0.pdf""]",2020-2023,,,,,,"New Jamaica Plain Market, Inc.",Ruggiero’s Market
BLB-2022-07-14-018-ownership,BLB-2022-07-14,b3e5522797db46a50d7ed250fd44299f36dc6c96d3b919fb6216fed822dffbe4,https://www.boston.gov/sites/default/files/file/2022/07/Voting%20Minutes%20-%207-14-22_2.pdf,LB398570,LB-398570,2022-07-14,2022-07-14,2022-07-14,5,5,8,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted,True,True,False,"[""ownership_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership.""]",,BLB-2022-07-14-018,BLB-2022-07-14,,,granted,,,,False,Not Your Average Joe's,"Air Ventures, LLC",False,False,"Logan Airport Terminal B East Boston, MA 02128","Air Ventures, LLC",8,"8. Air Ventures, LLC
Doing business as: Not Your Average Joe's
Logan Airport Terminal B East Boston, MA 02128
License #: LB 398570
Holder of an (Airport) Common Victualler 7 Day All-Alcoholic Beverages License has petitioned
for a change of Officers/Directors/LLC Managers. Secondly, has petitioned for a change in
Ownership Interest.
Attorney: Andrew F. Upton

Granted",542d6d64847f7accbe308b9050d07e294b86a51b100826131d8a89ceaf14da49,alcohol_explicit,,LB398570,LB 398570,"[""LB-398570""]",explicit_alcohol,"Air Ventures, LLC",Not Your Average Joe's,,[],LB398570,2022/ownership-interest-events.json,"[""ownership_interest_change""]",,,,5,"{""licensee"": ""Air Ventures, LLC"", ""licensee_dba"": ""Not Your Average Joe's"", ""from_address"": ""Logan Airport Terminal B East Boston, MA 02128"", ""transferor"": ""Air Ventures, LLC"", ""transferor_dba"": ""Not Your Average Joe's"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,b3e5522797db46a50d7ed250fd44299f36dc6c96d3b919fb6216fed822dffbe4,"8. Air Ventures, LLC
Doing business as: Not Your Average Joe's
Logan Airport Terminal B East Boston, MA 02128
License #: LB 398570
Holder of an (Airport) Common Victualler 7 Day All-Alcoholic Beverages License has petitioned
for a change of Officers/Directors/LLC Managers. Secondly, has petitioned for a change in
Ownership Interest.
Attorney: Andrew F. Upton

Granted","[""https://www.boston.gov/sites/default/files/file/2022/07/Voting%20Minutes%20-%207-14-22_2.pdf""]",2020-2023,,,,,,"Air Ventures, LLC",Not Your Average Joe's
BLB-2022-07-14-019-ownership,BLB-2022-07-14,b3e5522797db46a50d7ed250fd44299f36dc6c96d3b919fb6216fed822dffbe4,https://www.boston.gov/sites/default/files/file/2022/07/Voting%20Minutes%20-%207-14-22_2.pdf,LB363642,LB-363642,2022-07-14,2022-07-14,2022-07-14,6,6,9,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted,True,True,False,"[""ownership_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership.""]",,BLB-2022-07-14-019,BLB-2022-07-14,,,granted,,,,False,Lucca,"Air Ventures, LLC",False,False,"Logan Airport Terminal B East Boston, MA 02128","Air Ventures, LLC",9,"9. Air Ventures, LLC
Doing business as: Lucca
Logan Airport Terminal B East Boston, MA 02128
License #: LB 363642
Holder of an (Airport) Common Victualler 7 Day All-Alcoholic Beverages License has petitioned
for a change of Officers/Directors/LLC Managers. Secondly, has petitioned for a change in
Ownership Interest.
Attorney: Andrew F. Upton

Granted",dd545be90d817ba989271182158d4a73521ed4004565a19cc1a11416ac32dc09,alcohol_explicit,,LB363642,LB 363642,"[""LB-363642""]",explicit_alcohol,"Air Ventures, LLC",Lucca,,[],LB363642,2022/ownership-interest-events.json,"[""ownership_interest_change""]",,,,6,"{""licensee"": ""Air Ventures, LLC"", ""licensee_dba"": ""Lucca"", ""from_address"": ""Logan Airport Terminal B East Boston, MA 02128"", ""transferor"": ""Air Ventures, LLC"", ""transferor_dba"": ""Lucca"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,b3e5522797db46a50d7ed250fd44299f36dc6c96d3b919fb6216fed822dffbe4,"9. Air Ventures, LLC
Doing business as: Lucca
Logan Airport Terminal B East Boston, MA 02128
License #: LB 363642
Holder of an (Airport) Common Victualler 7 Day All-Alcoholic Beverages License has petitioned
for a change of Officers/Directors/LLC Managers. Secondly, has petitioned for a change in
Ownership Interest.
Attorney: Andrew F. Upton

Granted","[""https://www.boston.gov/sites/default/files/file/2022/07/Voting%20Minutes%20-%207-14-22_2.pdf""]",2020-2023,,,,,,"Air Ventures, LLC",Lucca
BLB-2022-07-14-020-ownership,BLB-2022-07-14,b3e5522797db46a50d7ed250fd44299f36dc6c96d3b919fb6216fed822dffbe4,https://www.boston.gov/sites/default/files/file/2022/07/Voting%20Minutes%20-%207-14-22_2.pdf,LB99469,LB-99469,2022-07-14,2022-07-14,2022-07-14,6,6,10,ownership_interest,ownership_application_disposition,ownership_application_disposition,granted,Granted,True,True,False,"[""ownership_interest_change""]",,True,"[""No prior or new equity holders or percentages are stated; officer/manager changes are not substituted for equity ownership.""]",,BLB-2022-07-14-020,BLB-2022-07-14,,,granted,,,,False,Vineyard Grille,"Air Ventures, LLC",False,False,"Logan Airport, Terminal E East Boston, MA 02128","Air Ventures, LLC",10,"10. Air Ventures, LLC
Doing business as: Vineyard Grille
Logan Airport, Terminal E East Boston, MA 02128
License #: LB 99469
Holder of an (Airport) Common Victualler 7 Day All-Alcoholic Beverages License has petitioned
for a change of Officers/Directors/LLC Managers. Secondly, has petitioned for a change in
Ownership Interest.
Attorney: Andrew F. Upton

Granted",93feafeaa0fca69cc9bc89027fb5e94bf7fa3b9fc1fb06d308900fe2153b785b,alcohol_explicit,,LB99469,LB 99469,"[""LB-99469""]",explicit_alcohol,"Air Ventures, LLC",Vineyard Grille,,[],LB99469,2022/ownership-interest-events.json,"[""ownership_interest_change""]",,,,6,"{""licensee"": ""Air Ventures, LLC"", ""licensee_dba"": ""Vineyard Grille"", ""from_address"": ""Logan Airport, Terminal E East Boston, MA 02128"", ""transferor"": ""Air Ventures, LLC"", ""transferor_dba"": ""Vineyard Grille"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null}",[],[],[],False,manually_reviewed,,b3e5522797db46a50d7ed250fd44299f36dc6c96d3b919fb6216fed822dffbe4,"10. Air Ventures, LLC
Doing business as: Vineyard Grille
Logan Airport, Terminal E East Boston, MA 02128
License #: LB 99469
Holder of an (Airport) Common Victualler 7 Day All-Alcoholic Beverages License has petitioned
for a change of Officers/Directors/LLC Managers. Secondly, has petitioned for a change in
Ownership Interest.
Attorney: Andrew F. Upton

Granted","[""https://www.boston.gov/sites/default/files/file/2022/07/Voting%20Minutes%20-%207-14-22_2.pdf""]",2020-2023,,,,,,"Air Ventures, LLC",Vineyard Grille
