event_id,source_id,source_sha256,source_url,license_num,license_number,date,archive_date,document_vote_date,page_start,page_end,item_number,event_type,action_subtype,event_subtype,outcome,outcome_text,decision_bearing,board_granted_application,completed_sale_verified,actions,ambiguity_notes,candidate_id,canonical_source_id,classification,collateral_as_stated,current_lien_verified,disposition,from_address,heading,item,item_text,item_text_sha256,license_id_raw,license_num_as_supplied,license_number_raw,license_numbers,license_scope,licensee,licensee_dba,licensee_heading,normalized_license_num,original_year_artifact,outcome_text_raw,page,parties,pledge_recipient,pledge_recipient_raw,pledge_recipients,pledging_entity,review_status,source_hash,source_quote,source_urls,source_window,to_address,transferee,transferee_dba,transferor,transferor_dba
BLB-2022-02-03-023-pledge,BLB-2022-02-03,6820121d51dca08621bf80056e2f0c0257414522e7e8c0891eaaecc3aa9cb1d2,https://www.boston.gov/sites/default/files/file/2022/02/Voting%20Minutes%20Feb%203.docx.pdf,LB99004,LB-99004,2022-02-03,2022-02-03,2022-02-03,9,9,13,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-02-03-023,BLB-2022-02-03,,,False,granted,"266 Commercial St., Boston, MA 02109","Boston Four Winds, Inc.",13,"13. Boston Four Winds, Inc.

Doing business as: Four Winds Seafood-Grill
266 Commercial St., Boston, MA 02109
License #: LB‑99004
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above‑To: Good Time Hospitality, LLC d/b/a The Flamingo (at the
same location). Tyrone Di Stasi, Manager. Closing hour 2:00 AM. Lastly, has petitioned to
Pledge the License to 266 Commercial Street LLC.
Attorney: Marci Costa

Granted
______________________________________________________________________________",9ce9078b6542f6ebf2313bfa4ab8f6b6b9c70cc8a97a31f8b12fd9e4273e5cec,,LB99004,LB‑99004,"[""LB-99004""]",,"Good Time Hospitality, LLC",The Flamingo,,LB99004,2022/events.json,,9,"{""licensee"": ""Good Time Hospitality, LLC"", ""licensee_dba"": ""The Flamingo"", ""from_address"": ""266 Commercial St., Boston, MA 02109"", ""transferor"": ""Boston Four Winds, Inc."", ""transferor_dba"": ""Four Winds Seafood-Grill"", ""transferee"": ""Good Time Hospitality, LLC"", ""transferee_dba"": ""The Flamingo"", ""to_address"": ""266 Commercial St., Boston, MA 02109"", ""pledge_recipient"": ""266 Commercial Street LLC""}",266 Commercial Street LLC,266 Commercial Street LLC,"[""266 Commercial Street LLC""]",,manually_reviewed,6820121d51dca08621bf80056e2f0c0257414522e7e8c0891eaaecc3aa9cb1d2,"13. Boston Four Winds, Inc.

Doing business as: Four Winds Seafood-Grill
266 Commercial St., Boston, MA 02109
License #: LB‑99004
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above‑To: Good Time Hospitality, LLC d/b/a The Flamingo (at the
same location). Tyrone Di Stasi, Manager. Closing hour 2:00 AM. Lastly, has petitioned to
Pledge the License to 266 Commercial Street LLC.
Attorney: Marci Costa

Granted
______________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/02/Voting%20Minutes%20Feb%203.docx.pdf""]",2020-2023,"266 Commercial St., Boston, MA 02109","Good Time Hospitality, LLC",The Flamingo,"Boston Four Winds, Inc.",Four Winds Seafood-Grill
BLB-2022-02-03-023-transfer,BLB-2022-02-03,6820121d51dca08621bf80056e2f0c0257414522e7e8c0891eaaecc3aa9cb1d2,https://www.boston.gov/sites/default/files/file/2022/02/Voting%20Minutes%20Feb%203.docx.pdf,LB99004,LB-99004,2022-02-03,2022-02-03,2022-02-03,9,9,13,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-02-03-023,BLB-2022-02-03,,,,granted,"266 Commercial St., Boston, MA 02109","Boston Four Winds, Inc.",13,"13. Boston Four Winds, Inc.

Doing business as: Four Winds Seafood-Grill
266 Commercial St., Boston, MA 02109
License #: LB‑99004
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above‑To: Good Time Hospitality, LLC d/b/a The Flamingo (at the
same location). Tyrone Di Stasi, Manager. Closing hour 2:00 AM. Lastly, has petitioned to
Pledge the License to 266 Commercial Street LLC.
Attorney: Marci Costa

Granted
______________________________________________________________________________",9ce9078b6542f6ebf2313bfa4ab8f6b6b9c70cc8a97a31f8b12fd9e4273e5cec,,LB99004,LB‑99004,"[""LB-99004""]",,"Boston Four Winds, Inc.",Four Winds Seafood-Grill,,LB99004,2022/events.json,,9,"{""licensee"": ""Boston Four Winds, Inc."", ""licensee_dba"": ""Four Winds Seafood-Grill"", ""from_address"": ""266 Commercial St., Boston, MA 02109"", ""transferor"": ""Boston Four Winds, Inc."", ""transferor_dba"": ""Four Winds Seafood-Grill"", ""transferee"": ""Good Time Hospitality, LLC"", ""transferee_dba"": ""The Flamingo"", ""to_address"": ""266 Commercial St., Boston, MA 02109""}",,,,,manually_reviewed,6820121d51dca08621bf80056e2f0c0257414522e7e8c0891eaaecc3aa9cb1d2,"13. Boston Four Winds, Inc.

Doing business as: Four Winds Seafood-Grill
266 Commercial St., Boston, MA 02109
License #: LB‑99004
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above‑To: Good Time Hospitality, LLC d/b/a The Flamingo (at the
same location). Tyrone Di Stasi, Manager. Closing hour 2:00 AM. Lastly, has petitioned to
Pledge the License to 266 Commercial Street LLC.
Attorney: Marci Costa

Granted
______________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/02/Voting%20Minutes%20Feb%203.docx.pdf""]",2020-2023,"266 Commercial St., Boston, MA 02109","Good Time Hospitality, LLC",The Flamingo,"Boston Four Winds, Inc.",Four Winds Seafood-Grill
BLB-2022-02-17-024-transfer,BLB-2022-02-17,63e8e5042a2c13bd5b5e5eb0a4ec227371ac49b4138445531e38faf46dce0872,https://www.boston.gov/sites/default/files/file/2022/02/Voting%20Minutes%20Feb.%2017%202022.docx.pdf,LB98952,LB-98952,2022-02-17,2022-02-17,2022-02-17,8,8,14,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-02-17-024,BLB-2022-02-17,,,,granted,"909 Boylston Street, Boston,. MA 02115","Auditorium Cafe, Inc.",14,"14. Auditorium Cafe, Inc.
Doing business as: The Pour House
909 Boylston Street, Boston,. MA 02115
License #: LB-98952
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
transfer the license from the above - To: 907 Boylston Street LLC d/b/a The Pour House (at the
same location).
Steven R. Brooks, Manager. 2:00 AM Closing Hour.
Attorney: Jon D. Aieta

Granted",2e4de5b249d01c7a3caaa21445c15d06fc23010e3570e3e2d1a6814a7fd9419c,,LB98952,LB-98952,"[""LB-98952""]",,"Auditorium Cafe, Inc.",The Pour House,,LB98952,2022/events.json,,8,"{""licensee"": ""Auditorium Cafe, Inc."", ""licensee_dba"": ""The Pour House"", ""from_address"": ""909 Boylston Street, Boston,. MA 02115"", ""transferor"": ""Auditorium Cafe, Inc."", ""transferor_dba"": ""The Pour House"", ""transferee"": ""907 Boylston Street LLC"", ""transferee_dba"": ""The Pour House"", ""to_address"": ""909 Boylston Street, Boston,. MA 02115""}",,,,,manually_reviewed,63e8e5042a2c13bd5b5e5eb0a4ec227371ac49b4138445531e38faf46dce0872,"14. Auditorium Cafe, Inc.
Doing business as: The Pour House
909 Boylston Street, Boston,. MA 02115
License #: LB-98952
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
transfer the license from the above - To: 907 Boylston Street LLC d/b/a The Pour House (at the
same location).
Steven R. Brooks, Manager. 2:00 AM Closing Hour.
Attorney: Jon D. Aieta

Granted","[""https://www.boston.gov/sites/default/files/file/2022/02/Voting%20Minutes%20Feb.%2017%202022.docx.pdf""]",2020-2023,"909 Boylston Street, Boston,. MA 02115",907 Boylston Street LLC,The Pour House,"Auditorium Cafe, Inc.",The Pour House
BLB-2022-02-17-025-transfer,BLB-2022-02-17,63e8e5042a2c13bd5b5e5eb0a4ec227371ac49b4138445531e38faf46dce0872,https://www.boston.gov/sites/default/files/file/2022/02/Voting%20Minutes%20Feb.%2017%202022.docx.pdf,LB99116,LB-99116,2022-02-17,2022-02-17,2022-02-17,9,9,15,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-02-17-025,BLB-2022-02-17,,,,granted,"439 Tremont Street, Boston, MA 02116","Cuisiners, Inc.",15,"15. Cuisiners, Inc.
Doing business as: Masa Restaurant
439 Tremont Street, Boston, MA 02116
License #: LB-99116
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
transfer the license from the above - To: 418RE-One Appleton, LLC d/b/a Reunion BBQ (at the
same location). Jessica Jimenez-Rivera, Manager. 1:00 AM Closing Hour. Lastly, has petitioned
for an approval of a management agreement between 418RE- One Appleton, LLC. and Reunion
BBQ, LLC.
Attorney: Dennis A. Quilty

Granted",c925ea59c4590f5b5946dda42f5ae972d550afbc168d302c760bd72ab4298f64,,LB99116,LB-99116,"[""LB-99116""]",,"Cuisiners, Inc.",Masa Restaurant,,LB99116,2022/events.json,,9,"{""licensee"": ""Cuisiners, Inc."", ""licensee_dba"": ""Masa Restaurant"", ""from_address"": ""439 Tremont Street, Boston, MA 02116"", ""transferor"": ""Cuisiners, Inc."", ""transferor_dba"": ""Masa Restaurant"", ""transferee"": ""418RE-One Appleton, LLC"", ""transferee_dba"": ""Reunion BBQ"", ""to_address"": ""439 Tremont Street, Boston, MA 02116""}",,,,,manually_reviewed,63e8e5042a2c13bd5b5e5eb0a4ec227371ac49b4138445531e38faf46dce0872,"15. Cuisiners, Inc.
Doing business as: Masa Restaurant
439 Tremont Street, Boston, MA 02116
License #: LB-99116
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
transfer the license from the above - To: 418RE-One Appleton, LLC d/b/a Reunion BBQ (at the
same location). Jessica Jimenez-Rivera, Manager. 1:00 AM Closing Hour. Lastly, has petitioned
for an approval of a management agreement between 418RE- One Appleton, LLC. and Reunion
BBQ, LLC.
Attorney: Dennis A. Quilty

Granted","[""https://www.boston.gov/sites/default/files/file/2022/02/Voting%20Minutes%20Feb.%2017%202022.docx.pdf""]",2020-2023,"439 Tremont Street, Boston, MA 02116","418RE-One Appleton, LLC",Reunion BBQ,"Cuisiners, Inc.",Masa Restaurant
BLB-2022-03-03-011-pledge,BLB-2022-03-03,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,LB447986,LB-447986,2022-03-03,2022-03-03,2022-03-03,4,4,5,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-03-03-011,BLB-2022-03-03,,,False,granted,"86 Massachusetts Ave., Boston, MA 02115","86 Mass Ave Wild Duck, Inc.",5,"5. 86 Mass Ave Wild Duck, Inc.

Doing business as: Wild Duck
86 Massachusetts Ave., Boston, MA 02115
License #: LB‑447986
Holder of a Retail Package Store All‑Alcoholic Beverages License has petitioned to Pledge the
License & Inventory to Rockland Trust Company.
Attorney: John M. Mooradian

Granted
______________________________________________________________________________",0ed9fb760f33fb659874c2d1af2b428a19f7b3804c2576b6f644ea8f63b1d7ee,,LB447986,LB‑447986,"[""LB-447986""]",,"86 Mass Ave Wild Duck, Inc.",Wild Duck,,LB447986,2022/events.json,,4,"{""licensee"": ""86 Mass Ave Wild Duck, Inc."", ""licensee_dba"": ""Wild Duck"", ""from_address"": ""86 Massachusetts Ave., Boston, MA 02115"", ""transferor"": ""86 Mass Ave Wild Duck, Inc."", ""transferor_dba"": ""Wild Duck"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null, ""pledge_recipient"": ""Rockland Trust Company""}",Rockland Trust Company,Rockland Trust Company,"[""Rockland Trust Company""]",,manually_reviewed,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,"5. 86 Mass Ave Wild Duck, Inc.

Doing business as: Wild Duck
86 Massachusetts Ave., Boston, MA 02115
License #: LB‑447986
Holder of a Retail Package Store All‑Alcoholic Beverages License has petitioned to Pledge the
License & Inventory to Rockland Trust Company.
Attorney: John M. Mooradian

Granted
______________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf""]",2020-2023,,,,"86 Mass Ave Wild Duck, Inc.",Wild Duck
BLB-2022-03-03-012-pledge,BLB-2022-03-03,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,LB98922,LB-98922,2022-03-03,2022-03-03,2022-03-03,5,5,6,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-03-03-012,BLB-2022-03-03,,,False,granted,"33 North Sq., Boston, MA 02113","Flagship Restaurant Group, LLC",6,"6. Flagship Restaurant Group, LLC

Doing business as: Forcella
33 North Sq., Boston, MA 02113
License #: LB‑98922
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to Pledge
the License to John Paulo Gaio Da Claudina.
Attorney: Dennis A. Quilty

Granted
_____________________________________________________________________________",a0f9f95d71f11a08db3c7089fdad4aca7733a8d4b84c9e804dc8fe955f178545,,LB98922,LB‑98922,"[""LB-98922""]",,"Flagship Restaurant Group, LLC",Forcella,,LB98922,2022/events.json,,5,"{""licensee"": ""Flagship Restaurant Group, LLC"", ""licensee_dba"": ""Forcella"", ""from_address"": ""33 North Sq., Boston, MA 02113"", ""transferor"": ""Flagship Restaurant Group, LLC"", ""transferor_dba"": ""Forcella"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null, ""pledge_recipient"": ""John Paulo Gaio Da Claudina""}",John Paulo Gaio Da Claudina,John Paulo Gaio Da Claudina,"[""John Paulo Gaio Da Claudina""]",,manually_reviewed,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,"6. Flagship Restaurant Group, LLC

Doing business as: Forcella
33 North Sq., Boston, MA 02113
License #: LB‑98922
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to Pledge
the License to John Paulo Gaio Da Claudina.
Attorney: Dennis A. Quilty

Granted
_____________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf""]",2020-2023,,,,"Flagship Restaurant Group, LLC",Forcella
BLB-2022-03-03-013-pledge,BLB-2022-03-03,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,LB101981,LB-101981,2022-03-03,2022-03-03,2022-03-03,5,5,7,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-03-03-013,BLB-2022-03-03,,,False,granted,"336 K St., South Boston, MA 02127","Boston Liquor Group, Inc.",7,"7. Boston Liquor Group, Inc.

Doing business as: The Liquor & Wine Emporium
336 K St., South Boston, MA 02127
License #: LB‑101981
Holder of a Retail Package Store All‑Alcoholic Beverages License has petitioned to Pledge the
License/Stock/Inventory to Middlesex Federal Savings Bank.
Attorney: Nelson C. Chang

Granted
______________________________________________________________________________",1998df7fe3d77b0eae4b644621d00ecbc45ae083eb552c6bc0d8266c2e2f3483,,LB101981,LB‑101981,"[""LB-101981""]",,"Boston Liquor Group, Inc.",The Liquor & Wine Emporium,,LB101981,2022/events.json,,5,"{""licensee"": ""Boston Liquor Group, Inc."", ""licensee_dba"": ""The Liquor & Wine Emporium"", ""from_address"": ""336 K St., South Boston, MA 02127"", ""transferor"": ""Boston Liquor Group, Inc."", ""transferor_dba"": ""The Liquor & Wine Emporium"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null, ""pledge_recipient"": ""Middlesex Federal Savings Bank""}",Middlesex Federal Savings Bank,Middlesex Federal Savings Bank,"[""Middlesex Federal Savings Bank""]",,manually_reviewed,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,"7. Boston Liquor Group, Inc.

Doing business as: The Liquor & Wine Emporium
336 K St., South Boston, MA 02127
License #: LB‑101981
Holder of a Retail Package Store All‑Alcoholic Beverages License has petitioned to Pledge the
License/Stock/Inventory to Middlesex Federal Savings Bank.
Attorney: Nelson C. Chang

Granted
______________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf""]",2020-2023,,,,"Boston Liquor Group, Inc.",The Liquor & Wine Emporium
BLB-2022-03-03-014-pledge,BLB-2022-03-03,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,LB101880,LB-101880,2022-03-03,2022-03-03,2022-03-03,5,5,8,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-03-03-014,BLB-2022-03-03,,,False,granted,"474 E Eighth St., South Boston, MA 02127","Boston Liquor Group II, Inc.",8,"8. Boston Liquor Group II, Inc.

Doing business as: Eastside Market
474 E Eighth St., South Boston, MA 02127
License #: LB‑101880
Holder of a Retail Package Store All‑Alcoholic Beverages License has petitioned to change the
d/b/a of the licensed business – From: Eastside Market To: Southie Wine & Spirits. Secondly,
has petitioned to Pledge the License/Inventory/Stock to Middlesex Federal Savings Bank.
Attorney: Nelson C. Chang, Esq.

Granted",22e76be0120a4eb192be3bd7fd1d69a974357ae895f3be841daffbe2b97e379e,,LB101880,LB‑101880,"[""LB-101880""]",,"Boston Liquor Group II, Inc.",Eastside Market,,LB101880,2022/events.json,,5,"{""licensee"": ""Boston Liquor Group II, Inc."", ""licensee_dba"": ""Eastside Market"", ""from_address"": ""474 E Eighth St., South Boston, MA 02127"", ""transferor"": ""Boston Liquor Group II, Inc."", ""transferor_dba"": ""Eastside Market"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null, ""pledge_recipient"": ""Middlesex Federal Savings Bank""}",Middlesex Federal Savings Bank,Middlesex Federal Savings Bank,"[""Middlesex Federal Savings Bank""]",,manually_reviewed,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,"8. Boston Liquor Group II, Inc.

Doing business as: Eastside Market
474 E Eighth St., South Boston, MA 02127
License #: LB‑101880
Holder of a Retail Package Store All‑Alcoholic Beverages License has petitioned to change the
d/b/a of the licensed business – From: Eastside Market To: Southie Wine & Spirits. Secondly,
has petitioned to Pledge the License/Inventory/Stock to Middlesex Federal Savings Bank.
Attorney: Nelson C. Chang, Esq.

Granted","[""https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf""]",2020-2023,,,,"Boston Liquor Group II, Inc.",Eastside Market
BLB-2022-03-03-024-transfer,BLB-2022-03-03,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,LB101581,LB-101581,2022-03-03,2022-03-03,2022-03-03,9,9,18,license_transfer,transfer_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-03-03-024,BLB-2022-03-03,,,,granted,"149 Charles St., Boston, MA 02114","Beacon Hill Pub, LLC",18,"18. Beacon Hill Pub, LLC

Doing business as: Beacon Hill Pub
149 Charles St., Boston, MA 02114
License #: LB‑101581
Holder of a General on Premise All‑Alcoholic Beverages license has petitioned to transfer the
licensed business from the above – To: 149 Charles Pub LLC d/b/a Charles Street Pub (at the
same location). Chaz Fisher, Manager. 2:00 AM Closing Hour.
Attorney: Chaz Fisher

Granted
______________________________________________________________________________",0d523b1aa04463fdd34f83cad67ff7726ff5b2b6b642d493413c369dc0c313a7,,LB101581,LB‑101581,"[""LB-101581""]",,"Beacon Hill Pub, LLC",Beacon Hill Pub,,LB101581,2022/events.json,,9,"{""licensee"": ""Beacon Hill Pub, LLC"", ""licensee_dba"": ""Beacon Hill Pub"", ""from_address"": ""149 Charles St., Boston, MA 02114"", ""transferor"": ""Beacon Hill Pub, LLC"", ""transferor_dba"": ""Beacon Hill Pub"", ""transferee"": ""149 Charles Pub LLC"", ""transferee_dba"": ""Charles Street Pub"", ""to_address"": ""149 Charles St., Boston, MA 02114""}",,,,,manually_reviewed,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,"18. Beacon Hill Pub, LLC

Doing business as: Beacon Hill Pub
149 Charles St., Boston, MA 02114
License #: LB‑101581
Holder of a General on Premise All‑Alcoholic Beverages license has petitioned to transfer the
licensed business from the above – To: 149 Charles Pub LLC d/b/a Charles Street Pub (at the
same location). Chaz Fisher, Manager. 2:00 AM Closing Hour.
Attorney: Chaz Fisher

Granted
______________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf""]",2020-2023,"149 Charles St., Boston, MA 02114",149 Charles Pub LLC,Charles Street Pub,"Beacon Hill Pub, LLC",Beacon Hill Pub
BLB-2022-03-03-025-pledge,BLB-2022-03-03,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,LB99063,LB-99063,2022-03-03,2022-03-03,2022-03-03,10,10,19,license_pledge,pledge_application_disposition,,granted,Granted,True,True,False,,[],BLB-2022-03-03-025,BLB-2022-03-03,,,False,granted,"225 Northern Ave., Boston, MA 02210","Lsfw, LLC",19,"19. Lsfw, LLC

Doing business as: LTK Bar and Kitchen
225 Northern Ave., Boston, MA 02210
License #: LB‑99063
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above ‑ To: CMG 225 Northern Ave LLC (at the same location).
Mark Malatesta, Manager. 2:00AM Closing Hour. Secondly, has petitioned to change the
description of the licensed premise ‑ From: In two rooms on the ground floor; kitchen and
storage in the rear and to include outdoor seasonal dining from April through October for 32
patrons on private property. To: 5,368SF; in two rooms; one main room on ground floor with
main dining area and bar seating with an additional room for private dining; 1,488sf kitchen and
storage in rear; one main entrance/exit; 5 additional emergency exits. Third, has asked for
removal of current license conditions which include: PATIO CONDITIONS: 1.) ALCOHOLIC
BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE
STAFFED AT ALL TIMES. PATIO HOURS: MONDAY‑SUNDAY 2:00 AM CLOSING
HOUR. 10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.
Lastly has petitioned to Pledge the License to Seaport Realty Company LLC.
Attorney: Kristen L. Scanlon

Granted
______________________________________________________________________________",a52950fd4e9244f7dda14c5873d971eb20e8b21ee577a40c96510570e65e8630,,LB99063,LB‑99063,"[""LB-99063""]",,CMG 225 Northern Ave LLC,,,LB99063,2022/events.json,,10,"{""licensee"": ""CMG 225 Northern Ave LLC"", ""licensee_dba"": null, ""from_address"": ""225 Northern Ave., Boston, MA 02210"", ""transferor"": ""Lsfw, LLC"", ""transferor_dba"": ""LTK Bar and Kitchen"", ""transferee"": ""CMG 225 Northern Ave LLC"", ""transferee_dba"": null, ""to_address"": ""225 Northern Ave., Boston, MA 02210"", ""pledge_recipient"": ""Seaport Realty Company LLC""}",Seaport Realty Company LLC,Seaport Realty Company LLC,"[""Seaport Realty Company LLC""]",,manually_reviewed,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,"19. Lsfw, LLC

Doing business as: LTK Bar and Kitchen
225 Northern Ave., Boston, MA 02210
License #: LB‑99063
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above ‑ To: CMG 225 Northern Ave LLC (at the same location).
Mark Malatesta, Manager. 2:00AM Closing Hour. Secondly, has petitioned to change the
description of the licensed premise ‑ From: In two rooms on the ground floor; kitchen and
storage in the rear and to include outdoor seasonal dining from April through October for 32
patrons on private property. To: 5,368SF; in two rooms; one main room on ground floor with
main dining area and bar seating with an additional room for private dining; 1,488sf kitchen and
storage in rear; one main entrance/exit; 5 additional emergency exits. Third, has asked for
removal of current license conditions which include: PATIO CONDITIONS: 1.) ALCOHOLIC
BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE
STAFFED AT ALL TIMES. PATIO HOURS: MONDAY‑SUNDAY 2:00 AM CLOSING
HOUR. 10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.
Lastly has petitioned to Pledge the License to Seaport Realty Company LLC.
Attorney: Kristen L. Scanlon

Granted
______________________________________________________________________________","[""https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf""]",2020-2023,"225 Northern Ave., Boston, MA 02210",CMG 225 Northern Ave LLC,,"Lsfw, LLC",LTK Bar and Kitchen
