event_id,source_id,license_num,license_number_as_printed,license_id_missing,decision_date,event_type,action_subtype,outcome,outcome_text,board_granted_application,referenced_approval_date,transferor,transferor_dba,transferee,transferee_dba,licensee_heading,pledge_recipient,from_address,to_address,source_url,source_page_url,page_start,page_end,item_number,ambiguity_notes
BLB-2024-04-25-T-16,BLB-2024-04-25,LB101570,LB-101570,False,2024-04-25,license_transfer,transfer_application_disposition,granted,Granted,True,,"Nusret Boston, LLC",Nusret Steakhouse,Jewel Box LLC,Bon Mar,,BioMed Realty Holdings LLC,"100 Arlington St, Boston, MA 02116","601 Congress Street, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf#page=8,8,8,16,[]
BLB-2024-04-25-P-1,BLB-2024-04-25,LB99150,LB-99150,False,2024-04-25,license_pledge,pledge_release_acknowledgment,acknowledged,Acknowledged,False,,Flatbread Boston Landing LLC,Flatbread Company,,,,Newburyport Five Cents Savings Bank,"76 Guest Street, Brighton, MA 02135",,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf,https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-25-24_0.pdf#page=12,12,12,1,"[""Acknowledged release of prior pledges/security interests, not approval of a new pledge.""]"
BLB-2024-05-01-T-10,BLB-2024-05-01,LB101975,LB-101975,False,2024-05-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"PQT, Inc.",Green Gardens Liquor & Deli,"VJ Partners, Inc.",Green Gardens Liquor & Deli,,,"35 W Milton St, Hyde Park, MA 02136","35 W Milton St, Hyde Park, MA 02136",https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf,https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf#page=6,6,6,10,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-05-01-T-11,BLB-2024-05-01,LB101580,LB-101580,False,2024-05-01,license_transfer,transfer_application_disposition,granted,Granted,True,,100 Stuart LLC,Metro,"Big House, LLC",BSMNT,,,"100 Stuart St, Boston MA 02116","100 Stuart St, Boston MA 02116",https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf,https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf#page=7,7,7,11,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-05-01-T-12,BLB-2024-05-01,LB445626,LB-445626,False,2024-05-01,license_transfer,transfer_application_disposition,granted,Granted,True,,Ash and Ben LLC,Sushi Kappo,"OMI Symphony, Inc.",OMI Korean Grill,,,"86 Peterborough St, Boston, MA 02215","267 Huntington Ave, Boston, MA 02115",https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf,https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf#page=7,7,7,12,[]
BLB-2024-05-01-T-13,BLB-2024-05-01,LB98996,LB-98996,False,2024-05-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"Laura’s Place, Inc.",,"The Pearl Group at Boston Landing, LLC",The Pearl,,,"688A Columbia Rd, Dorchester, MA 02125","67-69 Guest Street, Boston, MA 02135",https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf,https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf#page=7,7,7,13,[]
BLB-2024-05-01-P-14,BLB-2024-05-01,LB99415,LB-99415,False,2024-05-01,license_pledge,pledge_application_disposition,granted,Granted,True,,"Pho on Thayer, LLC",Pho on Thayer,Nowon Seaport LLC,Nowon Seaport,,Northern Bank,"11 Thayer St, Roxbury, MA 02118","117 Seaport Blvd, Boston, MA 02110",https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf,https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf#page=8,8,8,14,[]
BLB-2024-05-01-T-14,BLB-2024-05-01,LB99415,LB-99415,False,2024-05-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"Pho on Thayer, LLC",Pho on Thayer,Nowon Seaport LLC,Nowon Seaport,,Northern Bank,"11 Thayer St, Roxbury, MA 02118","117 Seaport Blvd, Boston, MA 02110",https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf,https://www.boston.gov/sites/default/files/file/2024/05/BLB%20Voting%20Minutes%205-1-24.pdf#page=8,8,8,14,[]
BLB-2024-05-23-P-16,BLB-2024-05-23,LB101975,LB-101975,False,2024-05-23,license_pledge,pledge_application_disposition,granted,Granted,True,,"PQT, INC.",Green Gardens Liquor & Deli,"VJ Partners, Inc.",Green Gardens Liquor & Deli,,"PQT, Inc.","35 W Milton St, Hyde Park, MA 02136","35 W Milton St, Hyde Park, MA 02136",https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf#page=8,8,8,16,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-05-23-T-16,BLB-2024-05-23,LB101975,LB-101975,False,2024-05-23,license_transfer,transfer_application_disposition,granted,Granted,True,,"PQT, INC.",Green Gardens Liquor & Deli,"VJ Partners, Inc.",Green Gardens Liquor & Deli,,"PQT, Inc.","35 W Milton St, Hyde Park, MA 02136","35 W Milton St, Hyde Park, MA 02136",https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf#page=8,8,8,16,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-05-23-T-17,BLB-2024-05-23,LB99645,LB-99645,False,2024-05-23,license_transfer,transfer_application_disposition,granted,Granted,True,,Qdoba Restaurant Corporation,Qdoba Mexican Eats,"Evergreen Eatery, Inc.",Evergreen Eatery and Cafe,,,"17-23 Forsyth St, Boston, MA 02115","154 Green St, Boston, MA 02130",https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/05/Voting%20Minutes%205_23_24.docx.pdf#page=8,8,8,17,[]
BLB-2024-06-06-P-7,BLB-2024-06-06,LB99038,LB-99038,False,2024-06-06,license_pledge,pledge_application_disposition,granted,Granted,True,,"B. Stone, Inc.",The Blarney Stone,"Jodayaanfre, Inc.",Acapella’s,,"B. Stone, Inc.","1505 Dorchester Ave, Dorchester, MA 02122","1505 Dorchester Ave, Dorchester, MA 02122",https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf#page=5,5,5,7,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-06-06-T-7,BLB-2024-06-06,LB99038,LB-99038,False,2024-06-06,license_transfer,transfer_application_disposition,granted,Granted,True,,"B. Stone, Inc.",The Blarney Stone,"Jodayaanfre, Inc.",Acapella’s,,"B. Stone, Inc.","1505 Dorchester Ave, Dorchester, MA 02122","1505 Dorchester Ave, Dorchester, MA 02122",https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf#page=5,5,5,7,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-06-06-T-8,BLB-2024-06-06,LB99570,LB-99570,False,2024-06-06,license_transfer,transfer_application_disposition,granted,Granted,True,,"Beacon Hill Hospitality Group, Inc.",Bin 26 Enoteca,Biscay LLC,Zurito,,,"20-26 Charles St, Boston, MA 02114","20-26 Charles St, Boston, MA 02114",https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf#page=5,5,5,8,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-06-06-T-9,BLB-2024-06-06,LB98996,LB-98996,False,2024-06-06,license_transfer,transfer_application_disposition,granted,Granted,True,,"Laura’s Place, Inc.",,"The Pearl Group at Boston Landing, LLC",The Pearl,,,"688A Columbia Rd, Dorchester, MA 02125","67-69 Guest Street, Boston, MA 02135",https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf#page=6,6,6,9,[]
BLB-2024-06-06-T-5,BLB-2024-06-06,LB99643,LB-99643,False,2024-06-06,license_transfer,transfer_revocation_notice,acknowledged,Acknowledged,False,2024-03-28,"Mirage Charcoal Kebab, Inc.",Zen Restaurant,LZZ LLC,Zen Japanese Grill and Sushi Bar,,,"21A Beacon St., Boston, MA 02109","21A Beacon St., Boston, MA 02109",https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-6-24.docx%20%281%29.pdf#page=10,10,10,5,"[""Board acknowledged seller and buyer notice of mutual intent to revoke the March 28 transfer; source says purchase and sale agreement was voided. This is not a new grant or proof of a completed sale.""]"
BLB-2024-06-26-P-15,BLB-2024-06-26,LB99458,LB-99458,False,2024-06-26,license_pledge,pledge_application_disposition,granted,"Granted
The Board lifts the transferor’s indefinite suspension for the purpose of transferring the license
The Board notes that any future transfer should include a review of the license’s disciplinary
history",True,,Russian Benevolent Society,Crystal Restaurant/Garage Room,"Keryan & Co, Inc.",Jana Grill & Bar,,"Russian Benevolent Society, Inc.","14-20 Linden St, Allston, MA 02134","14-20 Linden St, Allston, MA 02134",https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-26-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-26-24.docx.pdf#page=7,7,7,15,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-06-26-T-15,BLB-2024-06-26,LB99458,LB-99458,False,2024-06-26,license_transfer,transfer_application_disposition,granted,"Granted
The Board lifts the transferor’s indefinite suspension for the purpose of transferring the license
The Board notes that any future transfer should include a review of the license’s disciplinary
history",True,,Russian Benevolent Society,Crystal Restaurant/Garage Room,"Keryan & Co, Inc.",Jana Grill & Bar,,"Russian Benevolent Society, Inc.","14-20 Linden St, Allston, MA 02134","14-20 Linden St, Allston, MA 02134",https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-26-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-26-24.docx.pdf#page=7,7,7,15,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-06-26-T-16,BLB-2024-06-26,LB99719,LB-99719,False,2024-06-26,license_transfer,transfer_application_disposition,granted,Granted,True,,Street Prince LLC,,Pappare LLC,Pappare Ristorante,,,"48 Temple Place, Boston, MA 02111","358-364 Hanover Street, Boston, MA 02113",https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-26-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-26-24.docx.pdf#page=8,8,8,16,[]
BLB-2024-06-26-T-17,BLB-2024-06-26,LB99010,LB-99010,False,2024-06-26,license_transfer,transfer_application_disposition,granted,Granted,True,,"BMS After Dark, Inc.",3380 Bar & Grille,Street Prince LLC,Hobgoblin,,,"3380 Washington St, Jamaica Plain, MA 02130","48 Temple Place, Boston, MA 02111",https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-26-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/06/Voting%20Minutes%206-26-24.docx.pdf#page=8,8,8,17,[]
BLB-2024-07-11-P-5,BLB-2024-07-11,LB99457,LB-99457,False,2024-07-11,license_pledge,pledge_application_disposition,granted,Granted,True,,"CMG CP1, LLC",Caveau,,,,Eastern Bank,"1-3 Center Plaza, Boston, MA 02108",,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf#page=3,3,3,5,[]
BLB-2024-07-11-P-9,BLB-2024-07-11,LB101897,LB-101897,False,2024-07-11,license_pledge,pledge_application_disposition,granted,Granted,True,,JNT Package Corporation,ODB Liquors,Surya Narayan Corporation,Hyde Park Liquor,,Rockland Trust Company,"1253 Hyde Park Ave, Hyde Park, MA 02136","1253 Hyde Park Ave, Hyde Park, MA 02136",https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf#page=4,4,4,9,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-07-11-T-9,BLB-2024-07-11,LB101897,LB-101897,False,2024-07-11,license_transfer,transfer_application_disposition,granted,Granted,True,,JNT Package Corporation,ODB Liquors,Surya Narayan Corporation,Hyde Park Liquor,,Rockland Trust Company,"1253 Hyde Park Ave, Hyde Park, MA 02136","1253 Hyde Park Ave, Hyde Park, MA 02136",https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf#page=4,4,4,9,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-07-11-T-10,BLB-2024-07-11,LB99152,LB-99152,False,2024-07-11,license_transfer,transfer_application_disposition,granted,Granted,True,,"Lola 42 Restaurant, LLC",Lola 42,"Lola 42 Restaurant Boston, LLC",Lola 42,,,"22 Liberty Drive, Boston, MA 02210","22 Liberty Drive, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf#page=5,5,5,10,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-07-11-T-11,BLB-2024-07-11,LB99459,LB-99459,False,2024-07-11,license_transfer,transfer_application_disposition,granted,"Granted, with patio closing hour of 10:00 PM",True,,"Atlantico, LLC",Atlantico,Five Iron Golf Seaport LLC,Five Iron Golf,,,"600 Harrison Ave, Roxbury, MA 02118","311 Summer Street, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf#page=5,5,5,11,[]
BLB-2024-07-11-P-12,BLB-2024-07-11,LB99633,LB-99633,False,2024-07-11,license_pledge,pledge_application_disposition,granted,Granted,True,,"Allston Rock City, LLC",Fields West,"SB 201 Brookline Ave, LLC",Shy Bird,,Cambridge Savings Bank,"87 Glenville Ave, Allston, MA 02134","201 Brookline Ave, Boston, MA 02215",https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf#page=5,5,5,12,[]
BLB-2024-07-11-T-12,BLB-2024-07-11,LB99633,LB-99633,False,2024-07-11,license_transfer,transfer_application_disposition,granted,Granted,True,,"Allston Rock City, LLC",Fields West,"SB 201 Brookline Ave, LLC",Shy Bird,,Cambridge Savings Bank,"87 Glenville Ave, Allston, MA 02134","201 Brookline Ave, Boston, MA 02215",https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf,https://www.boston.gov/sites/default/files/file/2024/07/Voting%20Agenda%20July%2011.docx_2.pdf#page=5,5,5,12,[]
BLB-2024-08-01-P-8,BLB-2024-08-01,LB99655,LB-99655,False,2024-08-01,license_pledge,pledge_application_disposition,granted,Granted,True,,CAMI 1974 Corporation,Melodias,,,,Eastern Bank,"1045 Saratoga St, East Boston, MA 02128",,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=5,5,5,8,[]
BLB-2024-08-01-T-14,BLB-2024-08-01,LB99161,LB-99161,False,2024-08-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"S&A P-12 Hospitality, LLC",,"Cruise Hospitality, LLC",AVRA,,,"1001 Boylston St, Boston, MA 02215","1001 Boylston St, Boston, MA 02215",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=7,7,7,14,"[""Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license."", ""Destination address carried from explicit same-location statement.""]"
BLB-2024-08-01-T-15,BLB-2024-08-01,LB99783,LB-99783,False,2024-08-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"552 Tremont, LLC",The Butcher Shop,PAG Tremont 552 LLC,,,,"552 Tremont St, Roxbury, MA 02118","552 Tremont St, Roxbury, MA 02118",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=7,7,7,15,"[""Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license."", ""Destination address carried from explicit same-location statement.""]"
BLB-2024-08-01-P-16,BLB-2024-08-01,LB99136,LB-99136,False,2024-08-01,license_pledge,pledge_application_disposition,granted,Granted,True,,"AC NEP, LLC",Dorset Hall,Moville Inc.,McGonagle’s,,Northern Bank and Trust Company,"367-371 Neponset Ave, Dorchester, MA 02122","367-371 Neponset Ave, Dorchester, MA 02122",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=7,7,7,16,"[""Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license."", ""Destination address carried from explicit same-location statement.""]"
BLB-2024-08-01-T-16,BLB-2024-08-01,LB99136,LB-99136,False,2024-08-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"AC NEP, LLC",Dorset Hall,Moville Inc.,McGonagle’s,,Northern Bank and Trust Company,"367-371 Neponset Ave, Dorchester, MA 02122","367-371 Neponset Ave, Dorchester, MA 02122",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=7,7,7,16,"[""Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license."", ""Destination address carried from explicit same-location statement.""]"
BLB-2024-08-01-P-17,BLB-2024-08-01,LB98901,LB-98901,False,2024-08-01,license_pledge,pledge_application_disposition,granted,Granted,True,,"RYGUY, LLC",The Emory,Taco Azul Boston LLC,Taco Azul,,"Webster Bank, National Association","21 Beacon St, Boston, MA 02108","21 Beacon St, Boston, MA 02108",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=8,8,8,17,"[""Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license."", ""Destination address carried from explicit same-location statement.""]"
BLB-2024-08-01-T-17,BLB-2024-08-01,LB98901,LB-98901,False,2024-08-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"RYGUY, LLC",The Emory,Taco Azul Boston LLC,Taco Azul,,"Webster Bank, National Association","21 Beacon St, Boston, MA 02108","21 Beacon St, Boston, MA 02108",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=8,8,8,17,"[""Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license."", ""Destination address carried from explicit same-location statement.""]"
BLB-2024-08-01-T-18,BLB-2024-08-01,LB99246,LB-99246,False,2024-08-01,license_transfer,transfer_application_disposition,granted,"Granted - Condition: Any subsequent management agreement or transfer at the same location
requires a community process at the discretion of the Board.",True,,"East Coast Eats, Inc.",Silvertone Bar & Grill,10 World Trade LHI LLC,,,,"69 Bromfield St, Boston, MA 02108","10 World Trade Center Ave, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=8,8,8,18,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-08-01-P-19,BLB-2024-08-01,LB99092,LB-99092,False,2024-08-01,license_pledge,pledge_application_disposition,granted,Granted,True,,"G&V Ice Cream and Sub, Inc.",Don’t Tell Aunty,Early Monsoon LLC,Don’t Tell Aunty,,Rockland Trust Company,"1122 Boylston St, Boston, MA 02215","1080 Boylston Street, Boston, MA 02215",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=9,9,9,19,[]
BLB-2024-08-01-T-19,BLB-2024-08-01,LB99092,LB-99092,False,2024-08-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"G&V Ice Cream and Sub, Inc.",Don’t Tell Aunty,Early Monsoon LLC,Don’t Tell Aunty,,Rockland Trust Company,"1122 Boylston St, Boston, MA 02215","1080 Boylston Street, Boston, MA 02215",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=9,9,9,19,[]
BLB-2024-08-01-P-1,BLB-2024-08-01,LB99655,LB-99655,False,2024-08-01,license_pledge,pledge_release_acknowledgment,acknowledged,Acknowledged,False,,Cami 1975 Corporation,Melodias,,,,Lazaro Orellana,"1045 Saratoga Street, East Boston, MA 02128",,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-1-24.docx.pdf#page=14,14,14,1,"[""Release item says Cami 1975 Corporation; new pledge item 8 in same document says CAMI 1974 Corporation. Preserve source discrepancy; same LB-99655 and premises."", ""Acknowledged release of prior pledges/security interests, not approval of a new pledge.""]"
BLB-2024-08-08-T-5,BLB-2024-08-08,LB99094,LB-99094,False,2024-08-08,license_transfer,transfer_application_disposition,granted,Granted,True,,"Rhubarb, Inc.",O’Brien’s,"Allston Live Concessions, LLC",O’Brien’s Pub,,,"3 Harvard Ave, Allston, MA 02134","3 Harvard Ave, Allston, MA 02134",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-8-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-8-24.docx.pdf#page=4,4,4,5,"[""Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license."", ""Destination address carried from explicit same-location statement.""]"
BLB-2024-08-22-P-5,BLB-2024-08-22,LB99150,LB-99150,False,2024-08-22,license_pledge,pledge_application_disposition,granted,Granted,True,,"Flatbread Boston Landing, LLC",Flatbread Company,,,,Ice Box LLC,"76 Guest St, Brighton, MA 02135",,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-22-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-22-24.docx.pdf#page=4,4,4,5,[]
BLB-2024-08-22-P-10,BLB-2024-08-22,LB353633,LB-353633,False,2024-08-22,license_pledge,pledge_application_disposition,granted,Granted,True,,"Cardullo's Gourmet Food Shoppe, Inc.",Cardullo's Gourmet Shoppe,"Good Team, Inc.",Cardullo’s Gourmet Shoppe,,Rockland Trust Company,"101 Seaport Blvd, Boston, MA 02210","101 Seaport Blvd, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-22-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-22-24.docx.pdf#page=6,6,6,10,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-08-22-T-10,BLB-2024-08-22,LB353633,LB-353633,False,2024-08-22,license_transfer,transfer_application_disposition,granted,Granted,True,,"Cardullo's Gourmet Food Shoppe, Inc.",Cardullo's Gourmet Shoppe,"Good Team, Inc.",Cardullo’s Gourmet Shoppe,,Rockland Trust Company,"101 Seaport Blvd, Boston, MA 02210","101 Seaport Blvd, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-22-24.docx.pdf,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-22-24.docx.pdf#page=6,6,6,10,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-09-12-P-18,BLB-2024-09-12,LB98909,LB-98909,False,2024-09-12,license_pledge,pledge_application_disposition,granted,Granted,True,,"Good Tacos, LLC",Naco Taco & Good Company,"CT Eatery, LLC",Lucky Tiger,,"Hood Park, LLC","100 Hood Park Drive, Charlestown, MA 02129","100 Hood Park Drive, Charlestown, MA 02129",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf#page=9,9,9,18,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-09-12-T-18,BLB-2024-09-12,LB98909,LB-98909,False,2024-09-12,license_transfer,transfer_application_disposition,granted,Granted,True,,"Good Tacos, LLC",Naco Taco & Good Company,"CT Eatery, LLC",Lucky Tiger,,"Hood Park, LLC","100 Hood Park Drive, Charlestown, MA 02129","100 Hood Park Drive, Charlestown, MA 02129",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf#page=9,9,9,18,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-09-12-T-19,BLB-2024-09-12,LB99298,LB-99298,False,2024-09-12,license_transfer,transfer_application_disposition,granted,Granted,True,,"Bespoke Hospitality, LLC",Cambria,"West Broadway Management, LLC",Cambria Hotel,,,"6 W Broadway, South Boston, MA 02127","6 W Broadway, South Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf#page=9,9,9,19,"[""Destination address carried from explicit same-location statement.""]"
BLB-2024-09-12-T-20,BLB-2024-09-12,LB98933,LB-98933,False,2024-09-12,license_transfer,transfer_application_disposition,granted,Granted,True,,"Glenbeg, Inc.",Azure,"The Lenox Hotel, LLC",,,,"65 Exeter St, Boston MA 02116","65 Exeter St, Boston MA 02116",https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf#page=10,10,10,20,"[""Destination address carried from explicit same-location statement.""]"
