canonical_award_id,piid,parent_idv_piid,recipient_legal_name,recipient_uei,recipient_cage,instrument_type,facility_or_service,awarding_office,period_start,current_end,potential_end,latest_action_date,obligations_highergov,award_amount_usaspending,usa_action_row_count,usa_action_net,current_total_value,potential_total_value,psc_code,psc_description,naics_code,naics_description,extent_competed,offers_received,solicitation_procedures,solicitation_identifier,subcontracting_plan,reported_subaward_count,reported_subaward_amount,coverage_class,description,highergov_url,usaspending_url
HSCEOP06D00010-HSCEOP07J00271,HSCEOP07J00271,HSCEOP06D00010,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION MANAGEMENT - LAGUNA OFFICE,2006-10-01,2007-09-30,2007-09-30,2012-08-24,14309342.28,14309342.28,3,0,14309342.28,14309342.28,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,FUNDING ASSOCIATED WITH THE MANAGEMENT&OPERATIONS OF A CONTRACTOR-OWNED/CONTRACTOR-OPERATED DETETION FACILITY FOR FEDERAL DETAINEES,https://www.highergov.com/contract/HSCEOP06D00010-HSCEOP07J00271/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07J00271_7012_HSCEOP06D00010_7012
HSODT6C0002-HSCEOP07F00255,HSCEOP07F00255,HSODT6C0002,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2006-12-18,2008-01-05,2008-01-05,2017-05-31,28019.25,28019.25,2,-2693.25,28019.25,28019.25,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,Simplified Acquisition,,,0,,USAspending + HigherGov,DETENTION SERVICES,https://www.highergov.com/contract/HSODT6C0002-HSCEOP07F00255/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07F00255_7012_HSODT6C0002_7012
HSCEAL02C0004-HSCEOP07J00452,HSCEOP07J00452,HSCEAL02C0004,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION MANAGEMENT - LAGUNA OFFICE,2007-04-11,2008-04-23,2008-04-23,2009-10-07,33403426.64,33403426.64,1,-420115.31,33403426.64,33403426.64,S206,Guard Services,561612,Security Guards and Patrol Services ,,5,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION FACILITY,https://www.highergov.com/contract/HSCEAL02C0004-HSCEOP07J00452/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07J00452_7012_HSCEAL02C0004_7012
HSCEAB04C0001-HSCEDM08J00019,HSCEDM08J00019,HSCEAB04C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION MANAGEMENT LAGUNA,2007-09-15,2009-03-31,2009-03-31,2017-05-31,15386529.31,15386529.31,6,15386529.309999999,15386529.31,15386529.31,S206,Guard Services,,,Full And Open Competition,6,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION SERVICES,https://www.highergov.com/contract/HSCEAB04C0001-HSCEDM08J00019/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00019_7012_HSCEAB04C0001_7012
HSACD4C0001-HSCEDM08J00055,HSCEDM08J00055,HSACD4C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION MANAGEMENT LAGUNA,2007-10-01,2009-06-25,2009-06-25,2017-05-31,37855604.9,37855604.9,10,37855604.9,37855604.9,37855604.9,S206,Guard Services,561612,Security Guards and Patrol Services ,Competitive Delivery Order,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ADULT GUARANTEED HOUSING OF DETAINEES FOR THE PREIOD OF 10/01/07-11/16/07. REQUISITION INQURIES TO AFODM, MARCOS REYNA AT 210-967-7002",https://www.highergov.com/contract/HSACD4C0001-HSCEDM08J00055/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00055_7012_HSACD4C0001_7012
HSCEOP06D00010-HSCEDM08J00046,HSCEDM08J00046,HSCEOP06D00010,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT - LAGUNA OFFICE,2007-11-26,2008-05-31,2009-09-30,2012-01-31,15456071.5,15456071.5,13,15456071.5,15456071.51,15456071.51,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,FY 08 GUARD AND TRANSPORTATION SERVICES,https://www.highergov.com/contract/HSCEOP06D00010-HSCEDM08J00046/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012
HSODT6C0002-HSCEDM08F00007,HSCEDM08F00007,HSODT6C0002,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION MANAGEMENT LAGUNA,2008-01-06,2009-01-05,2009-01-05,2017-05-31,21168.0,21168.0,4,21168.0,21168.0,21168.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION SERVICE,https://www.highergov.com/contract/HSODT6C0002-HSCEDM08F00007/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08F00007_7012_HSODT6C0002_7012
HSCEOP07C00001-HSCEDM08J00062,HSCEDM08J00062,HSCEOP07C00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT - DC OFFICE,2008-02-12,2008-02-28,2008-02-28,2013-03-27,36961.22,36961.22,3,36961.22,36961.22,36961.22,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition After Exclusion Of Sources,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"PROVIDE FUNDING TO THE GEO GROUP, INC. FOR PARTICIPATION IN ""OPERATION BLUE ADVANCE"" AS PART OF MASS MIGRATION TRAINING ACTIVITIES REQUIRED FOR THE DHS NATIONAL INCIDENT RESPONSE UNIT AND OTHER FEDERAL PARTNERS.",https://www.highergov.com/contract/HSCEOP07C00001-HSCEDM08J00062/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00062_7012_HSCEOP07C00001_7012
HSCEOP07C00001-HSCEDM08J00052,HSCEDM08J00052,HSCEOP07C00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT LAGUNA,2008-03-18,2008-09-30,2008-09-30,2017-05-31,3213672.0,3213672.0,3,3213672.0,3213672.0,3213672.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition After Exclusion Of Sources,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,PROVIDE FULL FY 08 FUNDING FOR GITMO,https://www.highergov.com/contract/HSCEOP07C00001-HSCEDM08J00052/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00052_7012_HSCEOP07C00001_7012
HSCEAL02C0004-HSCEDM08J00073,HSCEDM08J00073,HSCEAL02C0004,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT LAGUNA,2008-04-24,2009-04-23,2009-04-23,2017-05-31,35551629.52,35551629.52,10,35551629.52,37426815.53,37426815.53,M199,Operation of Miscellaneous Buildings,561612,Security Guards and Patrol Services ,Full And Open Competition,2,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,TASK ORDER FOR FOURTH OPTION YEAR ON CONTRACT ACL2C0004,https://www.highergov.com/contract/HSCEAL02C0004-HSCEDM08J00073/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM08J00073_7012_HSCEAL02C0004_7012
HSACD4C0001-HSCEDM09F00001,HSCEDM09F00001,HSACD4C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION MANAGEMENT LAGUNA,2008-06-19,2009-09-30,2009-09-30,2017-05-31,46787683.88,46787683.88,20,46787683.88,46787683.88,46787683.88,S206,Guard Services,561612,Security Guards and Patrol Services ,Competitive Delivery Order,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ""GUARANTEED AND OVERAGES"" FOR DETAINEES FOR THE PERIOD OF 10/01/08-09/30/09. INQUIRIES TO AFOD MARCOS REYNA, 210-967-7002.",https://www.highergov.com/contract/HSACD4C0001-HSCEDM09F00001/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM09F00001_7012_HSACD4C0001_7012
HSCEOP07C00001-HSCEDM09F00004,HSCEDM09F00004,HSCEOP07C00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT LAGUNA,2008-09-16,2009-09-30,2009-09-30,2017-05-31,0.0,0.0,2,0,0.0,0.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition After Exclusion Of Sources,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"PROVIDE FY 2009 SUBJECT TO THE AVAILABILITY OF FUNDS FOR THE GEO GROUP, INC. TO MANAGE/OPERATE THE MIGRANT OPERATIONS CENTER IN GUANTANAMO BAY, CUBA UNDER OPTION PERIOD II OF CONTRACT HSCEOP-07-C-00001 AND TASK ORDER HSCEDM-08-J-00052.",https://www.highergov.com/contract/HSCEOP07C00001-HSCEDM09F00004/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM09F00004_7012_HSCEOP07C00001_7012
HSCEOP06D00010-HSCEDM09F00005,HSCEDM09F00005,HSCEOP06D00010,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT LAGUNA,2008-09-17,2010-05-31,2010-05-31,2017-05-31,17233377.7,17233377.7,15,17233377.7,17233377.71,17233377.71,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"FUNDING AS PRESCRIBED ON TERMS OF CDF CONTRACT #HSCEOP-06-D-00010.
EXISTING DETENTION SPACE IS NEEDED TO HOUSE KNOWN ALIEN FELONS FOR REMOVAL PROCEEDINGS.",https://www.highergov.com/contract/HSCEOP06D00010-HSCEDM09F00005/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM09F00005_7012_HSCEOP06D00010_7012
HSCEOP07C00001-HSCEDM09J00014,HSCEDM09J00014,HSCEOP07C00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT - DC OFFICE,2008-10-28,2009-11-23,2009-11-23,2009-04-07,58035.19,58035.19,2,58035.19,58035.19,58035.19,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition After Exclusion Of Sources,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"PROVIDE FUNDING TO THE GEO GROUP INC FOR PARTICIPATION IN THE FY 2009 ""OPERATION BLUE ADVANCE"" AS PART OF MASS MIGRATION TRAINING ACTIVITIES FOR THE DHS NATIONAL INCIDENT RESPONSE UNIT AND OTHER FEDERAL PARTNERS.",https://www.highergov.com/contract/HSCEOP07C00001-HSCEDM09J00014/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM09J00014_7012_HSCEOP07C00001_7012
HSODT6C0002-HSCEDM09F00012,HSCEDM09F00012,HSODT6C0002,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION MANAGEMENT - LAGUNA OFFICE,2008-12-04,2010-01-05,2010-01-05,2011-01-12,14427.0,14427.0,2,14427.0,14427.0,14427.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,DETENTION SERVICES,https://www.highergov.com/contract/HSODT6C0002-HSCEDM09F00012/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM09F00012_7012_HSODT6C0002_7012
HSCEOP07C00001-HSCEDM09J00029,HSCEDM09J00029,HSCEOP07C00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT LAGUNA,2009-02-13,2010-09-30,2010-09-30,2017-05-31,6253286.79,6253286.79,10,6253286.79,6253286.79,6253286.79,S206,Guard Services,561612,Security Guards and Patrol Services ,Not Competed,1,Sole Source,,,0,,USAspending + HigherGov,"PROVIDE FY 2009 FUNIDNG TO THE GEO GROUP, INC. TO MANGE.OPERATE THE MIGRANT OPERATIONS CENTER IN GUANTANAMO BAY, CUBA UNDER OPTION PERIOD II OF CONTRACT HSCEOP-07-C-00001. THE FY 2008 TASK ORDER WAS HSCEDM-08-J-00052.",https://www.highergov.com/contract/HSCEOP07C00001-HSCEDM09J00029/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM09J00029_7012_HSCEOP07C00001_7012
HSCEDM09D00006-HSCEDM09J00036,HSCEDM09J00036,HSCEDM09D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Broward Transitional Center,DETENTION MANAGEMENT LAGUNA,2009-04-22,2010-02-28,2010-02-28,2017-05-31,10561372.29,10561372.29,7,10561372.29,10561372.29,10561372.29,S206,Guard Services,561621,Security Systems Services (except Locksmiths) ,Follow On To Competed Action,1,Sole Source,HSCEDM09R00005,,0,,USAspending + HigherGov,"TO PROVIDE FUNDING FOR THE BROWARD TRANSITIONAL CENTER NEW CONTRACT. PERIOD OF PERFORMANCE IS APRIL 1, 2009 TO MARCH 31, 2010.",https://www.highergov.com/contract/HSCEDM09D00006-HSCEDM09J00036/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM09J00036_7012_HSCEDM09D00006_7012
HSCEAL02C0004-HSCEDM09J00032,HSCEDM09J00032,HSCEAL02C0004,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Northwest ICE Processing Center (Tacoma),DETENTION MANAGEMENT LAGUNA,2009-04-24,2009-04-23,2009-07-23,2017-05-31,17943043.88,17943043.88,8,17943043.88,20331630.63,20331630.63,M199,Operation of Miscellaneous Buildings,561612,Security Guards and Patrol Services ,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"6 MONTH EXTENSION FOR TACOMA, WA",https://www.highergov.com/contract/HSCEAL02C0004-HSCEDM09J00032/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM09J00032_7012_HSCEAL02C0004_7012
HSACD4C0001-HSCEDM10F00001,HSCEDM10F00001,HSACD4C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT LAGUNA,2009-06-15,2010-12-25,2010-12-25,2017-05-31,49000464.26,49000464.26,23,49000464.26,49000464.26,49000464.26,S206,Guard Services,561612,Security Guards and Patrol Services ,Competitive Delivery Order,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"FUNDS NECESSARY FOR DETAINEE HOUSING, TRANSPORTATION, MILK, AND WAGES FOR THE PERIOD OF 10/01/09 THRU 9/30/2010 AT THE SOUTH TEXAS DETENTION COMPLEX.",https://www.highergov.com/contract/HSACD4C0001-HSCEDM10F00001/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM10F00001_7012_HSACD4C0001_7012
HSCEOP06D00010-HSCEDM10F00010,HSCEDM10F00010,HSCEOP06D00010,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT LAGUNA,2009-09-21,2010-09-30,2010-09-30,2017-05-31,9527848.07,9527848.07,11,9527848.07,9527848.08,9527848.08,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"NEW TASK ORDER FOR CONTRACT # HSCEOP06D00010
REMAINDER OF OPTION PERIOD 3, PERFORMANCE PERIOD: 10/1/2009 - 5/31/10
SUBJECT TO AVAILABILITY OF FY10 FUNDS - PRIOR YEAR ORDER # HSCEDM09F00005",https://www.highergov.com/contract/HSCEOP06D00010-HSCEDM10F00010/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM10F00010_7012_HSCEOP06D00010_7012
HSCEDM09D00006-HSCEDM10F00011,HSCEDM10F00011,HSCEDM09D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Broward Transitional Center,DETENTION MANAGEMENT - DC OFFICE,2009-10-01,2010-09-30,2010-09-30,2011-07-06,22963078.06,22963078.06,13,22963078.06,22963078.06,22963078.06,S206,Guard Services,561621,Security Systems Services (except Locksmiths) ,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"""SAF"" FOR FY10 BROWARD CDDF CONTRACT. THE POP IS 10/1/09 -9/30/10. $20,351,412.20",https://www.highergov.com/contract/HSCEDM09D00006-HSCEDM10F00011/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM10F00011_7012_HSCEDM09D00006_7012
HSCEDM10D00001-HSCEDM10J00010,HSCEDM10J00010,HSCEDM10D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT - LAGUNA OFFICE,2009-10-24,2010-10-23,2010-10-23,2011-04-13,47996770.35,47996770.35,10,47996770.35,47996770.35,47996770.35,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,HSCEDM09R00003,,0,,USAspending + HigherGov,"DETENTION, TRANSPORTATION AND FOOD SERVCIES FOR THE NORTHWEST CONTRACTOR DETENTION FACILITY, TACOMA, WASHINGTON.",https://www.highergov.com/contract/HSCEDM10D00001-HSCEDM10J00010/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM10J00010_7012_HSCEDM10D00001_7012
HSODT6C0002-HSCEDM10F00016,HSCEDM10F00016,HSODT6C0002,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION MANAGEMENT LAGUNA,2010-01-06,2011-01-05,2011-01-05,2017-05-31,7938.0,7938.0,5,7938.0,7938.0,7938.0,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,3,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"RENEWAL OF WEEKEND/OVERNIGHT BEDSPACE IS REQUIRED TO HOUSE DETAINEES UNTIL RELEASED TO ICE/DRO.
FUNDING COVERS: 01/06/2010 - 03/05/2010",https://www.highergov.com/contract/HSODT6C0002-HSCEDM10F00016/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM10F00016_7012_HSODT6C0002_7012
HSCEOP06D00010-HSCEDM10J00030,HSCEDM10J00030,HSCEOP06D00010,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT LAGUNA,2010-06-01,2011-09-15,2011-09-15,2017-05-31,22215598.61,22215598.61,20,22215598.61,23268643.3,23268643.3,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,INCREMENTALFUNDING FOR OPTION YEAR FOUR OF THE BASIC CONTRACT (JUNE-SEPTEMBER 2010),https://www.highergov.com/contract/HSCEOP06D00010-HSCEDM10J00030/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM10J00030_7012_HSCEOP06D00010_7012
HSCEDM09D00006-HSCEDM11F00004,HSCEDM11F00004,HSCEDM09D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Broward Transitional Center,DETENTION MANAGEMENT - DC OFFICE,2010-10-01,2011-09-30,2011-09-30,2012-05-16,21483285.0,21483285.0,19,21483285.0,21483285.0,21483285.0,S206,Guard Services,561621,Security Systems Services (except Locksmiths) ,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"LATE PALT  ACCEPTED 

SUBJECT TO AVAILABILITY OF FUNDS ""SAF"" FOR FY2011 BROWARD CDF CONTRACT # HSCEDM-10-F-00011. PERIOD OF PERFORMANCE OCT 1, 2010 TO FEB 28, 2011. TOTAL: 9,610,483.50",https://www.highergov.com/contract/HSCEDM09D00006-HSCEDM11F00004/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM11F00004_7012_HSCEDM09D00006_7012
HSCEOP07C00001-HSCEDM11F00006,HSCEDM11F00006,HSCEOP07C00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT LAGUNA,2010-10-01,2012-03-31,2012-03-31,2017-05-31,2627428.82,2627428.82,21,2627428.82,2627428.82,2627428.82,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition After Exclusion Of Sources,2,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,FY 11 TASK ORDER FOR CONTRACT HSCEOP-07-C-00001,https://www.highergov.com/contract/HSCEOP07C00001-HSCEDM11F00006/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM11F00006_7012_HSCEOP07C00001_7012
HSCEDM10D00001-HSCEDM11F00008,HSCEDM11F00008,HSCEDM10D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT - LAGUNA OFFICE,2010-10-24,2011-10-23,2011-10-23,2012-05-24,48922001.81,48922001.81,19,48922001.81,57711623.54,57711623.54,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,HSCEDM09R00003,,0,,USAspending + HigherGov,"DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.highergov.com/contract/HSCEDM10D00001-HSCEDM11F00008/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM11F00008_7012_HSCEDM10D00001_7012
HSACD4C0001-HSCEDM11F00009,HSCEDM11F00009,HSACD4C0001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Other ICE service — unresolved from description,DETENTION MANAGEMENT - DC OFFICE,2010-12-22,2011-12-25,2011-12-25,2012-01-27,51287563.12,51287563.12,22,51287563.12,52075608.34,52075608.34,S206,Guard Services,561612,Security Guards and Patrol Services ,Full And Open Competition,1,Subject To Multiple Award Fair Opportunity,,,0,,USAspending + HigherGov,PEARSALL FY 11 TO,https://www.highergov.com/contract/HSACD4C0001-HSCEDM11F00009/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM11F00009_7012_HSACD4C0001_7012
HSCEDM11D00003-HSCEDM11J00054,HSCEDM11J00054,HSCEDM11D00003,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Aurora Contract Detention Facility,DETENTION COMPLIANCE AND REMOVALS,2011-09-15,2021-09-15,2021-09-15,2023-03-13,22381614.07,22381614.07,20,22381614.07,45727182.57,45727182.57,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,HSCEDM11R00002,,0,,USAspending + HigherGov,AURORA CONTRACT DETENTION FACILITY - COCO. BASE OPTION,https://www.highergov.com/contract/HSCEDM11D00003-HSCEDM11J00054/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM11J00054_7012_HSCEDM11D00003_7012
HSCEDM09D00006-HSCEDM12F00004,HSCEDM12F00004,HSCEDM09D00006,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Detention services — facility unresolved from description,DETENTION COMPLIANCE AND REMOVALS,2011-10-01,2013-02-28,2013-06-27,2023-03-08,34399748.68,34399748.68,29,34399748.68,34399748.68,34399748.68,S206,Guard Services,561621,Security Systems Services (except Locksmiths) ,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"SUBJECT TO AVAILABILITY OF FUNDS ""SAF"" FOR FY12 FUNDING FOR BTC/GUARDS SERVICES TASK ORDER HSCEDM-11-F-00004.",https://www.highergov.com/contract/HSCEDM09D00006-HSCEDM12F00004/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM12F00004_7012_HSCEDM09D00006_7012
HSCEDM10D00001-HSCEDM12J00003,HSCEDM12J00003,HSCEDM10D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT - LAGUNA OFFICE,2011-10-24,2012-10-23,2012-10-23,2013-04-23,52575800.6,52575800.6,17,52575800.6,52575800.6,52575800.6,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.highergov.com/contract/HSCEDM10D00001-HSCEDM12J00003/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM12J00003_7012_HSCEDM10D00001_7012
HSCEDM12D00001-HSCEDM12J00012,HSCEDM12J00012,HSCEDM12D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,South Texas ICE Processing Center,DETENTION MANAGEMENT LAGUNA,2011-12-26,2012-11-30,2012-11-30,2017-05-31,46138862.46,46138862.46,18,46138862.46,46138862.46,46138862.46,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,REFERENCE SOUTH TEXAS DETENTION COMPLEX CONTRACT HSCEDM-12-D-00001 WITH THE GEO GROUP. TASK ORDER HSCEDM-12-J-00010,https://www.highergov.com/contract/HSCEDM12D00001-HSCEDM12J00012/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM12J00012_7012_HSCEDM12D00001_7012
HSCEDM11D00003-HSCEDM12J00062,HSCEDM12J00062,HSCEDM11D00003,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT LAGUNA,2012-09-15,2013-09-15,2014-03-15,2017-05-31,22340169.48,22340169.48,19,22340169.48,22352229.26,22352229.26,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,HSCEDM11R00002,,0,,USAspending + HigherGov,"IGF::CT::IGF CRITICAL FUNCTION. DETENTION MANAGMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AUROROA, CO AT GEO GROUP COCA FACILITY.",https://www.highergov.com/contract/HSCEDM11D00003-HSCEDM12J00062/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM12J00062_7012_HSCEDM11D00003_7012
HSCEDM10D00001-HSCEDM13J00001,HSCEDM13J00001,HSCEDM10D00001,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,3JMR1,Delivery Order,Transportation/removal services,DETENTION MANAGEMENT - LAGUNA OFFICE,2012-10-24,2013-10-23,2013-10-23,2014-08-21,54107310.64,54107310.64,13,54107310.64,54107310.64,54107310.64,S206,Guard Services,561210,Facilities Support Services,Full And Open Competition,1,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"IGF::CT::IGF CRITICAL FUNCTIONS. DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.highergov.com/contract/HSCEDM10D00001-HSCEDM13J00001/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM13J00001_7012_HSCEDM10D00001_7012
