acquisition_layer,competition_denominator,record_id,piid,parent_idv_piid,is_order_or_call,recipient_legal_name,recipient_uei,instrument_type,facility_or_service,award_obligations_usaspending,linked_order_obligations_highergov,potential_total_value,period_start,potential_end,extent_competed,solicitation_procedures,offers_received,solicitation_identifier,set_aside,fair_opportunity_limitation,other_than_full_and_open_reason,multiple_or_single_award,competition_bucket,reported_subaward_count,reported_subaward_amount,description,source_url,source_coverage,parent_vehicle_extent_competed,parent_vehicle_solicitation_procedures,parent_vehicle_offers_received,parent_vehicle_solicitation_identifier,parent_vehicle_competition_bucket,parent_vehicle_source_url
prime_award,yes,HSCEOP07C00001-HSCEDM09J00029,HSCEDM09J00029,HSCEOP07C00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,6253286.79,,6253286.79,2009-02-13,2010-09-30,NOT COMPETED,ONLY ONE SOURCE,1,,NO SET ASIDE USED.,,ONLY ONE SOURCE - OTHER,SINGLE AWARD,sole_source_or_not_competed,0,,"PROVIDE FY 2009 FUNIDNG TO THE GEO GROUP, INC. TO MANGE.OPERATE THE MIGRANT OPERATIONS CENTER IN GUANTANAMO BAY, CUBA UNDER OPTION PERIOD II OF CONTRACT HSCEOP-07-C-00001. THE FY 2008 TASK ORDER WAS HSCEDM-08-J-00052.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM09J00029_7012_HSCEOP07C00001_7012,USAspending + HigherGov,Full And Open Competition After Exclusion Of Sources,Negotiated Proposal/Quote,2,HSCEOP05R00008,full_open_multiple_offers,https://www.highergov.com/idv/HSCEOP07C00001/
prime_award,yes,HSCEDM09D00006-HSCEDM09J00036,HSCEDM09J00036,HSCEDM09D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,10561372.29,,10561372.29,2009-04-22,2010-02-28,FOLLOW ON TO COMPETED ACTION,ONLY ONE SOURCE,1,HSCEDM-09-R-00005,NO SET ASIDE USED.,,FOLLOW-ON CONTRACT,SINGLE AWARD,other_or_ambiguous,0,,"TO PROVIDE FUNDING FOR THE BROWARD TRANSITIONAL CENTER NEW CONTRACT. PERIOD OF PERFORMANCE IS APRIL 1, 2009 TO MARCH 31, 2010.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM09J00036_7012_HSCEDM09D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM09D00006/
prime_award,yes,HSCEAL02C0004-HSCEDM09J00032,HSCEDM09J00032,HSCEAL02C0004,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Northwest ICE Processing Center (Tacoma),17943043.88,,20331630.63,2009-04-24,2009-07-23,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,"6 MONTH EXTENSION FOR TACOMA, WA",https://www.usaspending.gov/award/CONT_AWD_HSCEDM09J00032_7012_HSCEAL02C0004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,ACL8R0076,full_open_multiple_offers,https://www.highergov.com/idv/HSCEAL02C0004/
prime_award,yes,HSACD4C0001-HSCEDM10F00001,HSCEDM10F00001,HSACD4C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,49000464.26,,49000464.26,2009-06-15,2010-12-25,COMPETITIVE DELIVERY ORDER,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,MULTIPLE AWARD,order_competition_one_offer,0,,"FUNDS NECESSARY FOR DETAINEE HOUSING, TRANSPORTATION, MILK, AND WAGES FOR THE PERIOD OF 10/01/09 THRU 9/30/2010 AT THE SOUTH TEXAS DETENTION COMPLEX.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM10F00001_7012_HSACD4C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSACD4C0001/
prime_award,yes,HSCEOP06D00010-HSCEDM10F00010,HSCEDM10F00010,HSCEOP06D00010,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,9527848.07,,9527848.08,2009-09-21,2010-09-30,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,"NEW TASK ORDER FOR CONTRACT # HSCEOP06D00010
REMAINDER OF OPTION PERIOD 3, PERFORMANCE PERIOD: 10/1/2009 - 5/31/10
SUBJECT TO AVAILABILITY OF FY10 FUNDS - PRIOR YEAR ORDER # HSCEDM09F00005",https://www.usaspending.gov/award/CONT_AWD_HSCEDM10F00010_7012_HSCEOP06D00010_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSCEOP06D00010/
prime_award,yes,HSCEDM09D00006-HSCEDM10F00011,HSCEDM10F00011,HSCEDM09D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,22963078.06,,22963078.06,2009-10-01,2010-09-30,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"""SAF"" FOR FY10 BROWARD CDDF CONTRACT. THE POP IS 10/1/09 -9/30/10. $20,351,412.20",https://www.usaspending.gov/award/CONT_AWD_HSCEDM10F00011_7012_HSCEDM09D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM09D00006/
prime_award,yes,HSCEDM10D00001-HSCEDM10J00010,HSCEDM10J00010,HSCEDM10D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,47996770.35,,47996770.35,2009-10-24,2010-10-23,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,HSCEDM-09-R-00003,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"DETENTION, TRANSPORTATION AND FOOD SERVCIES FOR THE NORTHWEST CONTRACTOR DETENTION FACILITY, TACOMA, WASHINGTON.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM10J00010_7012_HSCEDM10D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00003,full_open_one_offer,https://www.highergov.com/idv/HSCEDM10D00001/
prime_award,yes,HSODT6C0002-HSCEDM10F00016,HSCEDM10F00016,HSODT6C0002,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,7938.00,,7938.00,2010-01-06,2011-01-05,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,3,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,"RENEWAL OF WEEKEND/OVERNIGHT BEDSPACE IS REQUIRED TO HOUSE DETAINEES UNTIL RELEASED TO ICE/DRO.
FUNDING COVERS: 01/06/2010 - 03/05/2010",https://www.usaspending.gov/award/CONT_AWD_HSCEDM10F00016_7012_HSODT6C0002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,,full_open_multiple_offers,https://www.highergov.com/idv/HSODT6C0002/
prime_award,yes,HSCEOP06D00010-HSCEDM10J00030,HSCEDM10J00030,HSCEOP06D00010,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,22215598.61,,23268643.30,2010-06-01,2011-09-15,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,INCREMENTALFUNDING FOR OPTION YEAR FOUR OF THE BASIC CONTRACT (JUNE-SEPTEMBER 2010),https://www.usaspending.gov/award/CONT_AWD_HSCEDM10J00030_7012_HSCEOP06D00010_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSCEOP06D00010/
prime_award,yes,HSCEDM09D00006-HSCEDM11F00004,HSCEDM11F00004,HSCEDM09D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,21483285.00,,21483285.00,2010-10-01,2011-09-30,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"LATE PALT  ACCEPTED 

SUBJECT TO AVAILABILITY OF FUNDS ""SAF"" FOR FY2011 BROWARD CDF CONTRACT # HSCEDM-10-F-00011. PERIOD OF PERFORMANCE OCT 1, 2010 TO FEB 28, 2011. TOTAL: 9,610,483.50",https://www.usaspending.gov/award/CONT_AWD_HSCEDM11F00004_7012_HSCEDM09D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM09D00006/
prime_award,yes,HSCEOP07C00001-HSCEDM11F00006,HSCEDM11F00006,HSCEOP07C00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,2627428.82,,2627428.82,2010-10-01,2012-03-31,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,2,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,FY 11 TASK ORDER FOR CONTRACT HSCEOP-07-C-00001,https://www.usaspending.gov/award/CONT_AWD_HSCEDM11F00006_7012_HSCEOP07C00001_7012,USAspending + HigherGov,Full And Open Competition After Exclusion Of Sources,Negotiated Proposal/Quote,2,HSCEOP05R00008,full_open_multiple_offers,https://www.highergov.com/idv/HSCEOP07C00001/
prime_award,yes,HSCEDM10D00001-HSCEDM11F00008,HSCEDM11F00008,HSCEDM10D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,48922001.81,,57711623.54,2010-10-24,2011-10-23,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,HSCEDM-09-R-00003,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.usaspending.gov/award/CONT_AWD_HSCEDM11F00008_7012_HSCEDM10D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00003,full_open_one_offer,https://www.highergov.com/idv/HSCEDM10D00001/
prime_award,yes,HSACD4C0001-HSCEDM11F00009,HSCEDM11F00009,HSACD4C0001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,51287563.12,,52075608.34,2010-12-22,2011-12-25,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,1,,NO SET ASIDE USED.,FAIR OPPORTUNITY GIVEN,,MULTIPLE AWARD,full_open_one_offer,0,,PEARSALL FY 11 TO,https://www.usaspending.gov/award/CONT_AWD_HSCEDM11F00009_7012_HSACD4C0001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,,full_open_one_offer,https://www.highergov.com/idv/HSACD4C0001/
prime_award,yes,HSCEDM11D00003-HSCEDM11J00054,HSCEDM11J00054,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Aurora Contract Detention Facility,22381614.07,,45727182.57,2011-09-15,2021-09-15,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-11-R-00002,,,,SINGLE AWARD,full_open_offer_count_missing,0,,AURORA CONTRACT DETENTION FACILITY - COCO. BASE OPTION,https://www.usaspending.gov/award/CONT_AWD_HSCEDM11J00054_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM09D00006-HSCEDM12F00004,HSCEDM12F00004,HSCEDM09D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Detention services — facility unresolved from description,34399748.68,,34399748.68,2011-10-01,2013-06-27,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"SUBJECT TO AVAILABILITY OF FUNDS ""SAF"" FOR FY12 FUNDING FOR BTC/GUARDS SERVICES TASK ORDER HSCEDM-11-F-00004.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM12F00004_7012_HSCEDM09D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM09D00006/
prime_award,yes,HSCEDM10D00001-HSCEDM12J00003,HSCEDM12J00003,HSCEDM10D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,52575800.60,,52575800.60,2011-10-24,2012-10-23,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.usaspending.gov/award/CONT_AWD_HSCEDM12J00003_7012_HSCEDM10D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00003,full_open_one_offer,https://www.highergov.com/idv/HSCEDM10D00001/
prime_award,yes,HSCEDM12D00001-HSCEDM12J00012,HSCEDM12J00012,HSCEDM12D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,South Texas ICE Processing Center,46138862.46,,46138862.46,2011-12-26,2012-11-30,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,REFERENCE SOUTH TEXAS DETENTION COMPLEX CONTRACT HSCEDM-12-D-00001 WITH THE GEO GROUP. TASK ORDER HSCEDM-12-J-00010,https://www.usaspending.gov/award/CONT_AWD_HSCEDM12J00012_7012_HSCEDM12D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM12D00001/
prime_award,yes,HSCEDM11D00003-HSCEDM12J00062,HSCEDM12J00062,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,22340169.48,,22352229.26,2012-09-15,2014-03-15,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,HSCEDM-11-R-00002,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,"IGF::CT::IGF CRITICAL FUNCTION. DETENTION MANAGMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AUROROA, CO AT GEO GROUP COCA FACILITY.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM12J00062_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM10D00001-HSCEDM13J00001,HSCEDM13J00001,HSCEDM10D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,54107310.64,,54107310.64,2012-10-24,2013-10-23,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"IGF::CT::IGF CRITICAL FUNCTIONS. DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.usaspending.gov/award/CONT_AWD_HSCEDM13J00001_7012_HSCEDM10D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00003,full_open_one_offer,https://www.highergov.com/idv/HSCEDM10D00001/
prime_award,yes,HSCEDM12D00001-HSCEDM13J00004,HSCEDM13J00004,HSCEDM12D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,South Texas ICE Processing Center,45677434.96,,45677434.96,2012-11-26,2015-08-15,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,SOUTH TEXAS DETENTION COMPLEX CONTRACT HSCEDM-12-D-00001 WITH THE GEO GROUP. TASK ORDER HSCEDM-13-J-00004.,https://www.usaspending.gov/award/CONT_AWD_HSCEDM13J00004_7012_HSCEDM12D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM12D00001/
prime_award,yes,HSCEDM09D00006-HSCEDM13F00019,HSCEDM13F00019,HSCEDM09D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,44711694.51,,44711694.51,2013-03-01,2015-06-26,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,"FUNDING FOR NEW TASK ORDER TO EXERCISE OPTION YEAR 4 OF CONTRACT HSCEDM-09-D-00006. T/O POP 3/01/2013 TO 02/28/2014. FUNDING POP 3/1/2013 TO 3/31/2013.

IGF::CT::IGF",https://www.usaspending.gov/award/CONT_AWD_HSCEDM13F00019_7012_HSCEDM09D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM09D00006/
prime_award,yes,HSCEDM11D00003-HSCEDM13J00036,HSCEDM13J00036,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,22991033.24,,22991033.24,2013-09-16,2014-09-15,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,HSCEDM-11-R-00002,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"IGF::CT::IGF CRITICAL FUNCTION. DETENTION MANAGMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AUROROA, CO AT GEO GROUP COCA FACILITY.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM13J00036_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM10D00001-HSCEDM14J00001,HSCEDM14J00001,HSCEDM10D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,55931489.71,,55931489.71,2013-10-24,2014-10-23,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,NAN,,SINGLE AWARD,full_open_one_offer,0,,"IGF::CT::IGF - CRITICAL FUNCTIONS. DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00001_7012_HSCEDM10D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00003,full_open_one_offer,https://www.highergov.com/idv/HSCEDM10D00001/
prime_award,yes,HSCEDM12D00001-HSCEDM14J00008,HSCEDM14J00008,HSCEDM12D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,South Texas ICE Processing Center,46037066.14,,46037066.14,2013-12-01,2016-01-13,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,GEO GROUP CONTRACT HSCEDM-12-D-00001 FOR SOUTH TEXAS DETENTION COMPLEX. TASK ORDER HSCEDM-14-J-00008,https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00008_7012_HSCEDM12D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM12D00001/
prime_award,yes,HSCEDM14A00001-HSCEDM14J00010,HSCEDM14J00010,HSCEDM14A00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,BPA Call,Rio Grande detention services,6148071.25,,7699346.78,2014-01-01,2015-07-10,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,SINGLE AWARD,simplified_acquisition_one_offer,0,,"IGF::CT::IGF
FUNDING FOR RIO GRANDE FACILITY WITH GEO GROUP UNDER DOJ NUMBER ODT-7-C-0003.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00010_7012_HSCEDM14A00001_7012,USAspending + HigherGov,,,,,competition_metadata_missing,https://www.highergov.com/idv/HSCEDM14A00001/
prime_award,yes,HSODT6C0002-HSCEDM14F00002,HSCEDM14F00002,HSODT6C0002,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,San Diego detention services,10727.64,,10727.64,2014-01-01,2014-12-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,3,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,"DETAINEE HOUSING, SAN DIEGO, CA",https://www.usaspending.gov/award/CONT_AWD_HSCEDM14F00002_7012_HSODT6C0002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,,full_open_multiple_offers,https://www.highergov.com/idv/HSODT6C0002/
prime_award,yes,HSCEDM11D00003-HSCEDM14J00031,HSCEDM14J00031,HSCEDM11D00003,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,22904058.24,,22904058.24,2014-09-16,2016-04-14,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"CRITICAL FUNCTION. DETENTION MANAGMENT, MEDICAL SERVICES, TRANSPORTATION SERVICES, FOOD SERVICES FOR DHS/ICE AUROROA, CO AT GEO GROUP COCA FACILITY.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00031_7012_HSCEDM11D00003_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM11D00003/
prime_award,yes,HSCEDM10D00001-HSCEDM15J00003,HSCEDM15J00003,HSCEDM10D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Transportation/removal services,23915075.97,,23915075.97,2014-10-23,2015-09-27,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,HSCEDM-09-R-00003,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_one_offer,0,,"IGF::CT::IGF - CRITICAL FUNCTIONS. DETENTION, TRANSPORTATION AND FOOD SERVICES",https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00003_7012_HSCEDM10D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00003,full_open_one_offer,https://www.highergov.com/idv/HSCEDM10D00001/
prime_award,yes,HSCEDM12D00001-HSCEDM15J00004,HSCEDM15J00004,HSCEDM12D00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,South Texas ICE Processing Center,50880520.83,,50880520.83,2014-10-23,2016-04-14,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,REFERENCE SOUTH TEXAS DETENTION COMPLEX CONTRACT HSCEDM-12-D-00001 WITH THE GEO GROUP. OPTION YEAR 3,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00004_7012_HSCEDM12D00001_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM11R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM12D00001/
prime_award,yes,HSCEDM09D00006-HSCEDM15F00009,HSCEDM15F00009,HSCEDM09D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Other ICE service — unresolved from description,12032163.70,,12032163.70,2014-12-29,2015-10-02,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"IGF::CT::IGF

FUNDING FOR TASK ORDER TO SERVE AS BRIDGE CONTRACT. CURRENT T/O IS HSCEDM-13-F-00019 UNDER CONTRACT HSCEDM-09-D-00006. T/O POP: 01/01/15 TO 3/31/15. FUNDED POP: 01/01/15 TO 3/31/15.",https://www.usaspending.gov/award/CONT_AWD_HSCEDM15F00009_7012_HSCEDM09D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM09R00005,full_open_one_offer,https://www.highergov.com/idv/HSCEDM09D00006/
prime_award,yes,HSCEDM14A00001-HSCEDM15J00017,HSCEDM15J00017,HSCEDM14A00001,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,BPA Call,Rio Grande detention services,4619592.71,,4619592.71,2015-03-30,2016-07-16,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,SINGLE AWARD,simplified_acquisition_one_offer,0,,"IGF::CT::IGF
RIO GRANDE FACILITY WITH GEO GROUP UNDER DOJ NUMBER ODT-7-C-0003. (FY15 TASK ORDER)",https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00017_7012_HSCEDM14A00001_7012,USAspending + HigherGov,,,,,competition_metadata_missing,https://www.highergov.com/idv/HSCEDM14A00001/
prime_award,yes,HSCEDM15D00006-HSCEDM15J00024,HSCEDM15J00024,HSCEDM15D00006,yes,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,Delivery Order,Broward Transitional Center,29419117.96,,29419117.96,2015-07-01,2016-09-23,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00024_7012_HSCEDM15D00006_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,1,HSCEDM14R00002,full_open_one_offer,https://www.highergov.com/idv/HSCEDM15D00006/
