event_id,date,license_num,license_scope,event_subtype,entity_name,entity_dba,actions,outcome,board_granted_application,ownership_subject_entity,ownership_subject_scope,parties_before,parties_after,entity_before,entity_after,entity_conversion_explicit,source_url,page_start,page_end,item_number,outcome_text,ambiguity_notes,item_text
BLB-2024-10-31-OWN-p15-i7,2024-10-31,LB429465,common_victualler_no_alcohol_stated,ownership_application_disposition,"Boston Pie, Inc.",Domino's Pizza,"[""ownership_interest_change""]",granted,True,"Boston Pie, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,"[{""name"": ""David Jenks"", ""interest_percent"": 75, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dominic Benvenuti"", ""interest_percent"": 20, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Shawn Brunelle"", ""interest_percent"": 5, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""David Jenks"", ""interest_percent"": 51, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dominic Benvenuti"", ""interest_percent"": 49, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,15,15,7,Granted,"[""Same named owners and before/after percentages recur for four Boston Pie licensed locations in this meeting. Preserve the four license-item occurrences, not four distinct underlying equity transactions."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","7. Boston Pie, Inc.

Doing business as: Domino's Pizza
506 ‑ 512A Park Dr., Boston, MA 02215
License #: LB‑429465
Holder of a Common Victualler License has petitioned to change the Ownership interest of the licensed
business From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David
Jenks (51%) & Dominic Benvenuti (49%)

Granted"
BLB-2024-10-31-OWN-p16-i8,2024-10-31,LB386471,common_victualler_no_alcohol_stated,ownership_application_disposition,"Boston Pie, Inc.",Domino's,"[""ownership_interest_change""]",granted,True,"Boston Pie, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,"[{""name"": ""David Jenks"", ""interest_percent"": 75, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dominic Benvenuti"", ""interest_percent"": 20, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Shawn Brunelle"", ""interest_percent"": 5, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""David Jenks"", ""interest_percent"": 51, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dominic Benvenuti"", ""interest_percent"": 49, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,16,16,8,Granted,"[""Same named owners and before/after percentages recur for four Boston Pie licensed locations in this meeting. Preserve the four license-item occurrences, not four distinct underlying equity transactions."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","8. Boston Pie, Inc.

Doing business as: Domino's
414 ‑ 416 Cambridge St., Allston, MA 02134
License #: LB‑386471
Holder of a Common Victualler License has petitioned to change the Ownership interest of the licensed
business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David
Jenks (51%) & Dominic Benvenuti (49%)
Secondly, has petitioned to change the Manager of the license business‑ From: Scott Gaspar To: Ebru
Akkus

Granted"
BLB-2024-10-31-OWN-p16-i9,2024-10-31,LB100654,common_victualler_no_alcohol_stated,ownership_application_disposition,"Boston Pie, Inc.",Domino's Pizza,"[""ownership_interest_change""]",granted,True,"Boston Pie, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,"[{""name"": ""David Jenks"", ""interest_percent"": 75, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dominic Benvenuti"", ""interest_percent"": 20, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Shawn Brunelle"", ""interest_percent"": 5, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""David Jenks"", ""interest_percent"": 51, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dominic Benvenuti"", ""interest_percent"": 49, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,16,16,9,Granted,"[""Same named owners and before/after percentages recur for four Boston Pie licensed locations in this meeting. Preserve the four license-item occurrences, not four distinct underlying equity transactions."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","9. Boston Pie, Inc.

Doing business as: Domino's Pizza
1400 Tremont St., Mission Hill, MA 02120
License #: LB‑100654
Holder of a Common Victualler License has petitioned to change the Ownership interest of the licensed
business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David
Jenks (51%) & Dominic Benvenuti (49%)
Secondly, has petitioned to change the Manager of the license business‑ From: Anselmo Carrera To:
Anselmo Vidal Lizardo

Granted"
BLB-2024-10-31-OWN-p16-i10,2024-10-31,LB100165,common_victualler_no_alcohol_stated,ownership_application_disposition,"Boston Pie, Inc.",Domino's Pizza,"[""ownership_interest_change""]",granted,True,"Boston Pie, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,"[{""name"": ""David Jenks"", ""interest_percent"": 75, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dominic Benvenuti"", ""interest_percent"": 20, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Shawn Brunelle"", ""interest_percent"": 5, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""David Jenks"", ""interest_percent"": 51, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Dominic Benvenuti"", ""interest_percent"": 49, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership interest of the licensed business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David Jenks (51%) & Dominic Benvenuti (49%)"", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,16,16,10,Granted,"[""Same named owners and before/after percentages recur for four Boston Pie licensed locations in this meeting. Preserve the four license-item occurrences, not four distinct underlying equity transactions."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","10. Boston Pie, Inc.

Doing business as: Domino's Pizza
64 Staniford St., Boston, MA 02114
License #: LB‑100165
Holder of a Common Victualler License has petitioned to change the Ownership interest of the licensed
business‑ From: David Jenks (75%) & Dominic Benvenuti (20%) & Shawn Brunelle (5%) To: David
Jenks (51%) & Dominic Benvenuti (49%)
Secondly, has petitioned to change the Manager of the license business‑ From: Ibrahim Donderici To:
Rumeysa Karaarisan

Granted"
BLB-2024-10-31-OWN-p17-i11,2024-10-31,LB100912,common_victualler_no_alcohol_stated,ownership_application_disposition,Peng Xiao Xian Restaurant LLC,Boston Soup Dumplings,"[""ownership_interest_change""]",granted,True,Peng Xiao Xian Restaurant LLC,named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,"[{""name"": ""Xiaoheng Peng"", ""interest_percent"": 50, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership Interest of the licensed business From: Xiaoheng Peng (50%) shares & Xiaoqo Peng (50%) shares To: Xiaoheng Peng (100%) share."", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Xiaoqo Peng"", ""interest_percent"": 50, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership Interest of the licensed business From: Xiaoheng Peng (50%) shares & Xiaoqo Peng (50%) shares To: Xiaoheng Peng (100%) share."", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""Xiaoheng Peng"", ""interest_percent"": 100, ""role"": ""ownership_interest_holder"", ""source_quote"": ""Ownership Interest of the licensed business From: Xiaoheng Peng (50%) shares & Xiaoqo Peng (50%) shares To: Xiaoheng Peng (100%) share."", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,17,17,11,Granted,"[""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","11. Peng Xiao Xian Restaurant LLC

Doing business as: Boston Soup Dumplings
113 Brighton Ave., Allston, MA 02134
License #: LB‑100912
Holder of a Common Victualler License has petitioned to change the Ownership Interest of the licensed
business From: Xiaoheng Peng (50%) shares & Xiaoqo Peng (50%) shares To: Xiaoheng Peng (100%)
share. Secondly, has petitioned to change the corporate name of the license business‑ From: Peng Xiao
Xian Restaurant LLC To: Pxx Innovation LLC Lastly, has petitioned to change the opening hours of the
license business‑ From: 11:30 AM To: 10:30 AM

Granted"
BLB-2024-10-31-OWN-p17-i12,2024-10-31,LB128286,common_victualler_no_alcohol_stated,ownership_application_disposition,"West Garden, Inc.",West Garden,"[""ownership_interest_change""]",granted,True,"West Garden, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,"[{""name"": ""Jian Hong Huang"", ""interest_percent"": 50, ""role"": ""ownership_interest_holder"", ""source_quote"": ""ownership interest From: Jian Hong Huang 50% shares & Ren Quan Chen 50% shares To: Jian Hong Huang 100% shares"", ""interest_quantity"": null, ""interest_unit"": null}, {""name"": ""Ren Quan Chen"", ""interest_percent"": 50, ""role"": ""ownership_interest_holder"", ""source_quote"": ""ownership interest From: Jian Hong Huang 50% shares & Ren Quan Chen 50% shares To: Jian Hong Huang 100% shares"", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""Jian Hong Huang"", ""interest_percent"": 100, ""role"": ""ownership_interest_holder"", ""source_quote"": ""ownership interest From: Jian Hong Huang 50% shares & Ren Quan Chen 50% shares To: Jian Hong Huang 100% shares"", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,17,17,12,Granted,"[""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","12. West Garden, Inc.

Doing business as: West Garden
1890 Centre St., West Roxbury, MA 02132
License #: LB‑128286
Holder of a Common Victualler License has petitioned to change the Manager of the licensed business‑
From: Ren Quan Chen To: Jian Hong Huang. Secondly, has petitioned to change ownership interest
From: Jian Hong Huang 50% shares & Ren Quan Chen 50% shares To: Jian Hong Huang 100% shares

Granted"
BLB-2024-11-21-OWN-p2-i5,2024-11-21,LB431061,explicit_alcohol,ownership_application_disposition,"Night Shift Lovejoy, LLC",Night Shift Brewing,"[""stock_interest_change""]",granted,True,"Night Shift Lovejoy, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf,2,2,5,Granted,"[""Source repeats LB-431061 for four separate 19C/19B/19E/19H pouring-license items. Preserve all source occurrences and their stated IDs/types; not four distinct equity transactions. Manager change does not establish personal shareholding."", ""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","5. Night Shift Lovejoy, LLC

Doing business as: Night Shift Brewing
1 Lovejoy Wharf, Boston, MA 02114
License #: LB-431061
Holder of a 19C Farmer Brewery Pouring License has petitioned to change the manager of the licensed
business - From: Michael O’Mara To: Jack Hendler. Secondly, has petitioned for a Change of
Officers/Directors. Lastly, has petitioned for a change in Stock Interest.
Attorney: John P. Connell

Granted"
BLB-2024-11-21-OWN-p2-i6,2024-11-21,LB431061,explicit_alcohol,ownership_application_disposition,"Night Shift Lovejoy, LLC",Night Shift Brewing,"[""stock_interest_change""]",granted,True,"Night Shift Lovejoy, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf,2,2,6,Granted,"[""Source repeats LB-431061 for four separate 19C/19B/19E/19H pouring-license items. Preserve all source occurrences and their stated IDs/types; not four distinct equity transactions. Manager change does not establish personal shareholding."", ""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","6. Night Shift Lovejoy, LLC

Doing business as: Night Shift Brewing
1 Lovejoy Wharf, Boston, MA 02114
License #: LB-431061
Holder of a 19B Farmer Winery Pouring License has petitioned to change the manager of the licensed
business - From: Michael O’Mara To: Jack Hendler. Secondly, has petitioned for a Change of
Officers/Directors. Lastly, has petitioned for a change in Stock Interest.
Attorney: John P. Connell

Granted"
BLB-2024-11-21-OWN-p2-i7,2024-11-21,LB431061,explicit_alcohol,ownership_application_disposition,"Night Shift Lovejoy, LLC",Night Shift Brewing,"[""stock_interest_change""]",granted,True,"Night Shift Lovejoy, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf,2,2,7,Granted,"[""Source repeats LB-431061 for four separate 19C/19B/19E/19H pouring-license items. Preserve all source occurrences and their stated IDs/types; not four distinct equity transactions. Manager change does not establish personal shareholding."", ""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","7. Night Shift Lovejoy, LLC

Doing business as: Night Shift Brewing
1 Lovejoy Wharf, Boston, MA 02114
License #: LB-431061
Holder of a 19E Farmer Distillery Pouring License has petitioned to change the manager of the licensed
business - From: Michael O’Mara To: Jack Hendler. Secondly, has petitioned for a Change of
Officers/Directors. Lastly, has petitioned for a change in Stock Interest.
Attorney: John P. Connell

Granted"
BLB-2024-11-21-OWN-p3-i8,2024-11-21,LB431061,explicit_alcohol,ownership_application_disposition,"Night Shift Lovejoy, LLC",Night Shift Brewing,"[""stock_interest_change""]",granted,True,"Night Shift Lovejoy, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf,3,3,8,Granted,"[""Source repeats LB-431061 for four separate 19C/19B/19E/19H pouring-license items. Preserve all source occurrences and their stated IDs/types; not four distinct equity transactions. Manager change does not establish personal shareholding."", ""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","8. Night Shift Lovejoy, LLC

Doing business as: Night Shift Brewing
1 Lovejoy Wharf, Boston, MA 02114
License #: LB-431061
Holder of a 19H (Wines, Malts, Distillery) Combined Pouring License has petitioned to change the
manager of the licensed business - From: Michael O’Mara To: Jack Hendler. Secondly, has petitioned
for a Change of Officers/Directors. Lastly, has petitioned for a change in Stock Interest.
Attorney: John P. Connell

Granted"
BLB-2024-11-21-OWN-p3-i9,2024-11-21,LB99755,explicit_alcohol,ownership_application_disposition,"M&K Restaurant Group, LLC",Blasi Cafe,"[""ownership_interest_change""]",granted,True,"M&K Restaurant Group, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf,3,3,9,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","9. M&K Restaurant Group, LLC

Doing business as: Blasi Cafe
762 Adams St, Dorchester, MA 02122
License #: LB-99755
Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs License has petitioned
to change the manager of the licensed business - From: Kenneth P. Blasi To: Maria S. Blasi. Secondly,
has petitioned for a Change of Officers/Directors/LLC Managers. Lastly, has petitioned for a change of
Ownership Interest.
Attorney: Ryan Spitz

Granted"
BLB-2024-12-12-OWN-p7-i15,2024-12-12,LB99274,explicit_alcohol,ownership_application_disposition,"GRNA GRB of MA, LLC",Gordon Ramsay Burger,"[""ownership_interest_change"", ""stock_interest_change""]",granted,True,"GRNA GRB of MA, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,7,7,15,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","15. GRNA GRB of MA, LLC

Doing business as: Gordon Ramsay Burger
120 John F. Fitzgerald Surface Rd, Boston, MA 02109
License #: LB-99274
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to change the manager
of the licensed business - From: Michael Grigioni To: Alondra Rivera. Secondly, has petitioned for a change of
Officers/Directors/LLC Managers. Thirdly, has petitioned for a change of Ownership Interest. Lastly, has
petitioned for a change of Stock Interest.
Attorney: Eugene R. Richard

Granted"
BLB-2024-12-12-OWN-p7-i16,2024-12-12,LB99223,explicit_alcohol,ownership_application_disposition,"GRNA RK of MA, LLC",Ramsay's Kitchen,"[""ownership_interest_change"", ""stock_interest_change""]",granted,True,"GRNA RK of MA, LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,7,7,16,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","16. GRNA RK of MA, LLC

Doing business as: Ramsay's Kitchen
776 Boylston St, Boston, MA 02199
License #: LB-99223
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to change the manager
of the licensed business - From: Charles Hunter To: Adam Christian. Secondly, has petitioned for a change of
Officers/Directors/LLC Managers. Thirdly, has petitioned for a change of Ownership Interest. Lastly, has
petitioned for a change of Stock Interest.
Attorney: Eugene R. Richard

Granted"
BLB-2024-12-12-OWN-p7-i17,2024-12-12,LB98917,explicit_alcohol,ownership_application_disposition,"Fogo De Chao Churrascaria (Boston), LLC",Fogo De Chao Churrascaria,"[""ownership_interest_change"", ""stock_interest_change""]",granted,True,"Fogo De Chao Churrascaria (Boston), LLC",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,7,7,17,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","17. Fogo De Chao Churrascaria (Boston), LLC

Doing business as: Fogo De Chao Churrascaria
200 Dartmouth St, Boston, MA 02116
License #: LB-98917
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to change the manager
of the licensed business - From: Shayenne DeAssis To: Maria Martins Mendes. Secondly, has petitioned for a
change of Ownership Interest. Lastly, has petitioned for a change of Stock Interest.
Attorney: Eugene R. Richard

Granted"
BLB-2024-12-12-OWN-p8-i18,2024-12-12,LB139226,explicit_alcohol,ownership_application_disposition,"Arjun, Inc.",Vine & Barley,"[""stock_interest_change""]",granted,True,"Arjun, Inc.",named_licensee_or_licensed_business; indirect_ownership_level_not_further_specified,[],[],,,False,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,8,8,18,Granted,"[""No owner/shareholder names or ownership percentages are stated for the ownership action; officer and manager names in the item are not substituted."", ""Board approval alone does not establish a completed transaction, current capitalization, control, or private-equity sponsorship.""]","18. Arjun, Inc.

Doing business as: Vine & Barley
326 Sumner St, East Boston, MA 02128
License #: LB-139226
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned for a change of
Officers/Directors. Secondly, has petitioned for a change of Stock Interest.

Granted"
BLB-2025-01-09-OI-038,2025-01-09,LB171735,common_victualler_no_alcohol_stated,ownership_application_disposition,"Clover Fast Food, Inc.",Clover Food Lab,"[""ownership_interest_change""]",granted,True,"Clover Fast Food, Inc.",licensee,"[{""name"": ""Ayr Muir"", ""interest_percent"": 100, ""role"": ""CEO"", ""source_quote"": ""change the Ownership interest of the licensed business‑ From: Ayr Muir (CEO) 100% shares To: Clover Fast Food, Inc 100% shares"", ""interest_quantity"": null, ""interest_unit"": null}]","[{""name"": ""Clover Fast Food, Inc"", ""interest_percent"": 100, ""role"": null, ""source_quote"": ""change the Ownership interest of the licensed business‑ From: Ayr Muir (CEO) 100% shares To: Clover Fast Food, Inc 100% shares"", ""interest_quantity"": null, ""interest_unit"": null}]",,,False,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,12,12,6,Granted,"[""Only parties and interests stated in the ownership clause are listed; this is not assumed to be a complete capitalization table."", ""Source names Clover Fast Food, Inc itself as 100% holder; preserved as stated without resolving apparent self-ownership wording.""]","6. Clover Fast Food, Inc.

Doing business as: Clover Food Lab
160 Federal St., Boston, MA 02110
License #: LB‑171735
Holder of a Common Victualler License has petitioned to change the Officer/ Director/ LLC Manager
of the licensed business‑ From: Ayr Muir (CEO) To: Julia Wrin (CEO)
Secondly, has petitioned to change the Ownership interest of the licensed business‑ From: Ayr Muir
(CEO) 100% shares To: Clover Fast Food, Inc 100% shares
Lastly, has petitioned to change the Manager of the license business‑ From: Julia Bremner & Robert
Christensen To: Ana Losada

Granted
___________________________________________________________________________________"
BLB-2025-01-16-OI-013,2025-01-16,LB202196,explicit_alcohol,ownership_application_disposition,"Bennington1004, LLC",Renegades Pub,"[""ownership_interest_change""]",granted,True,"Bennington1004, LLC",licensee,[],[],,,False,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-16-25.docx.pdf,4,5,5,Granted,"[""Source does not identify before/after equity holders or percentages; manager/officer names are not treated as owners.""]","5. Bennington1004, LLC

Doing business as: Renegades Pub
1004 Bennington St, East Boston, MA 02128
License #: LB-202196
Holder of a (Restricted) Common Victualler 7 Day All-Alcoholic Beverages License has petitioned for
a change of Ownership Interest.
Attorney: Kristen L. Scanlon

Granted

THE BOARD WILL DEFER DELIBERATION ON ALL NEW ALCOHOLIC BEVERAGES
LICENSE APPLICATIONS UNTIL ALL APPLICATIONS RECEIVED BY DECEMBER 6
HAVE BEEN HEARD
___________________________________________________________________________________"
