event_id,date,license_num,event_type,action_subtype,disposition,board_granted_application,completed_sale_verified,transferor,transferor_dba,transferee,transferee_dba,licensee,licensee_dba,pledge_recipient,from_address,to_address,source_id,source_url,page_start,page_end,item_number,outcome_text,referenced_approval_date,ambiguity_notes
BLB-2025-06-26-019-pledge,2025-06-26,LB99242,license_pledge,pledge_application_disposition,granted,True,False,,,,,"429 Broadway, LLC",,Cambridge Savings Bank,"429 W Broadway, South Boston, MA 02127",,BLB-2025-06-26,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,6,6,11,Granted,,
BLB-2025-06-26-024-pledge,2025-06-26,LB99244,license_pledge,pledge_application_disposition,granted,True,False,,,,,"International Place Location, LLC",Aries Club,Fort Hill Square TRS LLC,"100 Peterborough St, Boston, MA 02215",,BLB-2025-06-26,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,8,8,16,Granted,,
BLB-2025-07-17-018-pledge,2025-07-17,LB99831,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Umami Crudo, Inc.",Umami Crudo,"78-80 Salem Street, LLC","78-80 Salem St, Boston, MA 02113",,BLB-2025-07-17,https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf,6,6,10,Granted,,
BLB-2025-08-28-035-pledge,2025-08-28,LB99094,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Allston Live Concessions, LLC",O’Brien’s Pub,OceanFirst Bank N.A,"3 Harvard Ave, Allston, MA 02134",,BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,10,10,27,Granted,,
BLB-2025-08-28-039-pledge,2025-08-28,LB101923,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Sip City Liquors, Inc.",Sip City Liquors,Rockland Trust Company,"1623 Tremont St, Boston, MA 02120",,BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,11,11,31,Granted,,
BLB-2025-08-28-041-pledge,2025-08-28,LB101849,license_pledge,pledge_application_disposition,granted,True,False,,,,,Bhagwan Corporation,Southie Liquor,"Leonid Wine Co., Inc","399 West Broadway, South Boston, MA 02127",,BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,12,12,33,"Granted, with Ravi Patel as Manager of Record",,
BLB-2025-08-28-042-pledge,2025-08-28,LB101636,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Iconic Copley Plaza Hotel, LLC",Fairmont Copley Plaza Hotel,Credit Agricole Corporate and Investment Bank,"138-150 Saint James Ave, Boston, MA 02116",,BLB-2025-08-28,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,12,12,34,Granted,,
BLB-2025-09-18-019-pledge,2025-09-18,LB101966,license_pledge,pledge_application_disposition,granted,True,False,,,,,Maa Laxmi Corp.,Dorchester Liquors,Rockland Trust Company,"1772 Dorchester Ave, Dorchester, MA 02124",,BLB-2025-09-18,https://www.boston.gov/sites/default/files/file/2025/09/Voting%20Minutes%209-18-25.docx.pdf,6,6,13,Granted,,
BLB-2025-09-18-027-pledge,2025-09-18,LB494678,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Kitchen + Kocktails by Kevin Kelley Boston, LLC.",Kitchen + Kocktails by Kevin Kelly,"100 Arlington Acquisition Company, LLC","12 Brighton Ave, Boston, MA 02134",,BLB-2025-09-18,https://www.boston.gov/sites/default/files/file/2025/09/Voting%20Minutes%209-18-25.docx.pdf,8,8,21,"Granted, with a closing hour of 11:00 PM",,Transferor heading is 'Nice Noodles'; transfer clause identifies 'Nice Noodles LLC'.
BLB-2025-10-01-023-pledge,2025-10-01,LB99177,license_pledge,pledge_application_disposition,granted,True,False,,,,,"High Street Restaurant Group, LLC",Howl at the Moon and Down Ultra Lounge,Cambridge Savings Bank,"184 High St, Boston, MA 02110",,BLB-2025-10-01,https://docs.google.com/document/d/e/2PACX-1vTeHLRvJlPmTfl3vIvK2ThWgOvzf4b3jaWl3LXTY31CQsyD5NnjfF8xMbjI5cVrGA/pub,,,14,Granted,,
BLB-2025-11-06-014-pledge,2025-11-06,LB418633,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Shree Kano, Inc.",Jamie’s Variety,Rockland Trust Company,"113 H St, South Boston, MA 02127",,BLB-2025-11-06,https://drive.google.com/file/d/1UhcS_UqlbNBRe2OO23O2ENwcfs5wz8Wi/view?usp=drive_link,5,5,7,Granted,,
BLB-2025-11-06-017-pledge,2025-11-06,LB446754,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Tall Ship Restaurant, LLC",,Northern Bank,"1 East Pier Dr, East Boston, MA 02128",,BLB-2025-11-06,https://drive.google.com/file/d/1UhcS_UqlbNBRe2OO23O2ENwcfs5wz8Wi/view?usp=drive_link,6,6,10,Granted,,
BLB-2025-11-20-019-pledge,2025-11-20,LB98905,license_pledge,pledge_application_disposition,granted,True,False,,,,,"GW Eatery, LLC",Tradesman,"FoxRock 176 Federal Realty, LLC","88 Van Ness St, Boston, MA 02215",,BLB-2025-11-20,https://drive.google.com/file/d/1Ham1bqHNtmqMWczY3e1sQ6TBt06HZoGv/view,6,6,12,Granted,,"Transferor heading is 'Rockwood Music Hall Boston, LLC'; transfer clause identifies 'Rockwood Music Hall Boston LLC'."
BLB-2025-12-04-010-pledge,2025-12-04,LB99754,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Petula’s, LLC",Petula’s,Salem Five Cents Savings Bank,"81 L St, South Boston, MA 02127",,BLB-2025-12-04,https://www.boston.gov/sites/default/files/file/2025/12/Voting%20Minutes%2012-4-25.docx.pdf,4,4,5,Granted,,
BLB-2025-12-04-014-pledge,2025-12-04,LB101876,license_pledge,pledge_application_disposition,granted,True,False,,,,,"SRIAN, LLC",Caribbean Liquors,Salem Five Cents Savings Bank,"527-531 Dudley St, Roxbury, MA 02119",,BLB-2025-12-04,https://www.boston.gov/sites/default/files/file/2025/12/Voting%20Minutes%2012-4-25.docx.pdf,5,5,9,Granted,,
BLB-2026-01-08-019-pledge,2026-01-08,LB101852,license_pledge,pledge_application_disposition,granted,True,False,,,,,"JJDA Fernandez, Inc.",Fernandez Liquors VI,Rockland Trust,"1151 Blue Hill Ave, Dorchester, MA 02124",,BLB-2026-01-08,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-9-26.docx.pdf,6,6,10,Granted,,
BLB-2026-01-08-025-pledge,2026-01-08,LB99345,license_pledge,pledge_application_disposition,granted,True,False,,,,,Wan Xi LLC,ZHU,Charles M. Talanian,"128 Brighton Ave, Allston, MA 02134",,BLB-2026-01-08,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-9-26.docx.pdf,8,8,16,"Granted, with a closing hour of 1:00 AM",,
BLB-2026-01-08-026-pledge,2026-01-08,LB99042,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Rosa y Marigold, LLC",Rosa y Marigold,P-12 Property LLC,"1363 Boylston St, Boston, MA 02215",,BLB-2026-01-08,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-9-26.docx.pdf,8,8,17,Granted,,
BLB-2026-01-29-024-pledge,2026-01-29,LB99164,license_pledge,pledge_application_disposition,granted,True,False,,,,,Craft Food Hall Project Holdings LLC,Craft Food Halls - One Post Office Square,One Post Office Square LLC,"800 Boylston St, Boston, MA 02199",,BLB-2026-01-29,https://www.boston.gov/sites/default/files/file/2026/01/Voting%20Minutes%201-29-26.docx.pdf,8,8,17,Granted,,"Transferor heading is 'Eddie V’s Holdings, LLC'; transfer clause identifies 'Eddie V’s Holdings LLC'."
BLB-2026-02-12-033-pledge,2026-02-12,LB98993,license_pledge,pledge_application_disposition,granted,True,False,,,,,Chilin Union Street LLC,Tiki Cove,"CRG License Holding II, LLC","17 Union St, Boston, MA 02108",,BLB-2026-02-12,https://www.boston.gov/sites/default/files/file/2026/02/Voting%20Minutes%202-12-26.docx%20%281%29.pdf,10,10,26,Granted,,
BLB-2026-02-12-034-pledge,2026-02-12,LB99113,license_pledge,pledge_application_disposition,granted,True,False,,,,,Fenway Food Hall LLC,Time Out Market,"ARE-MA Amenities No. 5, LLC","401 Park Drive, Boston MA 02215",,BLB-2026-02-12,https://www.boston.gov/sites/default/files/file/2026/02/Voting%20Minutes%202-12-26.docx%20%281%29.pdf,10,10,27,Granted,,
BLB-2026-03-05-026-pledge,2026-03-05,LB101911,license_pledge,pledge_application_disposition,granted,True,False,,,,,Diyan2019 Corp.,Jersey Street Liquors,Rockland Trust Company,"48 Queensberry St, Boston, MA 02215",,BLB-2026-03-05,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-5-26.pdf,8,8,16,"Granted, with d/b/a of Jersey Street Liquors",,Petition proposes Sip City Liquors; decision grants with d/b/a of Jersey Street Liquors.
BLB-2026-03-05-027-pledge,2026-03-05,LB99134,license_pledge,pledge_application_disposition,granted,True,False,,,,,"DOT Associates, LLC",Five Horses Tavern,1121 Dorchester Avenue Realty LLC,,,BLB-2026-03-05,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-5-26.pdf,8,8,17,"Granted, with Maria Murray as manager of record",,"Source omits a street address. Same-location transfer is explicit, but no address is inferred."
BLB-2026-03-26-024-pledge,2026-03-26,LB612517,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Namu Distilling Co., LLC",,Coastal Heritage Bank,"89 Heath St, Mission Hill, MA 02120",,BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,8,8,18,Granted,,
BLB-2026-03-26-025-pledge,2026-03-26,LB101973,license_pledge,pledge_application_disposition,granted,True,False,,,,,"SK Wine and Liquors, Inc.",Bauer Wine & Spirits,Northern Bank and Trust,"255 Newbury St, Boston, MA 02116",,BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,8,8,19,Granted,,
BLB-2026-03-26-027-pledge,2026-03-26,LB603766,license_pledge,pledge_application_disposition,granted,True,False,,,,,"RFC LA, LLC",Roger’s Fish & Chips,The Bank of Canton,"1 Harborside Drive, East Boston, MA 02128",,BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,8,8,21,Granted,,
BLB-2026-03-26-036-pledge,2026-03-26,LB101940,license_pledge,pledge_application_disposition,granted,True,False,,,,,Shri Saibaba Corp,Oak Square Liquors,Rockland Trust Company,"610 Washington St, Brighton, MA 02135",,BLB-2026-03-26,https://www.boston.gov/sites/default/files/file/2026/03/Voting%20Minutes%203-26-26.docx.pdf,11,11,29,Granted,,
BLB-2026-04-30-020-pledge,2026-04-30,LB101620,license_pledge,pledge_application_disposition,granted,True,False,,,,,"39 Dalton License, LLC",Sheraton,SMA Investments I Seller LLC,"39 Dalton St, Boston, MA 02199",,BLB-2026-04-30,https://www.boston.gov/sites/default/files/file/2026/04/Voting%20Agenda%204-30-26.pdf,7,7,10,Granted,,
BLB-2026-04-30-021-pledge,2026-04-30,LB99317,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Tavern Road, Inc.",The Smoke Shop BBQ,"343 Congress Propco, LLC","343 Congress St, Boston, MA 02210",,BLB-2026-04-30,https://www.boston.gov/sites/default/files/file/2026/04/Voting%20Agenda%204-30-26.pdf,7,7,11,Granted,,
BLB-2026-05-21-022-pledge,2026-05-21,LB599551,license_pledge,pledge_application_disposition,granted,True,False,,,,,The Comfort Collective LLC,AMA,Eastern Bank,"100 Western Ave, Allston, MA 02134",,BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,7,7,5,Granted,,
BLB-2026-05-21-025-pledge,2026-05-21,LB434282,license_pledge,pledge_application_disposition,granted,True,False,,,,,Blue Hills Liquors Inc.,Discount Liquors,Rockland Trust Company,"950 American Legion Hwy, Hyde Park, MA 02136",,BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,8,8,8,Granted,,
BLB-2026-05-21-031-pledge,2026-05-21,LB99186,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Dean BC Propco, LLC",The Godfrey Hotel Boston,Athene Annuity and Life Company,"505 Washington St, Boston, MA 0211",,BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,10,10,14,Granted,,
BLB-2026-05-21-032-pledge,2026-05-21,LB98973,license_pledge,pledge_application_disposition,granted,True,False,,,,,BB Fusion Lounge Inc.,Black Bamboo,Canal Plaza LLC,"69 Canal St, Boston, MA 02114",,BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,10,10,15,Granted,,Source uses 'transfer the licensed business' in an alcoholic-beverages license-holder petition.
BLB-2026-05-21-033-pledge,2026-05-21,LB99816,license_pledge,pledge_application_disposition,granted,True,False,,,,,Bloom Seaport LLC,Bloom,Seaport B/C Retail Owner LLC,"60 Seaport Bl, Boston, MA 02210",,BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,11,11,16,Granted,,
BLB-2026-06-04-017-pledge,2026-06-04,LB101652,license_pledge,pledge_application_disposition,granted,True,False,,,,,CJ Washington Street LLC,Doubletree Hotel-Boston,KeyBank National Association,"821 Washington St, Boston, MA 02116",,BLB-2026-06-04,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-4-26.docx.pdf,5,5,17,Granted,,
BLB-2026-06-04-028-pledge,2026-06-04,LB102056,license_pledge,pledge_application_disposition,granted,True,False,,,,,Babushka Market & Liquor Corp.,Babushka Deli,Rockland Trust Company,"62 Washington St, Brighton, MA 02135",,BLB-2026-06-04,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-4-26.docx.pdf,9,9,28,Granted,,Source uses 'transfer the licensed business' in an alcoholic-beverages license-holder petition.
BLB-2026-06-25-039-pledge,2026-06-25,LB98902,license_pledge,pledge_application_disposition,granted,True,False,,,,,Mile 22 Inc.,Cityside in the Circle,Tru-North Bank,"1958-1969 Beacon St, Brighton, MA 02135",,BLB-2026-06-25,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-25-26.docx.pdf,11,11,20,Granted,,
BLB-2026-06-25-048-pledge,2026-06-25,LB99248,license_pledge,pledge_application_disposition,granted,True,False,,,,,BUPRIVA 1619 LLC,Flann O'Brien's,MH Tremont LLC,"1619 Tremont St, Mission Hill, MA 02120",,BLB-2026-06-25,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-25-26.docx.pdf,14,14,29,Granted,,
BLB-2026-06-25-049-pledge,2026-06-25,LB99194,license_pledge,pledge_application_disposition,granted,True,False,,,,,"560 Harrison Ave., LLC",,"Brasserie 560, LLC","560 Harrison Ave, Roxbury, MA 02118",,BLB-2026-06-25,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-25-26.docx.pdf,15,15,30,Granted,,
BLB-2026-07-16-024-pledge,2026-07-16,LB99391,license_pledge,pledge_application_disposition,granted,True,False,,,,,"200 Boylston Street Restaurant, LLC",,"FSH Boylston, Inc","200 Boylston St, Boston, MA 02116",,BLB-2026-07-16,https://www.boston.gov/sites/default/files/file/2026/07/Voting%20Minutes%207-16-26.docx.pdf,8,8,16,Granted,,
BLB-2026-07-16-033-pledge,2026-07-16,LB101900,license_pledge,pledge_application_disposition,granted,True,False,,,,,Hanuanta Corporation,Kelly’s Liquor Mart,NND Capital Partners LLC,"871-873 Hyde Park Ave, Hyde Park, MA 02136",,BLB-2026-07-16,https://www.boston.gov/sites/default/files/file/2026/07/Voting%20Minutes%207-16-26.docx.pdf,10,10,25,Granted,,
BLB-2026-07-16-035-pledge,2026-07-16,LB101581,license_pledge,pledge_application_disposition,granted,True,False,,,,,"Charles Publican, LLC",Harry Hare’s,"147 Charles Holdings, LLC","149 Charles St, Boston, MA 02114",,BLB-2026-07-16,https://www.boston.gov/sites/default/files/file/2026/07/Voting%20Minutes%207-16-26.docx.pdf,11,11,27,Granted,,
BLB-2026-08-06-037-pledge,2026-08-06,LB99810,license_pledge,pledge_application_disposition,granted,True,False,,,,,SBCS LLC,Piccolino,M& T Bank,"200-299 Faneuil Hall Marketplace, Boston, MA 02109",,BLB-2026-08-06,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Agenda%208-6-26.docx_0.pdf,13,13,27,Granted,,
BLB-2026-08-06-038-pledge,2026-08-06,LB99788,license_pledge,pledge_application_disposition,granted,True,False,,,,,Tuscan Kenmore LLC,,UMNVAG Kenmore LLC,"512 Commonwealth Ave, Boston, MA 02215",,BLB-2026-08-06,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Agenda%208-6-26.docx_0.pdf,14,14,28,Granted,,"Transferor heading is 'UMNVAG Kenmore, LLC'; transfer clause identifies 'UMNVAG Kenmore LLC'."
BLB-2026-08-27-018-pledge,2026-08-27,LB99215,license_pledge,pledge_application_disposition,granted,True,False,,,,,"BR Kenmore, LLC","Blue Ribbon Brasserie, Blue Ribbon Sushi, Pescador",FFUM Three LLC,"528 Commonwealth Av., Boston, MA 02215",,BLB-2026-08-27,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Minutes%208-27-26.docx_0.pdf,5,5,9,Granted,,
