event_id,date,license_num,event_type,action_subtype,disposition,board_granted_application,completed_sale_verified,transferor,transferor_dba,transferee,transferee_dba,licensee,licensee_dba,pledge_recipient,from_address,to_address,source_id,source_url,page_start,page_end,item_number,outcome_text,referenced_approval_date,ambiguity_notes
BLB-2024-08-22-T-10,2024-08-22,LB353633,license_transfer,transfer_application_disposition,granted,True,False,"Cardullo's Gourmet Food Shoppe, Inc.",Cardullo's Gourmet Shoppe,"Good Team, Inc.",Cardullo’s Gourmet Shoppe,,,Rockland Trust Company,"101 Seaport Blvd, Boston, MA 02210","101 Seaport Blvd, Boston, MA 02210",BLB-2024-08-22,https://www.boston.gov/sites/default/files/file/2024/08/Voting%20Minutes%208-22-24.docx.pdf,6,6,10,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-09-12-T-18,2024-09-12,LB98909,license_transfer,transfer_application_disposition,granted,True,False,"Good Tacos, LLC",Naco Taco & Good Company,"CT Eatery, LLC",Lucky Tiger,,,"Hood Park, LLC","100 Hood Park Drive, Charlestown, MA 02129","100 Hood Park Drive, Charlestown, MA 02129",BLB-2024-09-12,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,9,9,18,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-09-12-T-19,2024-09-12,LB99298,license_transfer,transfer_application_disposition,granted,True,False,"Bespoke Hospitality, LLC",Cambria,"West Broadway Management, LLC",Cambria Hotel,,,,"6 W Broadway, South Boston, MA 02127","6 W Broadway, South Boston, MA 02127",BLB-2024-09-12,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,9,9,19,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-09-12-T-20,2024-09-12,LB98933,license_transfer,transfer_application_disposition,granted,True,False,"Glenbeg, Inc.",Azure,"The Lenox Hotel, LLC",,,,,"65 Exeter St, Boston MA 02116","65 Exeter St, Boston MA 02116",BLB-2024-09-12,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,10,10,20,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-09-12-T-21,2024-09-12,LB99676,license_transfer,transfer_application_disposition,granted,True,False,"Our Father’s Deli, LLC",Our Father’s Deli,"Elephantine, LLC",Elephantine Bakery,,,,"1301 Boylston St, Boston, MA 02215","332 Congress Street, Boston, MA 02210",BLB-2024-09-12,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-12-24.pdf,10,10,21,Granted,,
BLB-2024-09-26-T-12,2024-09-26,LB309815,license_transfer,transfer_application_disposition,granted,True,False,"CPCB, LLC",Cornish Pasty,"Yoshida Omakase, LLC",,,,,"51A Massachusetts Ave, Boston, MA 02115","51A Massachusetts Ave, Boston, MA 02115",BLB-2024-09-26,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,6,6,12,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-09-26-T-13,2024-09-26,LB99702,license_transfer,transfer_application_disposition,granted,True,False,"La Roca, Inc.",Dolce Vita,"Martignetti Restaurant Group, LLC",Bar Martignetti,,,,"221 Hanover St, Boston, MA 02113","221 Hanover St, Boston, MA 02113",BLB-2024-09-26,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,6,6,13,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-09-26-T-14,2024-09-26,LB99825,license_transfer,transfer_application_disposition,granted,True,False,"Cannonball Cafe, LLC",Cannonball Cafe,"383 Lot, LLC",Park City,,,"Cannonball Cafe, LLC","383 Dorchester Ave, South Boston, MA 02127","383 Dorchester Ave, South Boston, MA 02127",BLB-2024-09-26,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,7,7,14,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-09-26-T-15,2024-09-26,LB99674,license_transfer,transfer_application_disposition,granted,True,False,"Turnaround Sushi, Inc.",Crave Mad for Chicken,"Hunsa, Inc.",Kala Thai Cookery,,,,"75 Kneeland St, Boston, MA 02111","151 Hanover Street, Boston, MA 02108",BLB-2024-09-26,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,7,7,15,Granted,,
BLB-2024-09-26-T-16,2024-09-26,LB99671,license_transfer,transfer_application_disposition,granted,True,False,"Gogle Mogle, Inc.",Seabiscuit,"Selfup, LLC",Selfup Cooking Classes,,,,"256 Marginal St, East Boston, MA 02128","19 Kingston Street, Boston, MA 02111",BLB-2024-09-26,https://www.boston.gov/sites/default/files/file/2024/09/Voting%20Minutes%209-26-24.pdf,7,7,16,Granted,,
BLB-2024-10-17-T-20,2024-10-17,LB525498,license_transfer,transfer_application_disposition,granted,True,False,"Harbor Petroleum, LLC",Meridian St. Mobil,Global Montello Group Corp.,Global Montello Group Corp. #2777,,,,"470 Meridian St, East Boston, MA 02128","470 Meridian St, East Boston, MA 02128",BLB-2024-10-17,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,9,9,20,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-10-17-T-21,2024-10-17,LB101985,license_transfer,transfer_application_disposition,rescheduled,False,False,"Grand Bouchon, LLC",SeiyoWine Shop,"Chang Dao, LLC",New Seiyo Wine Store,,,,"1721 Washington St, Roxbury, MA 02118","1721 Washington St, Roxbury, MA 02118",BLB-2024-10-17,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,10,10,21,Rescheduled to the next available hearing date,,Destination address carried from explicit same-location statement.
BLB-2024-10-17-T-22,2024-10-17,LB99305,license_transfer,transfer_application_disposition,granted,True,False,"DK Associates, LLC",Worden Hall,"Crazy Tiger, LLC",Kahaani on Broadway,,,,"22-26 W Broadway, South Boston, MA 02127","22-26 W Broadway, South Boston, MA 02127",BLB-2024-10-17,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,10,10,22,"Granted
No license will be issued until the Licensee has successfully completed the community process",,Destination address carried from explicit same-location statement.
BLB-2024-10-17-T-23,2024-10-17,LB99321,license_transfer,transfer_application_disposition,granted,True,False,"SB&G, Inc.",Porter’s Bar and Grill,"PBLL 24, LLC",The Flagrant Fowl,,,,"173-179 Portland St, Boston, MA 02114","173-179 Portland St, Boston, MA 02114",BLB-2024-10-17,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,10,10,23,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-10-17-T-24,2024-10-17,LB99346,license_transfer,transfer_application_disposition,granted,True,False,"142 Berkeley, LLC",,USHG Boston Seaport F&B LLC,,,,Trustees of the Commonwealth Pier Trust II,"142 Berkeley St, Boston, MA 02116","200 Seaport Blvd, Boston, MA 02210",BLB-2024-10-17,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,11,11,24,Granted,,
BLB-2024-10-17-T-25,2024-10-17,LB99555,license_transfer,transfer_application_disposition,granted,True,False,"Symphony Exchange, Inc.",The Ginger Exchange,"Post Road Company, LLC",Hill Kitchen,,,,"250 Huntington Ave, Boston, MA 02115","39 Charles Street, Boston, MA 02114",BLB-2024-10-17,https://www.boston.gov/sites/default/files/file/2024/10/Voting%20Minutes%2010-15-24.docx.pdf,11,11,25,Granted,,
BLB-2024-10-31-T-14,2024-10-31,LB98927,license_transfer,transfer_application_disposition,granted,True,False,"Coppersmith Hall, LLC",,"ARE-15 Necco TRS Holding, LLC",,,,,"40 W Third St, South Boston, MA 02127","15 Necco Street, Boston, MA 02210",BLB-2024-10-31,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,8,8,14,"Granted
Any subsequent management agreement or transfer at the same location will require a
community process prior to a hearing before the Board",,Destination address carried from explicit same-location statement.
BLB-2024-10-31-T-15,2024-10-31,LB99144,license_transfer,transfer_application_disposition,granted,True,False,"Fajitas & ‘Ritas, Inc.",Fajitas & Ritas,Parsons CC Southie OPCO LLC,Common Craft,,,Washington Village Phase 1 Property Owner LLC,"25 West St, Boston, MA 02111","85 Damrell Street, Boston, MA 02127",BLB-2024-10-31,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,8,8,15,Granted,,
BLB-2024-10-31-T-16,2024-10-31,LB99640,license_transfer,transfer_application_disposition,granted,True,False,"Menya Jiro Seaport, Inc.",Menya Jiro,Sarva Foods LLC,Sarva Cafe,,,,"50 Northern Ave, Boston, MA 02210","279 Newbury Street, Boston, MA 02116",BLB-2024-10-31,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2010-31-24.docx.pdf,9,9,16,Granted,,
BLB-2024-11-14-T-5,2024-11-14,LB101906,license_transfer,transfer_application_disposition,granted,True,False,"Rodan, Inc.",Beacon Capitol Market,"Beacon Capitol Markets, Inc.",Beacon Capitol Market,,,"Rodan, Inc.","32 Myrtle St, Boston, MA 02114","32 Myrtle St, Boston, MA 02114",BLB-2024-11-14,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-14-24.docx%20%281%29.pdf,4,4,5,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-11-14-T-6,2024-11-14,LB99712,license_transfer,transfer_application_disposition,granted,True,False,"LoContes Boston, Inc.",LoConte’s,"Brook Egg Farm, Inc.",LoConte’s,,,,"116 Salem St, Boston MA, 02113","116 Salem St, Boston MA, 02113",BLB-2024-11-14,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-14-24.docx%20%281%29.pdf,4,4,6,Granted,,Destination address carried from explicit same-location statement.
BLB-2024-11-21-T-11,2024-11-21,LB98993,license_transfer,transfer_application_disposition,granted,True,False,"Causeway Union, LLC",,"CRG License Holdings II, LLC",,,,,"17 Union St, Boston, MA 02108","17 Union St, Boston, MA 02108",BLB-2024-11-21,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf,4,4,11,"Granted
The Board lifts the transferor’s indefinite suspension for the purpose of transferring the license
Any subsequent management agreement or transfer at the same location will require a
community process prior to a hearing before the Board",,"Source expressly says transfer the licensed business by the named alcoholic-beverages license holder, rather than transfer the license. | Destination address carried from explicit same-location statement."
BLB-2024-11-21-T-12,2024-11-21,LB99168,license_transfer,transfer_application_disposition,granted,True,False,"Korean Fusion, Inc.",Koy,"Swingers BOS, LLC",Swingers,,,,"16-18 North St, Boston, MA 02108","777 Boylston Street, Boston, MA 02116",BLB-2024-11-21,https://www.boston.gov/sites/default/files/file/2024/11/Voting%20Minutes%2011-21-24.docx_0.pdf,4,4,12,Granted,,
BLB-2024-12-12-T-22,2024-12-12,LB99603,license_transfer,transfer_application_disposition,granted,True,False,"Immersive Art Space Boston, LLC",,Mai Izakaya LLC,Mai,,,,"130 Columbus Ave, Boston, MA 02116","31 Northern Ave, Boston, MA 02210",BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,9,9,22,Granted,,
BLB-2024-12-12-T-23,2024-12-12,LB98978,license_transfer,transfer_application_disposition,deferred,False,False,"KBG, Inc.",Kelleher’s Bar & Grille,Flik International Corp.,Flik,,,"BP TRS Services, LLC","1410 - 1420 Centre St, Roslindale, MA 02131","200 Clarendon St, Boston, MA 02116",BLB-2024-12-12,https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf,9,9,23,Deferred to allow the Applicant to file an application for a Change of License Type,,
BLB-2025-01-09-016-transfer,2025-01-09,LB101857,license_transfer,transfer_application_disposition,granted,True,False,"Brother’s Super Liquors, Inc.",,"740 Blue Hill, Inc.",Brother’s Wine and Spirits,,,,"740-742 Blue Hill Ave, Dorchester, MA 02121","740-742 Blue Hill Ave, Dorchester, MA 02121",BLB-2025-01-09,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,5,5,8,Granted,,
BLB-2025-01-09-017-transfer,2025-01-09,LB99120,license_transfer,transfer_application_disposition,granted,True,False,"Lansdowne Boston Restaurant, LLC",House of Blues,"Aramark Sports and Entertainment Services, LLC",House of Blues,,,,"15-41 Lansdowne St, Boston, MA 02215","15-41 Lansdowne St, Boston, MA 02215",BLB-2025-01-09,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,5,5,9,Granted,,
BLB-2025-01-09-018-transfer,2025-01-09,LB98978,license_transfer,transfer_application_disposition,granted,True,False,"KBG, INC.",Kelleher’s Bar & Grille,Flik International Corp.,Flik,,,,"1410-1420 Centre St, Roslindale, MA 02131","200 Clarendon St, Boston, MA 02116",BLB-2025-01-09,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-9-25.docx_0.pdf,6,6,10,Granted,,
BLB-2025-01-23-014-transfer,2025-01-23,LB99068,license_transfer,transfer_application_disposition,granted,True,False,110 Canal License Owner LLC,,60-70 Cross Street Corp.,,,,,"112 Canal St, Boston, MA 02114","60-70 Cross St, Boston, MA 02113",BLB-2025-01-23,https://www.boston.gov/sites/default/files/file/2025/01/Voting%20Minutes%201-23-25.pdf,5,5,8,Granted,,
BLB-2025-02-13-020-transfer,2025-02-13,LB99516,license_transfer,transfer_application_disposition,granted,True,False,King and I Corporation,King and I,"400 WB, LLC",Si Cara,,,,"145 Charles St, Boston, MA 02114","400 West Broadway, Boston, MA 02127",BLB-2025-02-13,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-13-25.docx.pdf,6,6,12,Granted,,
BLB-2025-02-13-021-transfer,2025-02-13,LB99126,license_transfer,transfer_application_disposition,granted,True,False,"Northern Avenue Hospitality, Inc.",Gather,"BT Eatery, LLC",Tradesman,,,,"75 Northern Ave, Boston, MA 02210","60 Guest St, Boston, MA 02135",BLB-2025-02-13,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-13-25.docx.pdf,7,7,13,Granted,,
BLB-2025-02-27-014-transfer,2025-02-27,LB101871,license_transfer,transfer_application_disposition,granted,True,False,"Massachusetts Package Store, LLC",Coasters,"Patel Coasters, Inc.",Coasters,,,,"71-75 Canal St, Boston, MA 02114","71-75 Canal St, Boston, MA 02114",BLB-2025-02-27,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,4,4,7,Granted,,
BLB-2025-02-27-015-transfer,2025-02-27,LB101851,license_transfer,transfer_application_disposition,granted,True,False,"Five Stars Liquors, Inc.",Blue Hill Liquors,"MSPK, LLC",Blue Hill Liquors,,,,"108 Blue Hill Ave, Roxbury, MA 02119","108 Blue Hill Ave, Roxbury, MA 02119",BLB-2025-02-27,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,5,5,8,Granted,,
BLB-2025-02-27-016-transfer,2025-02-27,LB102051,license_transfer,transfer_application_disposition,granted,True,False,"Bell’s Cash Market, Inc.",Bell’s Market,"Bell’s Market, Inc.",Bell’s Market,,,,"246 Dorchester St, South Boston, MA 02127","246 Dorchester St, South Boston, MA 02127",BLB-2025-02-27,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,5,5,9,Granted,,
BLB-2025-02-27-017-transfer,2025-02-27,LB99019,license_transfer,transfer_application_disposition,granted,True,False,"BR Kenmore, LLC","Blue Ribbon Brasserie, Blue Ribbon Sushi, Pescador","Row 34 Kenmore, LLC",Row 34,,,,"498 Commonwealth Ave, Boston, MA 02215","498 Commonwealth Ave, Boston, MA 02215",BLB-2025-02-27,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,5,5,10,Granted,,
BLB-2025-03-06-013-transfer,2025-03-06,LB101894,license_transfer,transfer_application_disposition,granted,True,False,"Huntington Market, Inc.",Huntington Liquors,"Symphony Liquors, Inc.",Huntington Wine & Spirits,,,,"303 Huntington Av., Boston, MA 02115","303 Huntington Av., Boston, MA 02115",BLB-2025-03-06,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-6-25.docx.pdf,4,4,13,Granted,,
BLB-2025-03-06-014-transfer,2025-03-06,LB98955,license_transfer,transfer_application_disposition,granted,True,False,"JAJB, Inc.",Tavern in the Square Allston,"Sanbada Allston, LLC","Jinjee, Sanbada, Bombbada",,,,"161 - 165 Brighton Av., Allston, MA 02134","161 - 165 Brighton Av., Allston, MA 02134",BLB-2025-03-06,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-6-25.docx.pdf,5,5,14,Granted,,
BLB-2025-03-27-017-transfer,2025-03-27,LB99426,license_transfer,transfer_application_disposition,granted,True,False,"Bar and Kitchen Hospitality, Inc.",Darryl’s Corner Bar & Kitchen,"250 Western, LLC",FiDO Pizza,,,,"604 Columbus Ave, Boston, MA 02118","250 Western Ave, Boston, MA 02134",BLB-2025-03-27,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-27-25.docx.pdf,6,6,8,Granted,,
BLB-2025-04-03-017-transfer,2025-04-03,LB99218,license_transfer,transfer_application_disposition,granted,True,False,"222 Friends, Inc.",,Thomson Fields Pie Company LLC,Sally’s Apizza,,,,"4 Liberty Square, Boston, MA 02109","30 Thomson Place, Boston, MA 02210",BLB-2025-04-03,https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-3-25.docx.pdf,5,5,10,Granted,,
BLB-2025-04-17-015-transfer,2025-04-17,LB99788,license_transfer,transfer_application_disposition,granted,True,False,"Dining Innovation Massachusetts, Inc.",Tsuru Ton Tan,"UMNVAG Kenmore, LLC",,,,,"512 Commonwealth Ave, Boston, MA 02215","512 Commonwealth Ave, Boston, MA 02215",BLB-2025-04-17,https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-17-25.docx.pdf,5,5,6,Granted,,
BLB-2025-04-17-040-notice,2025-04-17,LB99671,license_transfer,transfer_revocation_notice,acknowledged,False,False,"Gogle Mogle, Inc.",Seabiscuit,Selfup LLC,Selfup Cooking Classes,,,,"256 Marginal St., East Boston, MA 02128","19-21 Kingston St., Boston, MA 02111",BLB-2025-04-17,https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-17-25.docx.pdf,12,12,1,Acknowledged,2024-09-26,Acknowledged mutual intent to revoke a previously approved transfer; source reports transaction not timely closed. Not a new approval or completed sale.
BLB-2025-05-01-023-transfer,2025-05-01,LB99188,license_transfer,transfer_application_disposition,withdrawn,False,False,"Stadium Restaurant, LLC",,"Fresh SB, LLC",Fresh Boston,,,,"232 Old Colony Ave, South Boston, MA 02127","232 Old Colony Ave, South Boston, MA 02127",BLB-2025-05-01,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,7,7,14,Withdrawn by the Applicant,,
BLB-2025-05-01-024-transfer,2025-05-01,LB99206,license_transfer,transfer_application_disposition,granted,True,False,"Strip by Strega, LLC",,BPP Retail LL LLC,,,,,"50 Park Plaza, Boston, MA 02116","50 Park Plaza, Boston, MA 02116",BLB-2025-05-01,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,7,7,15,Granted,,
BLB-2025-05-01-025-transfer,2025-05-01,LB99417,license_transfer,transfer_application_disposition,granted,True,False,"No. 9 Park, LLC",No. 9 Park,"Nine Restaurant Group, LLC",9,,,,"9 Park St, Boston, MA 02108","9 Park St, Boston, MA 02108",BLB-2025-05-01,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,8,8,16,Granted,,
BLB-2025-05-01-026-transfer,2025-05-01,LB98891,license_transfer,transfer_application_disposition,continued,False,False,Seaport Social Limited Partnership,Seaport Social,"SGH Seaport, LLC",Bambola!,,,,"225 Northern Ave, Boston, MA 02210","225 Northern Ave, Boston, MA 02210",BLB-2025-05-01,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,8,8,17,"Continued to the May 14, 2025 Transactional Hearing",,
BLB-2025-05-01-027-transfer,2025-05-01,LB99756,license_transfer,transfer_application_disposition,granted,True,False,The Neiman Marcus Group LLC,Neiman Marcus,"LTF Club Operations Company, Inc.",Life Time,,,,"5 Copley Place, Boston, MA 02116","800 Boylston Street, Space 179, Boston, MA 02199",BLB-2025-05-01,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,9,9,18,Granted,,"Transferor heading is 'The Neiman Marcus Group, LLC'; transfer clause identifies 'The Neiman Marcus Group LLC'."
BLB-2025-05-01-028-transfer,2025-05-01,LB358431,license_transfer,transfer_application_disposition,granted,True,False,"Distraction Brewing Company, LLC",,"Emergency Exit Brewing, LLC",Distraction Brewing Company,,,,"2 Belgrade Ave, Roslindale, MA 02131","2 Belgrade Ave, Roslindale, MA 02131",BLB-2025-05-01,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,9,9,19,Granted,,
BLB-2025-05-15-023-transfer,2025-05-15,LB98891,license_transfer,transfer_application_disposition,granted,True,False,Seaport Social Limited Partnership,Seaport Social,"SGH Seaport, LLC",Bambola!,,,,"225 Northern Ave, Boston, MA 02210","225 Northern Ave, Boston, MA 02210",BLB-2025-05-15,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,7,7,14,Granted,,
BLB-2025-05-15-025-transfer,2025-05-15,LB99188,license_transfer,transfer_application_disposition,granted,True,False,"Stadium Restaurant, LLC",,"RSCM Holdings, LLC",Fresh Boston,,,,"232 Old Colony Ave, South Boston, MA 02127","232 Old Colony Ave, South Boston, MA 02127",BLB-2025-05-15,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,8,8,16,Granted,,
BLB-2025-05-15-026-transfer,2025-05-15,LB99562,license_transfer,transfer_application_disposition,granted,True,False,Lola Burger Restaurant Boston LLC,Lola Burger,"Selfup, LLC",Selfup Cooking Classes,,,,"11 Fan Pier Blvd, Boston MA 02210","19 Kingston Street, Boston, MA 02111",BLB-2025-05-15,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,8,8,17,Granted,,"Transferor heading is 'Lola Burger Restaurant Boston, LLC'; transfer clause identifies 'Lola Burger Restaurant Boston LLC'."
BLB-2025-05-15-027-transfer,2025-05-15,LB99652,license_transfer,transfer_application_disposition,granted,True,False,"Hot Eastern, Inc.",Friendship BBQ,"Seaport 50 Hospitality, LLC",Tacos El Chikis,,,,"40 Harrison Ave, Boston, MA 02111","50 Northern Ave, Boston, MA 02210",BLB-2025-05-15,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,8,8,18,"Granted, with a closing hour of 2:00 AM on Friday-Saturday",,"Transferor heading is 'Hot Eastern Inc.'; transfer clause identifies 'Hot Eastern, Inc.'."
BLB-2025-05-29-016-transfer,2025-05-29,LB99330,license_transfer,transfer_application_disposition,granted,True,False,"Shack Foods of Back Bay, LLC",El Barco,"El Barco BackBay, LLC",El Barco,,,,"50B Dalton St, Boston, MA 02115","50B Dalton St, Boston, MA 02115",BLB-2025-05-29,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,5,5,10,Granted,,
BLB-2025-05-29-017-transfer,2025-05-29,LB162572,license_transfer,transfer_application_disposition,granted,True,False,"Crimson Ventures, LLC",Cantina Italiana,"Gomes Enterprises, Inc.",Cantina Italiana,,,,"346 Hanover St, Boston, MA 02113","346 Hanover St, Boston, MA 02113",BLB-2025-05-29,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,6,6,11,Granted,,
BLB-2025-05-29-018-transfer,2025-05-29,LB546003,license_transfer,transfer_application_disposition,deferred,False,False,"B.U., LLC",B.U. Bistro,"Oda Bar & Bites, Inc.",Oda Bar & Bites,,,,"3840 Washington St, Roslindale, MA 02131","3840 Washington St, Roslindale, MA 02131",BLB-2025-05-29,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,6,6,12,Deferred to allow for completion of the community process,,
BLB-2025-05-29-019-transfer,2025-05-29,LB99546,license_transfer,transfer_application_disposition,granted,True,False,F.P. Restaurant Inc.,Restaurant Bellavista,Gen Allston LP,Gen Korean BBQ House,,,,"288 Hanover Street, Boston, MA 02113","121 Harvard Ave, Allston, MA 02134",BLB-2025-05-29,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,6,6,13,Granted,,"Transferor heading is 'F.P. Restaurant, Inc.'; transfer clause identifies 'F.P. Restaurant Inc.'."
BLB-2025-06-05-010-transfer,2025-06-05,LB99452,license_transfer,transfer_application_disposition,granted,True,False,"Pasta Beach Rowes Wharf, LLC",Pasta Beach,1928 Rowes Wharf LLC,1928 Rowes Wharf,,,,"30 Rowes Wharf, Boston, MA 02110","30 Rowes Wharf, Boston, MA 02110",BLB-2025-06-05,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf,4,4,3,"Granted, with corrected transferee entity name of 1928 Rowes Wharf LLC",,"Petition names 1928 Boston Harbor, LLC; decision corrects transferee to 1928 Rowes Wharf LLC."
BLB-2025-06-05-011-transfer,2025-06-05,LB540101,license_transfer,transfer_application_disposition,granted,True,False,Harvard Convenience Inc.,Harvard Convenience,"Patel Harvard, Inc.",Harvard Convenience,,,,"157 Brighton Av., Allston, MA 02134","157 Brighton Av., Allston, MA 02134",BLB-2025-06-05,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf,4,5,4,"Granted, with a closing hour of 11:00 PM",,
BLB-2025-06-05-012-transfer,2025-06-05,LB99388,license_transfer,transfer_application_disposition,granted,True,False,"Water Dragon, LLC",Blue Dragon,"Maple & Ash Boston, LLC",Maple & Ash,,,,"324 A Street, Boston, MA 02210","131 Seaport Blvd, Boston, MA 02210",BLB-2025-06-05,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf,5,5,5,Granted,,
BLB-2025-06-26-022-transfer,2025-06-26,LB98981,license_transfer,transfer_application_disposition,granted,True,False,"Purple Shell Restaurant, Inc.",Purple Shell Bar & Kitchen,"Canelo’s Taco and Tequila, Inc.","Agavero, Guac & Margs",,,,"11 W Broadway, South Boston, MA 02127","11 W Broadway, South Boston, MA 02127",BLB-2025-06-26,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,7,7,14,"Granted, with a closing hour of 1:00 AM",,
BLB-2025-06-26-023-transfer,2025-06-26,LB101570,license_transfer,transfer_application_disposition,granted,True,False,"Nusret Boston, LLC",Nusret Steakhouse,"First Watch Restaurants, Inc.",First Watch #1180,,,,"100 Arlington St, Boston, MA 02116","777 Boylston St, Boston, MA 02116",BLB-2025-06-26,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,7,7,15,Granted,,
BLB-2025-06-26-024-transfer,2025-06-26,LB99244,license_transfer,transfer_application_disposition,granted,True,False,"Thornton Companies, Inc.",Thornton’s Fenway Grille,"International Place Location, LLC",Aries Club,,,,"100 Peterborough St, Boston, MA 02215","1-2 International Place, Boston, MA 02110",BLB-2025-06-26,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,8,8,16,Granted,,
